Ingreso,Ingreso específico,Valor,Código de entidad,Código de sector,Sector,Entidad,Año,Ingreso_alt,IPC,Valor_25
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,VENTA DE BIENES Y SERVICIOS,586000000.0,2238.0,22.0,Educación,Instituto nacional de formación técnica profesional de san andres y providencia,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,1061374682.6724873
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,"TASAS, MULTAS Y CONTRIBUCIONES",349067286851.0,2402.0,24.0,Transporte,Instituto nacional de vías,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,632237509919.4985
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,OTROS INGRESOS,159800000.0,2242.0,22.0,Educación,"Instituto técnico nacional de comercio ""simón rodríguez"" de cali",2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,289432891.2816782
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,RECURSOS DE CAPITAL,767500000.0,2234.0,22.0,Educación,Escuela tecnológica instituto técnico central,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,1390111039.1657574
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,OTROS INGRESOS,870000000.0,1914.0,19.0,Salud y protección social,Fondo pasivo social de ferrocarriles nacionales de colombia ,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,1575761047.6536925
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,VENTA DE BIENES Y SERVICIOS,7470765660.0,2234.0,22.0,Educación,Escuela tecnológica instituto técnico central,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,13531197153.076817
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,RECURSOS DE CAPITAL,130997400000.0,2402.0,24.0,Transporte,Instituto nacional de vías,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,237265057774.60895
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,INGRESOS POR U.P.C. REGIMEN CONTRIBUTIVO,75284870000.0,1914.0,19.0,Salud y protección social,Fondo pasivo social de ferrocarriles nacionales de colombia ,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,136357431751.34715
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,INGRESOS ADMINISTRADOS DEL FOSYGA,1056000000.0,1914.0,19.0,Salud y protección social,Fondo pasivo social de ferrocarriles nacionales de colombia ,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,1912647892.324482
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,RECURSOS DE CAPITAL,7171400000.0,1914.0,19.0,Salud y protección social,Fondo pasivo social de ferrocarriles nacionales de colombia ,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,12988980203.613438
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,VENTA DE BIENES Y SERVICIOS,2490423000.0,2103.0,21.0,Minas y energía,Servicio geológico colombiano,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,4510702937.449255
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,RECURSOS DE CAPITAL,26000000000.0,2103.0,21.0,Minas y energía,Servicio geológico colombiano,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,47091709470.11035
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,APORTES DE OTRAS ENTIDADES,25695613000.0,2109.0,21.0,Minas y energía,Unidad de planeacion minero energética - upme,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,46540397771.24579
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,RECURSOS DE CAPITAL,11084700000.0,2109.0,21.0,Minas y energía,Unidad de planeacion minero energética - upme,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,20076825844.743546
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,VENTA DE BIENES Y SERVICIOS,3354952000.0,2110.0,21.0,Minas y energía,Instituto de planificación y promoción de soluciones  energéticas para las zonas no interconectadas - ipse,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,6076554802.698679
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,RECURSOS DE CAPITAL,6191800000.0,2110.0,21.0,Minas y energía,Instituto de planificación y promoción de soluciones  energéticas para las zonas no interconectadas - ipse,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,11214709488.34728
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,VENTA DE BIENES Y SERVICIOS,8534000000.0,2111.0,21.0,Minas y energía,Agencia nacional de hidrocarburos - anh,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,15456948023.76622
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,"TASAS, MULTAS Y CONTRIBUCIONES",363856294000.0,2111.0,21.0,Minas y energía,Agencia nacional de hidrocarburos - anh,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,659023649458.4252
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,RECURSOS DE CAPITAL,170190000000.0,2111.0,21.0,Minas y energía,Agencia nacional de hidrocarburos - anh,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,308251462873.77234
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,VENTA DE BIENES Y SERVICIOS,14776992000.0,2112.0,21.0,Minas y energía,Agencia nacional de minería - anm,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,26764377465.620956
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,"TASAS, MULTAS Y CONTRIBUCIONES",44583407000.0,2112.0,21.0,Minas y energía,Agencia nacional de minería - anm,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,80750340370.44939
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,RECURSOS DE CAPITAL,34199953000.0,2112.0,21.0,Minas y energía,Agencia nacional de minería - anm,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,61943625021.82419
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,VENTA DE BIENES Y SERVICIOS,363400000.0,2209.0,22.0,Educación,Nación,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,658197200.8245423
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,VENTA DE BIENES Y SERVICIOS,479823768.0,2210.0,22.0,Educación,Instituto nacional para ciegos (inci),2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,869066210.7503704
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,OPERACIONES COMERCIALES,80000000.0,2210.0,22.0,Educación,Instituto nacional para ciegos (inci),2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,144897567.60033953
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,OTROS INGRESOS,3000000.0,2210.0,22.0,Educación,Instituto nacional para ciegos (inci),2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,5433658.785012732
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,RECURSOS DE CAPITAL,171800000.0,2210.0,22.0,Educación,Instituto nacional para ciegos (inci),2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,311167526.42172915
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,OTROS INGRESOS,409400000.0,2234.0,22.0,Educación,Escuela tecnológica instituto técnico central,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,741513302.1947376
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,VENTA DE BIENES Y SERVICIOS,258249042000.0,2412.0,24.0,Transporte,Unidad administrativa especial de la aeronáutica civil,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,467745725261.47406
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,RECURSOS DE CAPITAL,352662000000.0,4106.0,41.0,Inclusión social y reconciliación,Instituto colombiano de bienestar familiar,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,638748324813.3867
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,RECURSOS DE CAPITAL,160220000000.0,2412.0,24.0,Transporte,Unidad administrativa especial de la aeronáutica civil,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,290193603511.58
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,OTROS INGRESOS,100000000.0,3502.0,35.0,"Comercio, industria y turismo",Superintendencia de sociedades,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,181121959.5004244
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,RECURSOS DE CAPITAL,4607977483.0,3502.0,35.0,"Comercio, industria y turismo",Superintendencia de sociedades,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,8346059110.547936
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,"TASAS, MULTAS Y CONTRIBUCIONES",68400800000.0,3503.0,35.0,"Comercio, industria y turismo",Superintendencia de industria y comercio,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,123888869273.96632
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,RECURSOS DE CAPITAL,47000000000.0,3503.0,35.0,"Comercio, industria y turismo",Superintendencia de industria y comercio,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,85127320965.19948
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,VENTA DE BIENES Y SERVICIOS,3069500000.0,3504.0,35.0,"Comercio, industria y turismo",Unidad administrativa especial junta central contadores,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,5559538546.865527
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,RECURSOS DE CAPITAL,17400000000.0,3504.0,35.0,"Comercio, industria y turismo",Unidad administrativa especial junta central contadores,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,31515220953.07385
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,VENTA DE BIENES Y SERVICIOS,1200000000.0,3505.0,35.0,"Comercio, industria y turismo",Instituto nacional de metrología - inm,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,2173463514.005093
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,VENTA DE BIENES Y SERVICIOS,8724000000.0,3602.0,36.0,Trabajo,Servicio nacional de aprendizaje (sena),2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,15801079746.817026
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,"TASAS, MULTAS Y CONTRIBUCIONES",16316000000.0,3602.0,36.0,Trabajo,Servicio nacional de aprendizaje (sena),2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,29551858912.08925
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,OTROS INGRESOS,57425000000.0,3602.0,36.0,Trabajo,Servicio nacional de aprendizaje (sena),2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,104009285243.11871
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,FONDOS ESPECIALES DE LA NACIÓN,161777000000.0,3602.0,36.0,Trabajo,Servicio nacional de aprendizaje (sena),2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,293013672421.0016
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,RECURSOS DE CAPITAL,292346662500.0,3602.0,36.0,Trabajo,Servicio nacional de aprendizaje (sena),2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,529504003654.09247
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,CONTRIBUCIONES PARAFISCALES,399963000000.0,3602.0,36.0,Trabajo,Servicio nacional de aprendizaje (sena),2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,724420822876.6825
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,VENTA DE BIENES Y SERVICIOS,14420000000.0,3708.0,37.0,Interior,Unidad nacional de protección - unp,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,26117786559.9612
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,VENTA DE BIENES Y SERVICIOS,28837070000.0,3801.0,38.0,Empleo público,Comisión nacional del servicio civil,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,52230266246.50904
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,RECURSOS DE CAPITAL,22476700000.0,3801.0,38.0,Empleo público,Comisión nacional del servicio civil,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,40710239471.0319
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,FONDOS ESPECIALES DE LA NACIÓN,43919000000.0,4104.0,41.0,Inclusión social y reconciliación,Unidad de atención y reparación integral a las víctimas,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,79546953392.9914
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,VENTA DE BIENES Y SERVICIOS,1025000000.0,4105.0,41.0,Inclusión social y reconciliación,Centro de memoria histórica,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,1856500084.8793504
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,OTROS INGRESOS,735000000.0,4106.0,41.0,Inclusión social y reconciliación,Instituto colombiano de bienestar familiar,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,1331246402.3281195
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,CONTRIBUCIONES PARAFISCALES,1161238000000.0,4106.0,41.0,Inclusión social y reconciliación,Instituto colombiano de bienestar familiar,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,2103257020063.5383
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,RECURSOS DE CAPITAL,152422400000.0,1913.0,19.0,Salud y protección social,Fondo de previsión social del congreso ,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,276070437597.5749
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,"TASAS, MULTAS Y CONTRIBUCIONES",111657022517.0,3502.0,35.0,"Comercio, industria y turismo",Superintendencia de sociedades,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,202235387102.6205
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,OTROS INGRESOS,239258709000.0,2412.0,24.0,Transporte,Unidad administrativa especial de la aeronáutica civil,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,433350062016.2183
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,VENTA DE BIENES Y SERVICIOS,662600000.0,3307.0,33.0,"Ministerio de las culturas, las artes y los saberes",Instituto caro y cuervo,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,1200114103.6498122
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,VENTA DE BIENES Y SERVICIOS,1200000000.0,3305.0,33.0,"Ministerio de las culturas, las artes y los saberes",Instituto colombiano de antropología e historia,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,2173463514.005093
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,VENTA DE BIENES Y SERVICIOS,59852634000.0,2413.0,24.0,Transporte,Agencia nacional de infraestructura,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,108406263513.41724
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,OTROS INGRESOS,105408000000.0,2413.0,24.0,Transporte,Agencia nacional de infraestructura,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,190917035070.20737
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,RECURSOS DE CAPITAL,164018000000.0,2413.0,24.0,Transporte,Agencia nacional de infraestructura,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,297072615533.4061
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,VENTA DE BIENES Y SERVICIOS,440000000.0,2602.0,26.0,Organismos de control,Fondo de bienestar social de la contraloría general de la república,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,796936621.8018675
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,OTROS INGRESOS,553000000.0,2602.0,26.0,Organismos de control,Fondo de bienestar social de la contraloría general de la república,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,1001604436.0373472
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,RECURSOS DE CAPITAL,32253000000.0,2602.0,26.0,Organismos de control,Fondo de bienestar social de la contraloría general de la república,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,58417265597.67189
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,VENTA DE BIENES Y SERVICIOS,51759600000.0,2802.0,28.0,Registraduría,Fondo rotatorio de la registraduría,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,93748001749.58168
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,OTROS INGRESOS,275400000.0,2802.0,28.0,Registraduría,Fondo rotatorio de la registraduría,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,498809876.4641689
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,RECURSOS DE CAPITAL,27000000000.0,2802.0,28.0,Registraduría,Fondo rotatorio de la registraduría,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,48902929065.11459
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,RECURSOS DE CAPITAL,7131000000.0,2803.0,28.0,Registraduría,Fondo social de vivienda de la registraduría nacional del estado civil,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,12915806931.975266
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,VENTA DE BIENES Y SERVICIOS,421943000.0,2902.0,29.0,Fiscalía,Instituto nacional de medicina legal y ciencias forenses,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,764231429.5748758
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,APORTES DE OTRAS ENTIDADES,5321500000.0,2902.0,29.0,Fiscalía,Instituto nacional de medicina legal y ciencias forenses,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,9638405074.815086
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,OTROS INGRESOS,14700000.0,2902.0,29.0,Fiscalía,Instituto nacional de medicina legal y ciencias forenses,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,26624928.04656239
INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,RECURSOS DE CAPITAL,286700000.0,2902.0,29.0,Fiscalía,Instituto nacional de medicina legal y ciencias forenses,2014,INGRESOS DE LOS ESTABLECIMIENTOS PÚBLICOS,55.21141681319193,519276657.8877168
