Año,Sector,Código de sector,Entidad,Código de entidad,Tipo de gasto,Apropiación a precios corrientes,Apropiación a precios constantes (2026)
2019,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del quindío (crq),3209,Funcionamiento,4748752587.0,7189007529.10578
2019,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de los valles del sinú y san jorge (cvs),3208,Funcionamiento,2855403000.0,4322717027.16763
2019,Ambiente y desarrollo sostenible,32,Fondo nacional ambiental,3204,Inversión,164762000000.0,249428715606.9364
2019,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de la guajira (corpoguajira),3218,Funcionamiento,3429762000.0,5192223513.294798
2019,Ambiente y desarrollo sostenible,32,Corporación autónoma regional para el desarrollo sostenible del choco (codechoco),3212,Funcionamiento,1899475296.0,2875564046.3722544
2019,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de la guajira (corpoguajira),3218,Inversión,2795865278.0,4232584487.330635
2019,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de sucre (carsucre),3230,Inversión,2413148075.0,3653199311.228323
2019,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del cesar (corpocesar),3219,Inversión,5550510258.0,8402766685.376879
2019,Ambiente y desarrollo sostenible,32,Fondo nacional ambiental,3204,Funcionamiento,29789287000.0,45097192284.9711
2019,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de sucre (carsucre),3230,Funcionamiento,2328454000.0,3524983252.023122
2019,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de la orinoquia (corporinoquia),3229,Funcionamiento,1932633000.0,2925760593.6416183
2019,Ambiente y desarrollo sostenible,32,Corporación  para el desarrollo sostenible de la mojana y el san jorge (corpomojana),3228,Inversión,4614107374.0,6985171799.1364155
2019,Ambiente y desarrollo sostenible,32,Corporación  para el desarrollo sostenible de la mojana y el san jorge (corpomojana),3228,Funcionamiento,2108500000.0,3192000867.052023
2019,Ambiente y desarrollo sostenible,32,Corporación para el desarrollo sostenible del área de manejo especial la macarena (cormacarena),3227,Inversión,1867421180.0,2827038190.99422
2019,Ambiente y desarrollo sostenible,32,Corporación para el desarrollo sostenible del área de manejo especial la macarena (cormacarena),3227,Funcionamiento,2325504000.0,3520517327.1676297
2019,Ambiente y desarrollo sostenible,32,"Corporación para el desarrollo sostenible del archipiélago de san andres, providencia y santa catalina (coralina)",3226,Inversión,2298988779.0,3480376654.451445
2019,Ambiente y desarrollo sostenible,32,"Corporación para el desarrollo sostenible del archipiélago de san andres, providencia y santa catalina (coralina)",3226,Funcionamiento,2149515072.0,3254092470.27052
2019,Ambiente y desarrollo sostenible,32,Corporación  para el desarrollo sostenible del norte y oriente de la amazonia (cda),3224,Inversión,5300255952.0,8023913490.339884
2019,Ambiente y desarrollo sostenible,32,Corporación  para el desarrollo sostenible del norte y oriente de la amazonia (cda),3224,Funcionamiento,2176522841.0,3294978798.0225434
2019,Ambiente y desarrollo sostenible,32,Corporación para el desarrollo sostenible del sur de la amazonia (corpoamazonia),3223,Inversión,3041027273.0,4603728571.090752
2019,Ambiente y desarrollo sostenible,32,Corporación para el desarrollo sostenible del sur de la amazonia (corpoamazonia),3223,Funcionamiento,2118547000.0,3207210747.398844
2019,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del magdalena (corpamag),3222,Funcionamiento,4345500000.0,6578534393.063583
2019,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del cauca (crc),3221,Funcionamiento,5338807000.0,8082274874.566474
2019,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del cesar (corpocesar),3219,Funcionamiento,2698855000.0,4085723263.00578
2019,Ambiente y desarrollo sostenible,32,"Instituto de hidrología, meteorología y estudios ambientales- ideam",3202,Inversión,28173935775.0,42651755950.70809
2019,Transporte,24,Instituto nacional de vías,2402,Inversión,3491773460410.0,5286100978505.081
2019,Ambiente y desarrollo sostenible,32,Ministerio de ambiente y desarrollo sostenible,3201,Inversión,145915861183.0,220898058056.8075
2019,Organismos de control,25,Procuraduría general de la nación,2501,Inversión,54509400000.0,82520299768.78612
2019,Organismos de control,25,Procuraduría general de la nación,2501,Funcionamiento,650906484794.0,985389643743.0554
2019,Transporte,24,Superintendencia de puertos y transporte,2417,Inversión,19500000000.0,29520520231.21387
2019,Transporte,24,Superintendencia de puertos y transporte,2417,Funcionamiento,29666877742.0,44911880234.85433
2019,Transporte,24,Agencia nacional de seguridad vial,2416,Inversión,143936000000.0,217900800000.0
2019,Transporte,24,Agencia nacional de seguridad vial,2416,Funcionamiento,18667920121.0,28260857108.034103
2019,Transporte,24,Comisión de regulación de infraestructura y transporte,2415,Funcionamiento,2360992501.0,3574242404.6930633
2019,Transporte,24,Unidad de planeación del sector de infraestructura de transporte,2414,Funcionamiento,2360992501.0,3574242404.6930633
2019,Transporte,24,Agencia nacional de infraestructura,2413,Inversión,2418788028507.0,3661737483618.4
2019,Transporte,24,Agencia nacional de infraestructura,2413,Deuda,608283882399.0,920864443932.3588
2019,Transporte,24,Agencia nacional de infraestructura,2413,Funcionamiento,74780665239.0,113208417491.8734
2019,Transporte,24,Unidad administrativa especial de la aeronáutica civil,2412,Inversión,900715000000.0,1363567968208.0923
2019,Transporte,24,Unidad administrativa especial de la aeronáutica civil,2412,Deuda,1316000000.0,1992256647.398844
2019,Transporte,24,Unidad administrativa especial de la aeronáutica civil,2412,Funcionamiento,608458790543.0,921129232619.7208
2019,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del alto magdalena (cam),3231,Funcionamiento,2185304000.0,3308272356.069364
2019,Organismos de control,25,Defensoría del pueblo,2502,Funcionamiento,485375030616.0,734796072360.2913
2019,Ambiente y desarrollo sostenible,32,"Instituto de hidrología, meteorología y estudios ambientales- ideam",3202,Funcionamiento,45070267785.0,68230653947.34971
2019,Organismos de control,25,Defensoría del pueblo,2502,Inversión,46839491316.0,70909033385.32024
2019,Organismos de control,25,Contraloría general de la república,2601,Inversión,99024677735.0,149910769357.2052
2019,Ambiente y desarrollo sostenible,32,Ministerio de ambiente y desarrollo sostenible,3201,Funcionamiento,172035095232.0,260439256885.90057
2019,Fiscalía,29,Fondo especial para la administración de bienes de la fiscalía general de la nación,2904,Inversión,48455000000.0,73354708092.48555
2019,Fiscalía,29,Fondo especial para la administración de bienes de la fiscalía general de la nación,2904,Funcionamiento,11046778749.0,16723418233.312716
2019,Fiscalía,29,Instituto nacional de medicina legal y ciencias forenses,2902,Inversión,41081625998.0,62192357507.95491
2019,Fiscalía,29,Instituto nacional de medicina legal y ciencias forenses,2902,Funcionamiento,192468826789.0,291373327953.9832
2019,Fiscalía,29,Fiscalía general de la nación,2901,Inversión,81983925000.0,124113236748.55492
2019,Fiscalía,29,Fiscalía general de la nación,2901,Funcionamiento,3498595433168.0,5296428577726.585
2019,Registraduría,28,Fondo social de vivienda de la registraduría nacional del estado civil,2803,Funcionamiento,12897498000.0,19525171827.745663
2019,Registraduría,28,Fondo rotatorio de la registraduría,2802,Inversión,49833491261.0,75441568562.17284
2019,Registraduría,28,Fondo rotatorio de la registraduría,2802,Funcionamiento,34523715330.0,52264514710.56069
2019,Registraduría,28,Registraduría nacional del estado civil,2801,Inversión,83518196471.0,126435928645.98209
2019,Registraduría,28,Registraduría nacional del estado civil,2801,Funcionamiento,1103777416499.0,1670978643821.3184
2019,Rama judicial,27,Rama judicial,2701,Inversión,383834000000.0,581075864739.8844
2019,Rama judicial,27,Rama judicial,2701,Funcionamiento,3975862609424.0,6018950389642.46
2019,Organismos de control,25,Fondo de bienestar social de la contraloría general de la república,2602,Funcionamiento,60586000000.0,91719499421.96532
2019,Organismos de control,25,Contraloría general de la república,2601,Funcionamiento,487582000000.0,738137143352.6011
2019,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del centro de antioquia (corantioquia),3232,Funcionamiento,2334470502.0,3534091470.9468207
2019,"Sistema integral de verdad, justicia, reparación y no repetición",44,Unidad de búsqueda de personas dadas por desaparecidas en el contexto y en razón del conflicto armado (ubpd),4403,Inversión,48328748000.0,73163578619.65318
2019,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de santander (cas),3234,Funcionamiento,2079592305.0,3148238292.9450865
2019,"Vivienda, ciudad y territorio",40,"Ministerio de vivienda, ciudad y territorio",4001,Inversión,488457337420.0,739462292891.8959
2019,"Vivienda, ciudad y territorio",40,"Ministerio de vivienda, ciudad y territorio",4001,Funcionamiento,2191257246928.0,3317284814858.053
2019,"Ciencia, tecnología e innovación",39,"Ministerio de ciencia, tecnología e innovación",3901,Inversión,333500095320.0,504876733897.7341
2019,"Ciencia, tecnología e innovación",39,"Ministerio de ciencia, tecnología e innovación",3901,Funcionamiento,23180888556.0,35092917415.123695
2019,Empleo público,5,Comisión nacional del servicio civil,3801,Inversión,102441313778.0,155083121840.79883
2019,Empleo público,5,Comisión nacional del servicio civil,3801,Funcionamiento,18482000000.0,27979397687.86127
2019,Interior,37,Dirección nacional de bomberos,3709,Inversión,40000000000.0,60554913294.79768
2019,Interior,37,Dirección nacional de bomberos,3709,Funcionamiento,4883000000.0,7392241040.462427
2019,Interior,37,Unidad nacional de protección - unp,3708,Inversión,1489241558.0,2254522335.4924855
2019,Interior,37,Unidad nacional de protección - unp,3708,Funcionamiento,687258000000.0,1040421215028.9016
2019,Interior,37,Corporación nacional para la reconstrucción de la cuenca del rio páez y zonas aledañas nasa ki we,3704,Inversión,10974867481.0,16614553718.346245
2019,Interior,37,Corporación nacional para la reconstrucción de la cuenca del rio páez y zonas aledañas nasa ki we,3704,Funcionamiento,3010996000.0,4558265042.774567
2019,Interior,37,Dirección nacional del derecho de autor,3703,Inversión,1280000000.0,1937757225.433526
2019,Interior,37,Dirección nacional del derecho de autor,3703,Funcionamiento,3732200397.0,5650076785.978613
2019,Interior,37,Ministerio del interior,3701,Inversión,98609112875.0,149281657005.56357
2019,"Vivienda, ciudad y territorio",40,Fondo nacional de vivienda - fonvivienda,4002,Funcionamiento,2163000000.0,3274506936.416185
2019,Interior,37,Ministerio del interior,3701,Funcionamiento,407616024172.0,617078825032.6405
2019,"Vivienda, ciudad y territorio",40,Fondo nacional de vivienda - fonvivienda,4002,Inversión,1662636797955.0,2517020678522.627
2019,Inclusión social y reconciliación,41,Departamento administrativo para la prosperidad social,4101,Inversión,3017486426431.0,4568090723018.953
2019,Transporte,24,Instituto nacional de vías,2402,Deuda,9426722619.0,14270859271.19133
2019,"Sistema integral de verdad, justicia, reparación y no repetición",44,Unidad de búsqueda de personas dadas por desaparecidas en el contexto y en razón del conflicto armado (ubpd),4403,Funcionamiento,33332400000.0,50461014797.68786
2019,"Sistema integral de verdad, justicia, reparación y no repetición",44,"Comisión para el esclarecimiento de la verdad, la  convivencia y la no repetición en liquidación",4402,Inversión,32120000000.0,48625595375.72254
2019,"Sistema integral de verdad, justicia, reparación y no repetición",44,"Comisión para el esclarecimiento de la verdad, la  convivencia y la no repetición en liquidación",4402,Funcionamiento,49360700000.0,74725822716.763
2019,"Sistema integral de verdad, justicia, reparación y no repetición",44,Jurisdicción especial para la paz,4401,Inversión,90358204914.0,136790831601.0208
2019,"Sistema integral de verdad, justicia, reparación y no repetición",44,Jurisdicción especial para la paz,4401,Funcionamiento,202107623109.0,305965239839.5786
2019,Deporte y recreación,43,Ministerio del deporte,4301,Inversión,532000000000.0,805380346820.8092
2019,Deporte y recreación,43,Ministerio del deporte,4301,Funcionamiento,37055371065.0,56097119548.69075
2019,Inteligencia,42,Departamento administrativo dirección nacional de inteligencia,4201,Inversión,7240789965.0,10961635212.910404
2019,Inteligencia,42,Departamento administrativo dirección nacional de inteligencia,4201,Funcionamiento,89259000000.0,135126775144.50868
2019,Igualdad y equidad,46,Instituto colombiano de bienestar familiar,4602,Inversión,5996240400579.0,9077545438795.607
2019,Igualdad y equidad,46,Instituto colombiano de bienestar familiar,4602,Funcionamiento,613254180468.0,928388843147.7988
2019,Inclusión social y reconciliación,41,Centro de memoria histórica,4105,Inversión,62294335312.0,94305701839.38034
2019,Inclusión social y reconciliación,41,Centro de memoria histórica,4105,Funcionamiento,12580080989.0,19044642838.260693
2019,Inclusión social y reconciliación,41,Unidad de atención y reparación integral a las víctimas,4104,Funcionamiento,718587543826.0,1087850160277.6266
2019,Inclusión social y reconciliación,41,Departamento administrativo para la prosperidad social,4101,Funcionamiento,157459057050.0,238372988678.5838
2019,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del atlántico (cra),3233,Funcionamiento,1828800000.0,2768570635.83815
2019,Trabajo,36,Unidad administrativa especial del servicio público de empleo,3613,Inversión,13599280589.0,20587581423.463005
2019,Trabajo,36,Unidad administrativa especial de organizaciones solidarias,3612,Inversión,11834800886.0,17916383537.82312
2019,Cultura,33,Instituto colombiano de antropología e historia,3305,Inversión,16277800000.0,24642519190.75145
2019,Cultura,33,Instituto colombiano de antropología e historia,3305,Funcionamiento,6757100000.0,10229390115.606936
2019,Cultura,33,Archivo general de la nación,3304,Inversión,10922356934.0,16535059427.830055
2019,Cultura,33,Archivo general de la nación,3304,Funcionamiento,11750507644.0,17788774288.806934
2019,Cultura,33,"Ministerio de las culturas, las artes y los saberes ancestrales",3301,Inversión,145747573583.0,220643292031.14276
2019,Cultura,33,"Ministerio de las culturas, las artes y los saberes ancestrales",3301,Funcionamiento,209457180475.0,317091535065.9104
2019,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del sur de bolívar (csb),3239,Inversión,4656376504.0,7049161886.691329
2019,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del sur de bolívar (csb),3239,Funcionamiento,2483848000.0,3760230006.936416
2019,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del canal del dique (cardique),3238,Funcionamiento,2323200000.0,3517029364.1618495
2019,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del guavio (corpoguavio),3237,Inversión,6447241901.0,9760304357.64104
2019,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del guavio (corpoguavio),3237,Funcionamiento,735360939.0,1113242947.5381503
2019,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de chivor (corpochivor),3236,Inversión,2134407461.0,3231221468.415607
2019,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de chivor (corpochivor),3236,Funcionamiento,2061518000.0,3120876093.6416183
2019,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de boyacá (corpoboyacá),3235,Inversión,1000000000.0,1513872832.3699422
2019,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de boyacá (corpoboyacá),3235,Funcionamiento,2106368186.0,3188773571.753757
2019,Cultura,33,Instituto caro y cuervo,3307,Funcionamiento,7347600000.0,11123332023.121387
2019,Trabajo,36,Unidad administrativa especial del servicio público de empleo,3613,Funcionamiento,10551708176.0,15973944342.742195
2019,Cultura,33,Instituto caro y cuervo,3307,Inversión,5586577956.0,8457368593.505202
2019,Organismos de control,25,Auditoría general de la republica,3401,Inversión,6479739246.0,9809501205.360691
2019,Trabajo,36,Unidad administrativa especial de organizaciones solidarias,3612,Funcionamiento,6693506000.0,10133116886.705202
2019,Trabajo,36,Servicio nacional de aprendizaje (sena),3602,Inversión,3502293116858.0,5302026400607.573
2019,Trabajo,36,Servicio nacional de aprendizaje (sena),3602,Funcionamiento,88206781199.0,133533849687.9659
2019,Trabajo,36,Ministerio del trabajo,3601,Inversión,1651155649528.0,2499639679834.585
2019,Trabajo,36,Ministerio del trabajo,3601,Funcionamiento,23318794236905.0,35301689078875.26
2019,"Comercio, industria y turismo",35,Instituto nacional de metrología - inm,3505,Inversión,14075698982.0,21308818285.467052
2019,"Comercio, industria y turismo",35,Instituto nacional de metrología - inm,3505,Funcionamiento,12423156000.0,18807078360.69364
2019,"Comercio, industria y turismo",35,Unidad administrativa especial junta central contadores,3504,Inversión,5720819000.0,8660592463.00578
2019,"Comercio, industria y turismo",35,Unidad administrativa especial junta central contadores,3504,Funcionamiento,6060755483.0,9175213069.350866
2019,"Comercio, industria y turismo",35,Superintendencia de industria y comercio,3503,Inversión,161536218750.0,244545293009.39307
2019,"Comercio, industria y turismo",35,Superintendencia de industria y comercio,3503,Funcionamiento,78755679868.0,119226084146.9896
2019,"Comercio, industria y turismo",35,Superintendencia de sociedades,3502,Inversión,12366180000.0,18720823942.19653
2019,"Comercio, industria y turismo",35,Superintendencia de sociedades,3502,Funcionamiento,124802297249.0,188934807222.61908
2019,"Comercio, industria y turismo",35,"Ministerio de comercio, industria y turismo",3501,Inversión,194761038993.0,294843445735.6456
2019,"Comercio, industria y turismo",35,"Ministerio de comercio, industria y turismo",3501,Funcionamiento,371630739081.0,562601679568.2885
2019,Organismos de control,25,Auditoría general de la republica,3401,Funcionamiento,28968000000.0,43853868208.09248
2019,Transporte,24,Instituto nacional de vías,2402,Funcionamiento,243444513937.0,368544035838.7301
2019,Inclusión social y reconciliación,41,Unidad de atención y reparación integral a las víctimas,4104,Inversión,1185442329159.0,1794608936455.1565
2019,Transporte,24,Ministerio de transporte,2401,Deuda,3420000000.0,5177445086.705202
2019,Hacienda,13,Unidad de información y análisis financiero,1312,Funcionamiento,9508000000.0,14393902890.17341
2019,Hacienda,13,Unidad administrativa especial dirección de impuestos y aduanas nacionales,1310,Inversión,203779062008.0,308495585779.741
2019,Hacienda,13,Unidad administrativa especial dirección de impuestos y aduanas nacionales,1310,Funcionamiento,1358206000000.0,2056151164161.8496
2019,Hacienda,13,Superintendencia de la economía solidaria,1309,Inversión,18484000000.0,27982425433.526012
2019,Hacienda,13,Superintendencia de la economía solidaria,1309,Funcionamiento,16080000000.0,24343075144.50867
2019,Hacienda,13,Unidad administrativa especial contaduría general de la nación,1308,Inversión,9316000000.0,14103239306.35838
2019,Hacienda,13,Unidad de información y análisis financiero,1312,Inversión,1213072000.0,1836436744.5086703
2019,Hacienda,13,Unidad administrativa especial contaduría general de la nación,1308,Funcionamiento,13285000000.0,20111800578.034683
2019,Hacienda,13,Ministerio de hacienda y crédito público,1301,Funcionamiento,10114058296289.0,15311398079757.74
2019,Justicia y del derecho,12,Unidad de servicios penitenciarios y carcelarios - uspec,1211,Inversión,317131500000.0,480096762138.72833
2019,Justicia y del derecho,12,Unidad de servicios penitenciarios y carcelarios - uspec,1211,Funcionamiento,718201219962.0,1087265315075.4208
2019,Justicia y del derecho,12,Unidad administrativa especial agencia nacional de defensa jurídica del estado,1210,Inversión,5697664909.0,8625540113.68266
2019,Justicia y del derecho,12,Unidad administrativa especial agencia nacional de defensa jurídica del estado,1210,Funcionamiento,48881590604.0,74000512018.42543
2019,Justicia y del derecho,12,Instituto nacional penitenciario y carcelario - inpec,1208,Inversión,2697052230.0,4082994098.4797688
2019,Hacienda,13,Ministerio de hacienda y crédito público,1301,Inversión,2461897519278.0,3726999770513.92
2019,Hacienda,13,Superintendencia financiera de colombia,1313,Funcionamiento,203914000000.0,308699864739.8844
2019,Hacienda,13,Superintendencia financiera de colombia,1313,Inversión,19436000000.0,29423632369.942196
2019,Hacienda,13,Unidad administrativa especial de gestión  pensional y contribuciones parafiscales de la protección social (ugppp),1314,Funcionamiento,185099232294.0,280216699062.4196
2019,Defensa y policía,15,Caja de sueldos de retiro de la policía nacional,1511,Inversión,13979650000.0,21163412341.040462
2019,Defensa y policía,15,Caja de sueldos de retiro de la policía nacional,1511,Funcionamiento,3153607504878.0,4774160725592.764
2019,Defensa y policía,15,Club militar de oficiales,1510,Funcionamiento,51638612655.0,78174292799.67918
2019,Defensa y policía,15,"Defensa civil colombiana, guillermo león valencia",1508,Inversión,3380000000.0,5116890173.410404
2019,Defensa y policía,15,"Defensa civil colombiana, guillermo león valencia",1508,Funcionamiento,33494000000.0,50705656647.39884
2019,Defensa y policía,15,Instituto casas fiscales del ejército,1507,Inversión,14075000000.0,21307760115.606937
2019,Defensa y policía,15,Instituto casas fiscales del ejército,1507,Funcionamiento,20649000000.0,31259960115.606937
2019,Defensa y policía,15,Caja de retiro de las fuerzas militares,1503,Inversión,6651641000.0,10069738600.578032
2019,Defensa y policía,15,Caja de retiro de las fuerzas militares,1503,Funcionamiento,3306603127022.0,5005776641428.103
2019,Defensa y policía,15,Ministerio de defensa nacional,1501,Inversión,1052984506979.0,1594084638021.9658
2019,Defensa y policía,15,Ministerio de defensa nacional,1501,Funcionamiento,13760345300715.0,20831412914781.84
2019,Servicio de la deuda pública nacional,14,Servicio de la deuda pública nacional,1401,Deuda,51312268915419.0,77680249878313.5
2019,Hacienda,13,Fondo adaptación,1315,Inversión,1290000000000.0,1952895953757.225
2019,Hacienda,13,Fondo adaptación,1315,Funcionamiento,27674478118.0,41895640572.85664
2019,Hacienda,13,Unidad administrativa especial de gestión  pensional y contribuciones parafiscales de la protección social (ugppp),1314,Inversión,6634041074.0,10043094550.754911
2019,Justicia y del derecho,12,Instituto nacional penitenciario y carcelario - inpec,1208,Funcionamiento,1149857630574.0,1740738228019.252
2019,Justicia y del derecho,12,Superintendencia de notariado y registro,1204,Inversión,73085000000.0,110641395953.75722
2019,Justicia y del derecho,12,Superintendencia de notariado y registro,1204,Funcionamiento,283871350756.0,429745125797.66705
2019,Justicia y del derecho,12,Ministerio de justicia y del derecho,1201,Inversión,29756526113.0,45047596468.17745
2019,Planeación,3,Unidad administrativa especial  - agencia nacional de contratación pública - colombia compra eficiente,303,Funcionamiento,9280000000.0,14048739884.393064
2019,Transporte,24,Ministerio de transporte,2401,Inversión,112308002961.0,170020034540.38092
2019,Planeación,3,Departamento administrativo nacional de planeación,301,Inversión,290197833546.0,439322616217.90405
2019,Planeación,3,Departamento administrativo nacional de planeación,301,Funcionamiento,70064637000.0,106068950464.16183
2019,Presidencia de la república,2,Agencia nacional inmobiliaria virgilio barco vargas,213,Inversión,5945000000.0,8999973988.439306
2019,Presidencia de la república,2,Agencia nacional inmobiliaria virgilio barco vargas,213,Funcionamiento,4968392555.0,7521514509.563583
2019,Presidencia de la república,2,Agencia para la reincorporación y la normalización - arn,212,Inversión,1324509697.0,2005139246.498844
2019,Presidencia de la república,2,Agencia para la reincorporación y la normalización - arn,212,Funcionamiento,138267249585.0,209319032753.24567
2019,Presidencia de la república,2,Unidad nacional para la gestión del riesgo de desastres,211,Inversión,70896432618.0,107328183252.3364
2019,Presidencia de la república,2,Unidad nacional para la gestión del riesgo de desastres,211,Funcionamiento,56324000000.0,85267373410.40462
2019,Presidencia de la república,2,"Agencia presidencial de cooperación internacional de colombia, apc - colombia",209,Inversión,95759095538.0,144967093187.29596
2019,Presidencia de la república,2,"Agencia presidencial de cooperación internacional de colombia, apc - colombia",209,Funcionamiento,28415000000.0,43016696531.79191
2019,Presidencia de la república,2,Presidencia de la república,201,Inversión,38448647214.0,58206362458.65086
2019,Presidencia de la república,2,Presidencia de la república,201,Funcionamiento,168625000000.0,255276806358.3815
2019,Congreso de la república,1,Congreso de la república,101,Funcionamiento,516247000000.0,781532308092.4855
2019,Planeación,3,Unidad administrativa especial  - agencia nacional de contratación pública - colombia compra eficiente,303,Inversión,14000000000.0,21194219653.17919
2019,Defensa y policía,15,Fondo rotatorio de la policía,1512,Funcionamiento,338642427839.0,512661571393.2607
2019,Planeación,3,Superintendencia de servicios públicos domiciliarios,324,Funcionamiento,118935174232.0,180052729083.0104
2019,Información estadística,4,Departamento administrativo nacional de estadística (dane),401,Funcionamiento,94562000000.0,143154842774.56647
2019,Justicia y del derecho,12,Ministerio de justicia y del derecho,1201,Funcionamiento,80109537364.0,121275652229.0844
2019,Relaciones exteriores,11,Unidad administrativa especial migración colombia,1104,Inversión,40433154593.0,61210654265.35664
2019,Relaciones exteriores,11,Unidad administrativa especial migración colombia,1104,Funcionamiento,106709000000.0,161543856069.36417
2019,Relaciones exteriores,11,Fondo rotatorio del ministerio de relaciones exteriores,1102,Inversión,17092967539.0,25876579181.87341
2019,Relaciones exteriores,11,Fondo rotatorio del ministerio de relaciones exteriores,1102,Funcionamiento,440009000000.0,666117671098.2659
2019,Relaciones exteriores,11,Ministerio de relaciones exteriores,1101,Funcionamiento,404092000000.0,611743900578.0347
2019,Empleo público,5,Escuela superior de administración pública (esap),503,Inversión,313814100000.0,475074640404.62427
2019,Empleo público,5,Escuela superior de administración pública (esap),503,Funcionamiento,51652050488.0,78194635969.98381
2019,Empleo público,5,Departamento administrativo de la función pública,501,Inversión,8928508438.0,13516626357.873987
2019,Empleo público,5,Departamento administrativo de la función pública,501,Funcionamiento,19894000000.0,30116986127.16763
2019,Información estadística,4,Instituto geográfico agustín codazzi - igac,403,Inversión,91191834862.0,138052841331.54797
2019,Información estadística,4,Instituto geográfico agustín codazzi - igac,403,Funcionamiento,59570000000.0,90181404624.27744
2019,Información estadística,4,Fondo rotatorio del dane,402,Inversión,3686000000.0,5580135260.115606
2019,Información estadística,4,Fondo rotatorio del dane,402,Funcionamiento,369000000.0,558619075.1445086
2019,Información estadística,4,Departamento administrativo nacional de estadística (dane),401,Inversión,115238768066.0,174456840210.89825
2019,Planeación,3,Superintendencia de servicios públicos domiciliarios,324,Inversión,24379584312.0,36907590354.40925
2019,Defensa y policía,15,Fondo rotatorio de la policía,1512,Inversión,4500000000.0,6812427745.66474
2019,Congreso de la república,1,Congreso de la república,101,Inversión,90000000000.0,136248554913.2948
2019,Defensa y policía,15,Superintendencia de vigilancia y seguridad privada,1516,Inversión,11500000000.0,17409537572.254333
2019,Educación,22,Escuela tecnológica instituto técnico central,2234,Funcionamiento,20959533642.0,31730068559.767628
2019,Igualdad y equidad,46,Instituto nacional para ciegos (inci),4604,Inversión,2290958589.0,3468219967.9716763
2019,Igualdad y equidad,46,Instituto nacional para ciegos (inci),4604,Funcionamiento,5453053000.0,8255228790.17341
2019,Igualdad y equidad,46,Instituto nacional para sordos (insor),4603,Inversión,4032904000.0,6105303801.156069
2019,Igualdad y equidad,46,Instituto nacional para sordos (insor),4603,Funcionamiento,5092057000.0,7708726753.179191
2019,Educación,22,Ministerio de educación nacional,2201,Inversión,4194409440940.0,6349802500475.063
2019,Educación,22,Instituto nacional de formación técnica profesional de san andres y providencia,2238,Funcionamiento,3420700000.0,5178504797.687861
2019,Educación,22,Ministerio de educación nacional,2201,Funcionamiento,37194139182370.0,56307196831576.31
2019,Minas y energía,21,Agencia nacional de minería - anm,2112,Funcionamiento,98204093000.0,148668508420.2312
2019,Minas y energía,21,Agencia nacional de hidrocarburos - anh,2111,Inversión,264400817108.0,400269213876.215
2019,Minas y energía,21,Agencia nacional de hidrocarburos - anh,2111,Funcionamiento,405105574000.0,613278322720.2312
2019,Minas y energía,21,Instituto de planificación y promoción de soluciones  energéticas para las zonas no interconectadas - ipse,2110,Inversión,43524444000.0,65890473315.60693
2019,Minas y energía,21,Instituto de planificación y promoción de soluciones  energéticas para las zonas no interconectadas - ipse,2110,Funcionamiento,34835744318.0,52736886918.40578
2019,Minas y energía,21,Unidad de planeacion minero energética - upme,2109,Inversión,20469934840.0,30988878234.65896
2019,Minas y energía,21,Agencia nacional de minería - anm,2112,Inversión,30886113489.0,46757648108.491905
2019,Educación,22,Instituto nacional de formación técnica profesional de san andres y providencia,2238,Inversión,2881135334.0,4361672508.523699
2019,Educación,22,Instituto nacional de formación técnica profesional de san juan del cesar,2239,Funcionamiento,5004400000.0,7576025202.312139
2019,Educación,22,Instituto nacional de formación técnica profesional de san juan del cesar,2239,Inversión,3174336769.0,4805542195.382081
2019,Transporte,24,Ministerio de transporte,2401,Funcionamiento,73265640374.0,110914862508.38496
2019,Tecnologías de la información y las comunicaciones,23,Computadores para educar cpe,2311,Inversión,35976600020.0,54463997371.31792
2019,Tecnologías de la información y las comunicaciones,23,Computadores para educar cpe,2311,Funcionamiento,17183419480.0,26013511917.98844
2019,Tecnologías de la información y las comunicaciones,23,ANTV,2310,Inversión,277019059000.0,419371627468.78613
2019,Tecnologías de la información y las comunicaciones,23,ANTV,2310,Funcionamiento,19061650836.0,28856915340.742195
