TIPO,CTA,"SUB
CTA",OBJ,ORD,FUENTE,REC,SIT,APR. INICIAL,APR. ADICIONADA,APR. REDUCIDA,APR. VIGENTE,APR BLOQUEADA,CDP,APR. DISPONIBLE,COMPROMISO,OBLIGACION,ORDEN PAGO,PAGOS,mes,Código de entidad,Código de sector,Código de unidad,Sector,Entidad,Unidad,Tipo de gasto,Código de rubro,Nombre de rubro,mes_num,Cuenta_n,Subcuenta_n,Objeto_n,Ordinal_n,Cuenta,Subcuenta,Objeto,Ordinal,perc_ejecucion,perc_perdida,perc_compr
A,1.0,1.0,1.0,,Nación,10.0,CSF,182306000000,0,0,182306000000,0.0,53356008432.0,128949991568.0,53356008432.0,53356008432.0,53356008432.0,53356008432.0,abril,101,1,10101,Congreso de la república,Congreso de la república,Senado de la republica,Funcionamiento,A-01-01-01,SALARIO,4,1,1.0,1.0,,GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,0.0001060360664219479,0.9998939639335781,0.0001060360664219479
A,1.0,1.0,2.0,,Nación,10.0,CSF,62285000000,0,0,62285000000,0.0,23367564303.0,38917435697.0,23363148194.0,23362533430.0,23362533430.0,22305476936.0,abril,101,1,10101,Congreso de la república,Congreso de la república,Senado de la republica,Funcionamiento,A-01-01-02,CONTRIBUCIONES INHERENTES A LA NÓMINA,4,1,1.0,2.0,,GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,4.642909429264441e-05,0.9999535696839676,4.643031603239319e-05
A,1.0,1.0,3.0,,Nación,10.0,CSF,12775000000,0,0,12775000000,0.0,1408607331.0,11366392669.0,1408607331.0,1408607331.0,1408607331.0,1408607331.0,abril,101,1,10101,Congreso de la república,Congreso de la república,Senado de la republica,Funcionamiento,A-01-01-03,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,4,1,1.0,3.0,,GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,2.7993694600059123e-06,0.99999720063054,2.7993694600059123e-06
A,2.0,,,,Nación,10.0,CSF,57553000000,0,0,57553000000,0.0,54500655174.79,3052344825.21,51196431356.09,18346030796.86,18271640796.86,16952863413.66,abril,101,1,10101,Congreso de la república,Congreso de la república,Senado de la republica,Funcionamiento,A-02,ADQUISICIÓN DE BIENES  Y SERVICIOS,4,2,,,,ADQUISICIÓN DE BIENES  Y SERVICIOS,,,,3.6459641515991666e-05,0.999898255728729,0.00010174427127096033
A,3.0,2.0,2.0,,Nación,10.0,CSF,524000000,0,0,524000000,0.0,497382000.0,26618000.0,497382000.0,497382000.0,497382000.0,497382000.0,abril,101,1,10101,Congreso de la república,Congreso de la república,Senado de la republica,Funcionamiento,A-03-02-02,A ORGANIZACIONES INTERNACIONALES,4,3,2.0,2.0,,TRANSFERENCIAS CORRIENTES,A GOBIERNOS Y ORGANIZACIONES INTERNACIONALES,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",,9.884628243189661e-07,0.9999990115371756,9.884628243189661e-07
A,3.0,3.0,1.0,999,Nación,10.0,CSF,53763000000,0,0,53763000000,53763000000.0,0.0,0.0,0.0,0.0,0.0,0.0,abril,101,1,10101,Congreso de la república,Congreso de la república,Senado de la republica,Funcionamiento,A-03-03-01-999,OTRAS TRANSFERENCIAS - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,4,3,3.0,1.0,999.0,TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A HOGARES DIFERENTES DE PRESTACIONES SOCIALES,OTRAS TRANSFERENCIAS - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,0.0,1.0,0.0
A,3.0,3.0,4.0,073,Nación,10.0,CSF,10000000000,0,0,10000000000,0.0,2006400013.0,7993599987.0,1659200012.0,298333332.0,298333332.0,203333332.0,abril,101,1,10101,Congreso de la república,Congreso de la república,Senado de la republica,Funcionamiento,A-03-03-04-073,"OPERACIÓN Y FUNCIONAMIENTO DEL CENTRO DE ALTOS ESTUDIOS LEGISLATIVOS JORGE AURELIO IRAGORRI HORMAZA (CAEL), CREADO POR EL ARTÍCULO 6° DE LA LEY 2165 DE 2021",4,3,3.0,4.0,73.0,TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A OTRAS ENTIDADES DEL GOBIERNO GENERAL,"OPERACIÓN Y FUNCIONAMIENTO DEL CENTRO DE ALTOS ESTUDIOS LEGISLATIVOS JORGE AURELIO IRAGORRI HORMAZA (CAEL), CREADO POR EL ARTÍCULO 6° DE LA LEY 2165 DE 2021",5.928871731128343e-07,0.9999967026198576,3.297380142368607e-06
A,3.0,4.0,2.0,012,Nación,10.0,CSF,628000000,0,0,628000000,0.0,106316959.0,521683041.0,106316959.0,87205434.0,87205434.0,87205434.0,abril,101,1,10101,Congreso de la república,Congreso de la república,Senado de la republica,Funcionamiento,A-03-04-02-012,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),4,3,4.0,2.0,12.0,TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA","FORTALECIMIENTO A LOS PROCESOS ORGANIZATIVOS Y DE CONCERTACIÓN DE LAS COMUNIDADES NEGRAS, AFROCOLOMBIANAS, RAIZALES Y PALENQUERAS",1.7330608986171834e-07,0.999999788712978,2.1128702197937142e-07
A,8.0,1.0,,,Nación,10.0,CSF,445000000,0,0,445000000,0.0,352540800.0,92459200.0,352540800.0,346813900.0,346813900.0,346813900.0,abril,101,1,10101,Congreso de la república,Congreso de la república,Senado de la republica,Funcionamiento,A-08-01,IMPUESTOS,4,8,1.0,,,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS ,,,6.89234124087875e-07,0.9999992993846282,7.006153717980702e-07
A,8.0,4.0,1.0,,Nación,11.0,SSF,980000000,0,0,980000000,0.0,0.0,980000000.0,0.0,0.0,0.0,0.0,abril,101,1,10101,Congreso de la república,Congreso de la república,Senado de la republica,Funcionamiento,A-08-04-01,CUOTA DE FISCALIZACIÓN Y AUDITAJE,4,8,4.0,1.0,,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,0.0,1.0,0.0
B,10.0,1.0,3.0,,Nación,11.0,SSF,1106000000,0,0,1106000000,0.0,0.0,1106000000.0,0.0,0.0,0.0,0.0,abril,101,1,10101,Congreso de la república,Congreso de la república,Senado de la republica,Deuda,B-10-01-03,OTRAS CUENTAS POR PAGAR,4,10,1.0,3.0,,SERVICIO DE LA DEUDA PÚBLICA INTERNA,PRINCIPAL,OTRAS CUENTAS POR PAGAR ,,0.0,1.0,0.0
C,101.0,1000.0,4.0,53105C,Nación,11.0,CSF,2000000000,0,0,2000000000,0.0,321103205.0,1678896795.0,321103205.0,0.0,0.0,0.0,abril,101,1,10101,Congreso de la república,Congreso de la república,Senado de la republica,Inversión,C-0101-1000-4-53105C,"5. CONVERGENCIA REGIONAL / C. CALIDAD, EFECTIVIDAD, TRANSPARENCIA Y COHERENCIA DE LAS NORMAS",4,101,1000.0,4.0,,101,,,,0.0,0.9999993618615453,6.381384547735381e-07
C,199.0,1000.0,11.0,53105B,Nación,10.0,CSF,5602729796,0,0,5602729796,0.0,1584994733.0,4017735063.0,1576744733.0,121941333.0,121941333.0,121941333.0,abril,101,1,10101,Congreso de la república,Congreso de la república,Senado de la republica,Inversión,C-0199-1000-11-53105B,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,4,199,1000.0,11.0,,199,,,,2.423378297131773e-07,0.9999968664858158,3.133514184291418e-06
C,199.0,1000.0,11.0,53105B,Nación,11.0,CSF,39397270204,0,0,39397270204,0.0,21378861520.0,18018408684.0,21378861520.0,0.0,0.0,0.0,abril,101,1,10101,Congreso de la república,Congreso de la república,Senado de la republica,Inversión,C-0199-1000-11-53105B,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,4,199,1000.0,11.0,,199,,,,0.0,0.9999575131190136,4.248688098641138e-05
C,199.0,1000.0,12.0,53105B,Nación,10.0,CSF,23263117183,0,0,23263117183,0.0,3879403807.0,19383713376.0,1397390219.44,103568000.0,97188000.0,86980000.0,abril,101,1,10101,Congreso de la república,Congreso de la república,Senado de la republica,Inversión,C-0199-1000-12-53105B,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,4,199,1000.0,12.0,,199,,,,2.058239296739059e-07,0.999997222922657,2.7770773429343284e-06
C,199.0,1000.0,12.0,53105B,Nación,11.0,CSF,2736882817,0,0,2736882817,0.0,0.0,2736882817.0,0.0,0.0,0.0,0.0,abril,101,1,10101,Congreso de la república,Congreso de la república,Senado de la republica,Inversión,C-0199-1000-12-53105B,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,4,199,1000.0,12.0,,199,,,,0.0,1.0,0.0
C,199.0,1000.0,13.0,53105B,Nación,10.0,CSF,4989428901,0,0,4989428901,0.0,3068468865.0,1920960036.0,2999922197.0,497196785.0,497196785.0,497196785.0,abril,101,1,10101,Congreso de la república,Congreso de la república,Senado de la republica,Inversión,C-0199-1000-13-53105B,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,4,199,1000.0,13.0,,199,,,,9.880947407493833e-07,0.9999940381606741,5.961839325877852e-06
C,199.0,1000.0,13.0,53105B,Nación,11.0,CSF,3010571099,0,0,3010571099,0.0,0.0,3010571099.0,0.0,0.0,0.0,0.0,abril,101,1,10101,Congreso de la república,Congreso de la república,Senado de la republica,Inversión,C-0199-1000-13-53105B,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,4,199,1000.0,13.0,,199,,,,0.0,1.0,0.0
C,199.0,1000.0,14.0,53105B,Nación,10.0,CSF,1144724120,0,0,1144724120,0.0,406524667.0,738199453.0,354329067.0,94519734.0,94519734.0,94519734.0,abril,101,1,10101,Congreso de la república,Congreso de la república,Senado de la republica,Inversión,C-0199-1000-14-53105B,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,4,199,1000.0,14.0,,199,,,,1.87842027301988e-07,0.9999992958307492,7.041692508074762e-07
C,199.0,1000.0,14.0,53105B,Nación,11.0,CSF,10855275880,0,0,10855275880,0.0,5165197900.76,5690077979.24,0.0,0.0,0.0,0.0,abril,101,1,10101,Congreso de la república,Congreso de la república,Senado de la republica,Inversión,C-0199-1000-14-53105B,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,4,199,1000.0,14.0,,199,,,,0.0,1.0,0.0
C,199.0,1000.0,15.0,53105B,Nación,11.0,CSF,7000000000,0,0,7000000000,0.0,191833333.0,6808166667.0,19333333.0,0.0,0.0,0.0,abril,101,1,10101,Congreso de la república,Congreso de la república,Senado de la republica,Inversión,C-0199-1000-15-53105B,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,4,199,1000.0,15.0,,199,,,,0.0,0.9999999615782619,3.842173810206052e-08
A,1.0,1.0,1.0,,Nación,10.0,CSF,278610000000,0,3098220000,275511780000,0.0,88219633094.0,187292146906.0,88219633094.0,88217027677.08,88217027677.08,88217027677.08,abril,101,1,10102,Congreso de la república,Congreso de la república,Camara de representantes,Funcionamiento,A-01-01-01,SALARIO,4,1,1.0,1.0,,GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,0.00017531646165464551,0.9998246783605187,0.0001753216394812803
A,1.0,1.0,2.0,,Nación,10.0,CSF,99282000000,0,0,99282000000,0.0,39306286699.0,59975713301.0,39306286699.0,39306286699.0,39306286699.0,39306286699.0,abril,101,1,10102,Congreso de la república,Congreso de la república,Camara de representantes,Funcionamiento,A-01-01-02,CONTRIBUCIONES INHERENTES A LA NÓMINA,4,1,1.0,2.0,,GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,7.811461444922524e-05,0.9999218853855508,7.811461444922524e-05
A,1.0,1.0,3.0,,Nación,10.0,CSF,17871000000,0,0,17871000000,0.0,7112756504.0,10758243496.0,3570797553.0,3557350220.0,3557350220.0,3557350220.0,abril,101,1,10102,Congreso de la república,Congreso de la república,Camara de representantes,Funcionamiento,A-01-01-03,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,4,1,1.0,3.0,,GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,7.06963349207027e-06,0.999992903642202,7.096357798049855e-06
A,2.0,,,,Nación,10.0,CSF,101919000000,57298220000,117116023,159100103977,0.0,116494067464.0,42606036513.0,76564495640.42,13317922624.67,12946458783.67,11454781575.9,abril,101,1,10102,Congreso de la república,Congreso de la república,Camara de representantes,Funcionamiento,A-02,ADQUISICIÓN DE BIENES  Y SERVICIOS,4,2,,,,ADQUISICIÓN DE BIENES  Y SERVICIOS,,,,2.64671246881527e-05,0.9998478409801655,0.0001521590198344265
A,3.0,3.0,1.0,999,Nación,10.0,CSF,57900000000,0,54200000000,3700000000,3700000000.0,0.0,0.0,0.0,0.0,0.0,0.0,abril,101,1,10102,Congreso de la república,Congreso de la república,Camara de representantes,Funcionamiento,A-03-03-01-999,OTRAS TRANSFERENCIAS - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,4,3,3.0,1.0,999.0,TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A HOGARES DIFERENTES DE PRESTACIONES SOCIALES,OTRAS TRANSFERENCIAS - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,0.0,1.0,0.0
A,3.0,4.0,2.0,012,Nación,10.0,CSF,55000000,0,0,55000000,0.0,51436004.0,3563996.0,51436004.0,34325819.0,34325819.0,34325819.0,abril,101,1,10102,Congreso de la república,Congreso de la república,Camara de representantes,Funcionamiento,A-03-04-02-012,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),4,3,4.0,2.0,12.0,TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA","FORTALECIMIENTO A LOS PROCESOS ORGANIZATIVOS Y DE CONCERTACIÓN DE LAS COMUNIDADES NEGRAS, AFROCOLOMBIANAS, RAIZALES Y PALENQUERAS",6.821677502563749e-08,0.9999998977796185,1.0222038148851714e-07
A,3.0,10.0,,,Nación,10.0,CSF,0,117116023,0,117116023,0.0,115516394.0,1599629.0,115516394.0,115516394.0,115516394.0,115516394.0,abril,101,1,10102,Congreso de la república,Congreso de la república,Camara de representantes,Funcionamiento,A-03-10,SENTENCIAS Y CONCILIACIONES,4,3,10.0,,,TRANSFERENCIAS CORRIENTES,SENTENCIAS Y CONCILIACIONES,,,2.2956934723890784e-07,0.9999997704306528,2.2956934723890784e-07
A,8.0,1.0,,,Nación,10.0,CSF,140000000,0,0,140000000,0.0,0.0,140000000.0,0.0,0.0,0.0,0.0,abril,101,1,10102,Congreso de la república,Congreso de la república,Camara de representantes,Funcionamiento,A-08-01,IMPUESTOS,4,8,1.0,,,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS ,,,0.0,1.0,0.0
A,8.0,3.0,,,Nación,10.0,CSF,18000000,0,0,18000000,0.0,0.0,18000000.0,0.0,0.0,0.0,0.0,abril,101,1,10102,Congreso de la república,Congreso de la república,Camara de representantes,Funcionamiento,A-08-03,TASAS Y DERECHOS ADMINISTRATIVOS,4,8,3.0,,,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",TASAS Y DERECHOS ADMINISTRATIVOS,,,0.0,1.0,0.0
A,8.0,4.0,1.0,,Nación,11.0,SSF,1168000000,0,0,1168000000,0.0,0.0,1168000000.0,0.0,0.0,0.0,0.0,abril,101,1,10102,Congreso de la república,Congreso de la república,Camara de representantes,Funcionamiento,A-08-04-01,CUOTA DE FISCALIZACIÓN Y AUDITAJE,4,8,4.0,1.0,,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,0.0,1.0,0.0
A,8.0,5.0,,,Nación,10.0,CSF,138000000,0,0,138000000,0.0,0.0,138000000.0,0.0,0.0,0.0,0.0,abril,101,1,10102,Congreso de la república,Congreso de la república,Camara de representantes,Funcionamiento,A-08-05,"MULTAS, SANCIONES E INTERESES DE MORA",4,8,5.0,,,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA",,,0.0,1.0,0.0
C,199.0,1000.0,4.0,53105B,Nación,11.0,CSF,30754562636,0,0,30754562636,0.0,30754562636.0,0.0,107000000.0,25500000.0,25500000.0,0.0,abril,101,1,10102,Congreso de la república,Congreso de la república,Camara de representantes,Inversión,C-0199-1000-4-53105B,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,4,199,1000.0,4.0,,199,,,,5.067694854283756e-08,0.9999997873555493,2.1264445074837722e-07
C,199.0,1000.0,6.0,53105B,Nación,11.0,CSF,55604878564,0,0,55604878564,0.0,55604878564.0,0.0,13600747926.0,0.0,0.0,0.0,abril,101,1,10102,Congreso de la república,Congreso de la república,Camara de representantes,Inversión,C-0199-1000-6-53105B,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,4,199,1000.0,6.0,,199,,,,0.0,0.9999729708077337,2.7029192266274775e-05
C,199.0,1000.0,7.0,53105B,Nación,11.0,CSF,76640558800,0,0,76640558800,0.0,76640558800.0,0.0,76640558800.0,10238248137.0,10238248137.0,5920000000.0,abril,101,1,10102,Congreso de la república,Congreso de la república,Camara de representantes,Inversión,C-0199-1000-7-53105B,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,4,199,1000.0,7.0,,199,,,,2.034679113755104e-05,0.9998476898174666,0.0001523101825334085
A,1.0,1.0,1.0,,Nación,10.0,CSF,81599000000,0,2640905512,78958094488,0.0,78958094488.0,0.0,78958094488.0,20837009215.73,20837009215.73,20837009215.73,abril,201,2,20101,Presidencia de la república,Presidencia de la república,Presidencia de la republica - gestion general,Funcionamiento,A-01-01-01,SALARIO,4,1,1.0,1.0,,GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,4.141004093381103e-05,0.9998430841062192,0.00015691589378074048
A,1.0,1.0,2.0,,Nación,10.0,CSF,29141000000,0,2563220488,26577779512,0.0,26577779512.0,0.0,26577779512.0,5714944089.64,5714944089.64,5714944089.64,abril,201,2,20101,Presidencia de la república,Presidencia de la república,Presidencia de la republica - gestion general,Funcionamiento,A-01-01-02,CONTRIBUCIONES INHERENTES A LA NÓMINA,4,1,1.0,2.0,,GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,1.1357487355132548e-05,0.9999471811464818,5.281885351813751e-05
A,1.0,1.0,3.0,,Nación,10.0,CSF,23924000000,5054126000,0,28978126000,0.0,28978126000.0,0.0,28972875890.28,9855290637.24,9855290637.24,9855290637.24,abril,201,2,20101,Presidencia de la república,Presidencia de la república,Presidencia de la republica - gestion general,Funcionamiento,A-01-01-03,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,4,1,1.0,3.0,,GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,1.958572770580864e-05,0.9999424212964458,5.75787035541074e-05
A,2.0,,,,Nación,10.0,CSF,78628000000,28369000000,0,106997000000,0.0,68764588798.77,38232411201.23,48017589243.79,19216753715.58,19195598971.37,19175664053.53,abril,201,2,20101,Presidencia de la república,Presidencia de la república,Presidencia de la republica - gestion general,Funcionamiento,A-02,ADQUISICIÓN DE BIENES  Y SERVICIOS,4,2,,,,ADQUISICIÓN DE BIENES  Y SERVICIOS,,,,3.819005643940511e-05,0.9999045731412055,9.542685879445712e-05
A,3.0,3.0,1.0,051,Nación,10.0,CSF,116880000000,0,0,116880000000,0.0,44859550920.78,72020449079.22,20384457343.86,6892965401.76,6847919737.23,6846946904.23,abril,201,2,20101,Presidencia de la república,Presidencia de la república,Presidencia de la republica - gestion general,Funcionamiento,A-03-03-01-051,FONDO DE PROGRAMAS ESPECIALES PARA LA PAZ,4,3,3.0,1.0,51.0,TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A HOGARES DIFERENTES DE PRESTACIONES SOCIALES,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - PENSIONES EXFUNCIONARIOS ISS (DE PENSIONES),1.3698605998923576e-05,0.999959489329573,4.051067042699845e-05
A,3.0,3.0,1.0,052,Nación,10.0,CSF,2069000000,0,2069000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,abril,201,2,20101,Presidencia de la república,Presidencia de la república,Presidencia de la republica - gestion general,Funcionamiento,A-03-03-01-052,PLAN DE PROMOCIÓN DE COLOMBIA EN EL EXTERIOR,4,3,3.0,1.0,52.0,TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A HOGARES DIFERENTES DE PRESTACIONES SOCIALES,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - PENSIONES COMPAÑÍA DE FOMENTO CINEMATOGRÁFICO - FOCINE (DE PENSIONES),0.0,1.0,0.0
A,3.0,3.0,1.0,077,Nación,10.0,CSF,7520000000,0,0,7520000000,0.0,5745912500.0,1774087500.0,3347958080.0,465945308.67,465945308.67,438714128.67,abril,201,2,20101,Presidencia de la república,Presidencia de la república,Presidencia de la republica - gestion general,Funcionamiento,A-03-03-01-077,"TRANSFERENCIAS PARA LA ESTRATEGIA DE INTERACCIÓN Y DIÁLOGO PERMANENTE ENTRE LAS AUTORIDADES DE ORDEN TERRITORIAL, GOBIERNO NACIONAL Y LOS CIUDADANOS",4,3,3.0,1.0,77.0,TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A HOGARES DIFERENTES DE PRESTACIONES SOCIALES,MESADAS PENSIONALES - ZONAS FRANCAS (DE PENSIONES),9.259877031861238e-07,0.9999933464980649,6.6535019350485196e-06
A,3.0,3.0,1.0,999,Nación,10.0,CSF,26300000000,0,26300000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,abril,201,2,20101,Presidencia de la república,Presidencia de la república,Presidencia de la republica - gestion general,Funcionamiento,A-03-03-01-999,OTRAS TRANSFERENCIAS - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,4,3,3.0,1.0,999.0,TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A HOGARES DIFERENTES DE PRESTACIONES SOCIALES,OTRAS TRANSFERENCIAS - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,0.0,1.0,0.0
A,3.0,3.0,4.0,036,Nación,10.0,CSF,470497000000,0,0,470497000000,0.0,470497000000.0,0.0,470497000000.0,0.0,0.0,0.0,abril,201,2,20101,Presidencia de la república,Presidencia de la república,Presidencia de la republica - gestion general,Funcionamiento,A-03-03-04-036,FONDO COLOMBIA EN PAZ (FCP) - DECRETO 691 DE 2017,4,3,3.0,4.0,36.0,TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A OTRAS ENTIDADES DEL GOBIERNO GENERAL,PROGRAMA DE SALUD OCUPACIONAL (NO DE PENSIONES),0.0,0.9990649665780957,0.000935033421904292
A,3.0,3.0,4.0,066,Nación,10.0,CSF,80000000000,0,0,80000000000,0.0,80000000000.0,0.0,80000000000.0,0.0,0.0,0.0,abril,201,2,20101,Presidencia de la república,Presidencia de la república,Presidencia de la republica - gestion general,Funcionamiento,A-03-03-04-066,FONDO MUJER LIBRE Y PRODUCTIVA. ART. 73 LEY 2294 DE 2023,4,3,3.0,4.0,66.0,TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A OTRAS ENTIDADES DEL GOBIERNO GENERAL,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - MESADAS PENSIONALES INAT (DE PENSIONES),0.0,0.9998410134947676,0.0001589865052324316
A,3.0,4.0,2.0,012,Nación,10.0,CSF,144000000,150000000,0,294000000,0.0,294000000.0,0.0,294000000.0,110580424.38,110580424.38,110580424.38,abril,201,2,20101,Presidencia de la república,Presidencia de la república,Presidencia de la republica - gestion general,Funcionamiento,A-03-04-02-012,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),4,3,4.0,2.0,12.0,TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA","FORTALECIMIENTO A LOS PROCESOS ORGANIZATIVOS Y DE CONCERTACIÓN DE LAS COMUNIDADES NEGRAS, AFROCOLOMBIANAS, RAIZALES Y PALENQUERAS",2.1975994024119218e-07,0.9999994157245933,5.84275406729186e-07
A,3.0,8.0,1.0,002,Nación,10.0,CSF,239000000,0,0,239000000,0.0,0.0,239000000.0,0.0,0.0,0.0,0.0,abril,201,2,20101,Presidencia de la república,Presidencia de la república,Presidencia de la republica - gestion general,Funcionamiento,A-03-08-01-002,TRANSFERENCIA CONVENIOS ICETEX,4,3,8.0,1.0,2.0,TRANSFERENCIAS CORRIENTES,BECAS Y OTROS BENEFICIOS DE EDUCACIÓN ,A HOGARES DIFERENTES DE PRESTACIONES SOCIALES,ACTIVIDADES DE PROMOCIÓN Y DESARROLLO DE LA CULTURA,0.0,1.0,0.0
A,3.0,10.0,,,Nación,11.0,CSF,751000000,0,0,751000000,0.0,0.0,751000000.0,0.0,0.0,0.0,0.0,abril,201,2,20101,Presidencia de la república,Presidencia de la república,Presidencia de la republica - gestion general,Funcionamiento,A-03-10,SENTENCIAS Y CONCILIACIONES,4,3,10.0,,,TRANSFERENCIAS CORRIENTES,SENTENCIAS Y CONCILIACIONES,,,0.0,1.0,0.0
A,8.0,1.0,,,Nación,10.0,CSF,406000000,0,0,406000000,0.0,328173750.0,77826250.0,328173750.0,328173750.0,328173750.0,328173750.0,abril,201,2,20101,Presidencia de la república,Presidencia de la república,Presidencia de la republica - gestion general,Funcionamiento,A-08-01,IMPUESTOS,4,8,1.0,,,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS ,,,6.521899702690212e-07,0.9999993478100297,6.521899702690212e-07
