ENTIDAD,CONCEPTO,NACION,PROPIOS,TOTAL,Tipo de gasto,Código de entidad,Código de sector,Sector,TOTAL %
Corporación autónoma regional del cesar (corpocesar),Gastos de personal,3875.0,0.0,3875.0,Funcionamiento,3219,32,Ambiente y desarrollo sostenible,0.0007330296435848548
Corporación autónoma regional del cesar (corpocesar),Inversion,0.0,0.0,0.0,Inversion,3219,32,Ambiente y desarrollo sostenible,0.0
Corporación autónoma regional del cesar (corpocesar),Servicio de la deuda,0.0,0.0,0.0,Servicio de la deuda,3219,32,Ambiente y desarrollo sostenible,0.0
Corporación autónoma regional del cesar (corpocesar),Transferencias,0.0,0.0,0.0,Funcionamiento,3219,32,Ambiente y desarrollo sostenible,0.0
Corporación autónoma regional del cesar (corpocesar),"Tributos, multas, sanciones, interés",8.3,0.0,8.3,Funcionamiento,3219,32,Ambiente y desarrollo sostenible,1.5701022043236894e-06
Corporación autónoma regional del guavio (corpoguavio),Adquisicion de activos financieros,0.0,0.0,0.0,Funcionamiento,3237,32,Ambiente y desarrollo sostenible,0.0
Corporación autónoma regional del guavio (corpoguavio),Adquisición de bienes y servicios,327.0,0.0,327.0,Funcionamiento,3237,32,Ambiente y desarrollo sostenible,6.185824347154776e-05
Corporación autónoma regional del guavio (corpoguavio),Disminución de pasivos,0.0,0.0,0.0,Funcionamiento,3237,32,Ambiente y desarrollo sostenible,0.0
Corporación autónoma regional del guavio (corpoguavio),Gastos comerc. y produccion,0.0,0.0,0.0,Funcionamiento,3237,32,Ambiente y desarrollo sostenible,0.0
Corporación autónoma regional del guavio (corpoguavio),Gastos de personal,755.5,0.0,755.5,Funcionamiento,3237,32,Ambiente y desarrollo sostenible,0.0001429171343815117
Corporación autónoma regional del guavio (corpoguavio),Inversion,0.0,0.0,0.0,Inversion,3237,32,Ambiente y desarrollo sostenible,0.0
Corporación autónoma regional del guavio (corpoguavio),Servicio de la deuda,0.0,0.0,0.0,Servicio de la deuda,3237,32,Ambiente y desarrollo sostenible,0.0
Corporación autónoma regional del guavio (corpoguavio),Transferencias,0.0,0.0,0.0,Funcionamiento,3237,32,Ambiente y desarrollo sostenible,0.0
Corporación autónoma regional del guavio (corpoguavio),"Tributos, multas, sanciones, interés",0.0,0.0,0.0,Funcionamiento,3237,32,Ambiente y desarrollo sostenible,0.0
Corporación autónoma regional del magdalena (corpamag),Adquisicion de activos financieros,0.0,0.0,0.0,Funcionamiento,3222,32,Ambiente y desarrollo sostenible,0.0
Corporación autónoma regional del magdalena (corpamag),Adquisición de bienes y servicios,80.2,0.0,80.2,Funcionamiento,3222,32,Ambiente y desarrollo sostenible,1.5171349010452999e-05
Corporación autónoma regional del magdalena (corpamag),Disminución de pasivos,0.0,0.0,0.0,Funcionamiento,3222,32,Ambiente y desarrollo sostenible,0.0
Corporación autónoma regional del magdalena (corpamag),Gastos comerc. y produccion,0.0,0.0,0.0,Funcionamiento,3222,32,Ambiente y desarrollo sostenible,0.0
Corporación autónoma regional del magdalena (corpamag),Gastos de personal,6723.3,0.0,6723.3,Funcionamiento,3222,32,Ambiente y desarrollo sostenible,0.0012718395361842724
Corporación autónoma regional del magdalena (corpamag),Inversion,0.0,0.0,0.0,Inversion,3222,32,Ambiente y desarrollo sostenible,0.0
Corporación autónoma regional del magdalena (corpamag),Servicio de la deuda,0.0,0.0,0.0,Servicio de la deuda,3222,32,Ambiente y desarrollo sostenible,0.0
Corporación autónoma regional del magdalena (corpamag),Transferencias,0.0,0.0,0.0,Funcionamiento,3222,32,Ambiente y desarrollo sostenible,0.0
Corporación autónoma regional del magdalena (corpamag),"Tributos, multas, sanciones, interés",23.0,0.0,23.0,Funcionamiento,3222,32,Ambiente y desarrollo sostenible,4.3508856264391394e-06
Corporación autónoma regional del quindío (crq),Adquisicion de activos financieros,0.0,0.0,0.0,Funcionamiento,3209,32,Ambiente y desarrollo sostenible,0.0
Corporación autónoma regional del quindío (crq),Adquisición de bienes y servicios,280.0,0.0,280.0,Funcionamiento,3209,32,Ambiente y desarrollo sostenible,5.296730327838952e-05
Corporación autónoma regional del quindío (crq),Disminución de pasivos,0.0,0.0,0.0,Funcionamiento,3209,32,Ambiente y desarrollo sostenible,0.0
Corporación autónoma regional del quindío (crq),Gastos comerc. y produccion,0.0,0.0,0.0,Funcionamiento,3209,32,Ambiente y desarrollo sostenible,0.0
Corporación autónoma regional del quindío (crq),Gastos de personal,5989.2,0.0,5989.2,Funcionamiento,3209,32,Ambiente y desarrollo sostenible,0.0011329706171247518
Corporación autónoma regional del quindío (crq),Inversion,0.0,0.0,0.0,Inversion,3209,32,Ambiente y desarrollo sostenible,0.0
Corporación autónoma regional del quindío (crq),Servicio de la deuda,250.0,0.0,250.0,Servicio de la deuda,3209,32,Ambiente y desarrollo sostenible,4.729223506999064e-05
Corporación autónoma regional del quindío (crq),Transferencias,320.0,0.0,320.0,Funcionamiento,3209,32,Ambiente y desarrollo sostenible,6.0534060889588016e-05
Corporación autónoma regional del quindío (crq),"Tributos, multas, sanciones, interés",30.0,0.0,30.0,Funcionamiento,3209,32,Ambiente y desarrollo sostenible,5.675068208398877e-06
Corporación autónoma regional del sur de bolivar (csb),Adquisicion de activos financieros,0.0,0.0,0.0,Funcionamiento,3239,32,Ambiente y desarrollo sostenible,0.0
Corporación autónoma regional del sur de bolivar (csb),Adquisición de bienes y servicios,65.0,0.0,65.0,Funcionamiento,3239,32,Ambiente y desarrollo sostenible,1.2295981118197568e-05
Corporación autónoma regional del sur de bolivar (csb),Disminución de pasivos,0.0,0.0,0.0,Funcionamiento,3239,32,Ambiente y desarrollo sostenible,0.0
Corporación autónoma regional del sur de bolivar (csb),Gastos comerc. y produccion,0.0,0.0,0.0,Funcionamiento,3239,32,Ambiente y desarrollo sostenible,0.0
Corporación autónoma regional del sur de bolivar (csb),Gastos de personal,3551.9,0.0,3551.9,Funcionamiento,3239,32,Ambiente y desarrollo sostenible,0.0006719091589803991
Corporación autónoma regional del sur de bolivar (csb),Inversion,0.0,0.0,0.0,Inversion,3239,32,Ambiente y desarrollo sostenible,0.0
Corporación autónoma regional del sur de bolivar (csb),Servicio de la deuda,0.0,0.0,0.0,Servicio de la deuda,3239,32,Ambiente y desarrollo sostenible,0.0
Corporación autónoma regional del sur de bolivar (csb),Transferencias,0.0,0.0,0.0,Funcionamiento,3239,32,Ambiente y desarrollo sostenible,0.0
Corporación autónoma regional del sur de bolivar (csb),"Tributos, multas, sanciones, interés",9.0,0.0,9.0,Funcionamiento,3239,32,Ambiente y desarrollo sostenible,1.702520462519663e-06
Corporación autónoma regional del tolima (cortolima),Adquisicion de activos financieros,0.0,0.0,0.0,Funcionamiento,3214,32,Ambiente y desarrollo sostenible,0.0
Corporación autónoma regional del tolima (cortolima),Adquisición de bienes y servicios,102.1,0.0,102.1,Funcionamiento,3214,32,Ambiente y desarrollo sostenible,1.931414880258418e-05
Corporación autónoma regional del tolima (cortolima),Disminución de pasivos,0.0,0.0,0.0,Funcionamiento,3214,32,Ambiente y desarrollo sostenible,0.0
Corporación autónoma regional del tolima (cortolima),Gastos comerc. y produccion,0.0,0.0,0.0,Funcionamiento,3214,32,Ambiente y desarrollo sostenible,0.0
Corporación autónoma regional del tolima (cortolima),Gastos de personal,2859.7,0.0,2859.7,Funcionamiento,3214,32,Ambiente y desarrollo sostenible,0.0005409664185186089
Corporación autónoma regional del tolima (cortolima),Inversion,0.0,0.0,0.0,Inversion,3214,32,Ambiente y desarrollo sostenible,0.0
Corporación autónoma regional del tolima (cortolima),Servicio de la deuda,0.0,0.0,0.0,Servicio de la deuda,3214,32,Ambiente y desarrollo sostenible,0.0
Corporación autónoma regional del tolima (cortolima),Transferencias,0.0,0.0,0.0,Funcionamiento,3214,32,Ambiente y desarrollo sostenible,0.0
Corporación autónoma regional del tolima (cortolima),"Tributos, multas, sanciones, interés",10.1,0.0,10.1,Funcionamiento,3214,32,Ambiente y desarrollo sostenible,1.910606296827622e-06
Corporación autónoma regional para el desarrollo sostenible del choco (codechoco),Adquisicion de activos financieros,0.0,0.0,0.0,Funcionamiento,3212,32,Ambiente y desarrollo sostenible,0.0
Corporación autónoma regional para el desarrollo sostenible del choco (codechoco),Adquisición de bienes y servicios,0.0,0.0,0.0,Funcionamiento,3212,32,Ambiente y desarrollo sostenible,0.0
Corporación autónoma regional para el desarrollo sostenible del choco (codechoco),Disminución de pasivos,0.0,0.0,0.0,Funcionamiento,3212,32,Ambiente y desarrollo sostenible,0.0
Corporación autónoma regional para el desarrollo sostenible del choco (codechoco),Gastos comerc. y produccion,0.0,0.0,0.0,Funcionamiento,3212,32,Ambiente y desarrollo sostenible,0.0
Corporación autónoma regional para el desarrollo sostenible del choco (codechoco),Gastos de personal,2621.0,0.0,2621.0,Funcionamiento,3212,32,Ambiente y desarrollo sostenible,0.0004958117924737819
Corporación autónoma regional para el desarrollo sostenible del choco (codechoco),Inversion,0.0,0.0,0.0,Inversion,3212,32,Ambiente y desarrollo sostenible,0.0
Corporación autónoma regional para el desarrollo sostenible del choco (codechoco),Servicio de la deuda,0.0,0.0,0.0,Servicio de la deuda,3212,32,Ambiente y desarrollo sostenible,0.0
Corporación autónoma regional para el desarrollo sostenible del choco (codechoco),Transferencias,150.0,0.0,150.0,Funcionamiento,3212,32,Ambiente y desarrollo sostenible,2.8375341041994387e-05
Corporación autónoma regional para el desarrollo sostenible del choco (codechoco),"Tributos, multas, sanciones, interés",43.4,0.0,43.4,Funcionamiento,3212,32,Ambiente y desarrollo sostenible,8.209932008150376e-06
Corporación autónoma regional para la defensa de la meseta de bucaramanga (cdmb),Adquisicion de activos financieros,0.0,0.0,0.0,Funcionamiento,3213,32,Ambiente y desarrollo sostenible,0.0
Corporación autónoma regional para la defensa de la meseta de bucaramanga (cdmb),Adquisición de bienes y servicios,0.0,0.0,0.0,Funcionamiento,3213,32,Ambiente y desarrollo sostenible,0.0
Corporación autónoma regional para la defensa de la meseta de bucaramanga (cdmb),Disminución de pasivos,0.0,0.0,0.0,Funcionamiento,3213,32,Ambiente y desarrollo sostenible,0.0
Corporación autónoma regional para la defensa de la meseta de bucaramanga (cdmb),Gastos comerc. y produccion,0.0,0.0,0.0,Funcionamiento,3213,32,Ambiente y desarrollo sostenible,0.0
Corporación autónoma regional para la defensa de la meseta de bucaramanga (cdmb),Gastos de personal,1799.1,0.0,1799.1,Funcionamiento,3213,32,Ambiente y desarrollo sostenible,0.0003403338404576806
Corporación autónoma regional para la defensa de la meseta de bucaramanga (cdmb),Inversion,0.0,0.0,0.0,Inversion,3213,32,Ambiente y desarrollo sostenible,0.0
Corporación autónoma regional para la defensa de la meseta de bucaramanga (cdmb),Servicio de la deuda,0.0,0.0,0.0,Servicio de la deuda,3213,32,Ambiente y desarrollo sostenible,0.0
Corporación autónoma regional para la defensa de la meseta de bucaramanga (cdmb),Transferencias,0.0,0.0,0.0,Funcionamiento,3213,32,Ambiente y desarrollo sostenible,0.0
Corporación autónoma regional para la defensa de la meseta de bucaramanga (cdmb),"Tributos, multas, sanciones, interés",0.0,0.0,0.0,Funcionamiento,3213,32,Ambiente y desarrollo sostenible,0.0
Corporación nacional para la reconstrucción de la cuenca del río páez y zonas aledañas nasa ki we,Adquisicion de activos financieros,0.0,0.0,0.0,Funcionamiento,3704,37,Interior,0.0
Corporación nacional para la reconstrucción de la cuenca del río páez y zonas aledañas nasa ki we,Adquisición de bienes y servicios,380.9,0.0,380.9,Funcionamiento,3704,37,Interior,7.205444935263774e-05
Corporación nacional para la reconstrucción de la cuenca del río páez y zonas aledañas nasa ki we,Disminución de pasivos,0.0,0.0,0.0,Funcionamiento,3704,37,Interior,0.0
Corporación nacional para la reconstrucción de la cuenca del río páez y zonas aledañas nasa ki we,Gastos comerc. y produccion,0.0,0.0,0.0,Funcionamiento,3704,37,Interior,0.0
Corporación nacional para la reconstrucción de la cuenca del río páez y zonas aledañas nasa ki we,Gastos de personal,4329.0,0.0,4329.0,Funcionamiento,3704,37,Interior,0.0008189123424719579
Corporación nacional para la reconstrucción de la cuenca del río páez y zonas aledañas nasa ki we,Inversion,3755.1,0.0,3755.1,Inversion,3704,37,Interior,0.0007103482876452873
Corporación nacional para la reconstrucción de la cuenca del río páez y zonas aledañas nasa ki we,Servicio de la deuda,0.0,0.0,0.0,Servicio de la deuda,3704,37,Interior,0.0
Corporación nacional para la reconstrucción de la cuenca del río páez y zonas aledañas nasa ki we,Transferencias,11.2,0.0,11.2,Funcionamiento,3704,37,Interior,2.1186921311355804e-06
Corporación nacional para la reconstrucción de la cuenca del río páez y zonas aledañas nasa ki we,"Tributos, multas, sanciones, interés",35.1,0.0,35.1,Funcionamiento,3704,37,Interior,6.6398298038266865e-06
Corporación para el desarrollo sostenible de la mojana y el san jorge (corpomojana),Adquisicion de activos financieros,0.0,0.0,0.0,Funcionamiento,3228,32,Ambiente y desarrollo sostenible,0.0
Corporación para el desarrollo sostenible de la mojana y el san jorge (corpomojana),Adquisición de bienes y servicios,161.7,0.0,161.7,Funcionamiento,3228,32,Ambiente y desarrollo sostenible,3.058861764326994e-05
Corporación para el desarrollo sostenible de la mojana y el san jorge (corpomojana),Disminución de pasivos,0.0,0.0,0.0,Funcionamiento,3228,32,Ambiente y desarrollo sostenible,0.0
Corporación para el desarrollo sostenible de la mojana y el san jorge (corpomojana),Gastos comerc. y produccion,0.0,0.0,0.0,Funcionamiento,3228,32,Ambiente y desarrollo sostenible,0.0
Corporación para el desarrollo sostenible de la mojana y el san jorge (corpomojana),Gastos de personal,2877.0,0.0,2877.0,Funcionamiento,3228,32,Ambiente y desarrollo sostenible,0.0005442390411854523
Corporación para el desarrollo sostenible de la mojana y el san jorge (corpomojana),Inversion,0.0,0.0,0.0,Inversion,3228,32,Ambiente y desarrollo sostenible,0.0
Corporación para el desarrollo sostenible de la mojana y el san jorge (corpomojana),Servicio de la deuda,0.0,0.0,0.0,Servicio de la deuda,3228,32,Ambiente y desarrollo sostenible,0.0
Corporación para el desarrollo sostenible de la mojana y el san jorge (corpomojana),Transferencias,0.0,0.0,0.0,Funcionamiento,3228,32,Ambiente y desarrollo sostenible,0.0
Corporación para el desarrollo sostenible de la mojana y el san jorge (corpomojana),"Tributos, multas, sanciones, interés",35.5,0.0,35.5,Funcionamiento,3228,32,Ambiente y desarrollo sostenible,6.715497379938671e-06
"Corporación para el desarrollo sostenible del archipiélago de san andrés, providencia y santa catalina (coralina)",Adquisicion de activos financieros,0.0,0.0,0.0,Funcionamiento,3226,32,Ambiente y desarrollo sostenible,0.0
"Corporación para el desarrollo sostenible del archipiélago de san andrés, providencia y santa catalina (coralina)",Adquisición de bienes y servicios,166.5,0.0,166.5,Funcionamiento,3226,32,Ambiente y desarrollo sostenible,3.1496628556613765e-05
"Corporación para el desarrollo sostenible del archipiélago de san andrés, providencia y santa catalina (coralina)",Disminución de pasivos,0.0,0.0,0.0,Funcionamiento,3226,32,Ambiente y desarrollo sostenible,0.0
"Corporación para el desarrollo sostenible del archipiélago de san andrés, providencia y santa catalina (coralina)",Gastos comerc. y produccion,0.0,0.0,0.0,Funcionamiento,3226,32,Ambiente y desarrollo sostenible,0.0
"Corporación para el desarrollo sostenible del archipiélago de san andrés, providencia y santa catalina (coralina)",Gastos de personal,2915.9,0.0,2915.9,Funcionamiento,3226,32,Ambiente y desarrollo sostenible,0.0005515977129623428
"Corporación para el desarrollo sostenible del archipiélago de san andrés, providencia y santa catalina (coralina)",Inversion,0.0,0.0,0.0,Inversion,3226,32,Ambiente y desarrollo sostenible,0.0
"Corporación para el desarrollo sostenible del archipiélago de san andrés, providencia y santa catalina (coralina)",Servicio de la deuda,0.0,0.0,0.0,Servicio de la deuda,3226,32,Ambiente y desarrollo sostenible,0.0
"Corporación para el desarrollo sostenible del archipiélago de san andrés, providencia y santa catalina (coralina)",Transferencias,0.0,0.0,0.0,Funcionamiento,3226,32,Ambiente y desarrollo sostenible,0.0
"Corporación para el desarrollo sostenible del archipiélago de san andrés, providencia y santa catalina (coralina)","Tributos, multas, sanciones, interés",239.0,0.0,239.0,Funcionamiento,3226,32,Ambiente y desarrollo sostenible,4.521137672691105e-05
Corporación para el desarrollo sostenible del norte y oriente de la amazonia (cda),Adquisicion de activos financieros,0.0,0.0,0.0,Funcionamiento,3224,32,Ambiente y desarrollo sostenible,0.0
Corporación para el desarrollo sostenible del norte y oriente de la amazonia (cda),Adquisición de bienes y servicios,23.0,0.0,23.0,Funcionamiento,3224,32,Ambiente y desarrollo sostenible,4.3508856264391394e-06
Corporación para el desarrollo sostenible del norte y oriente de la amazonia (cda),Disminución de pasivos,0.0,0.0,0.0,Funcionamiento,3224,32,Ambiente y desarrollo sostenible,0.0
Corporación para el desarrollo sostenible del norte y oriente de la amazonia (cda),Gastos comerc. y produccion,0.0,0.0,0.0,Funcionamiento,3224,32,Ambiente y desarrollo sostenible,0.0
Corporación para el desarrollo sostenible del norte y oriente de la amazonia (cda),Gastos de personal,3145.4,0.0,3145.4,Funcionamiento,3224,32,Ambiente y desarrollo sostenible,0.0005950119847565942
Corporación para el desarrollo sostenible del norte y oriente de la amazonia (cda),Inversion,0.0,0.0,0.0,Inversion,3224,32,Ambiente y desarrollo sostenible,0.0
Corporación para el desarrollo sostenible del norte y oriente de la amazonia (cda),Servicio de la deuda,0.0,0.0,0.0,Servicio de la deuda,3224,32,Ambiente y desarrollo sostenible,0.0
Corporación para el desarrollo sostenible del norte y oriente de la amazonia (cda),Transferencias,0.0,0.0,0.0,Funcionamiento,3224,32,Ambiente y desarrollo sostenible,0.0
Corporación para el desarrollo sostenible del norte y oriente de la amazonia (cda),"Tributos, multas, sanciones, interés",14.0,0.0,14.0,Funcionamiento,3224,32,Ambiente y desarrollo sostenible,2.6483651639194757e-06
Corporación para el desarrollo sostenible del sur de la amazonia (corpoamazonia),Adquisicion de activos financieros,0.0,0.0,0.0,Funcionamiento,3223,32,Ambiente y desarrollo sostenible,0.0
Corporación para el desarrollo sostenible del sur de la amazonia (corpoamazonia),Adquisición de bienes y servicios,510.0,0.0,510.0,Funcionamiento,3223,32,Ambiente y desarrollo sostenible,9.64761595427809e-05
Corporación para el desarrollo sostenible del sur de la amazonia (corpoamazonia),Disminución de pasivos,0.0,0.0,0.0,Funcionamiento,3223,32,Ambiente y desarrollo sostenible,0.0
Corporación para el desarrollo sostenible del sur de la amazonia (corpoamazonia),Gastos comerc. y produccion,0.0,0.0,0.0,Funcionamiento,3223,32,Ambiente y desarrollo sostenible,0.0
Corporación para el desarrollo sostenible del sur de la amazonia (corpoamazonia),Gastos de personal,2518.0,0.0,2518.0,Funcionamiento,3223,32,Ambiente y desarrollo sostenible,0.00047632739162494577
Corporación para el desarrollo sostenible del sur de la amazonia (corpoamazonia),Inversion,0.0,0.0,0.0,Inversion,3223,32,Ambiente y desarrollo sostenible,0.0
Corporación para el desarrollo sostenible del sur de la amazonia (corpoamazonia),Servicio de la deuda,0.0,0.0,0.0,Servicio de la deuda,3223,32,Ambiente y desarrollo sostenible,0.0
Corporación para el desarrollo sostenible del sur de la amazonia (corpoamazonia),Transferencias,0.0,0.0,0.0,Funcionamiento,3223,32,Ambiente y desarrollo sostenible,0.0
Corporación para el desarrollo sostenible del sur de la amazonia (corpoamazonia),"Tributos, multas, sanciones, interés",6.0,0.0,6.0,Funcionamiento,3223,32,Ambiente y desarrollo sostenible,1.1350136416797753e-06
Corporación para el desarrollo sostenible del urabá (corpourabá),Adquisicion de activos financieros,0.0,0.0,0.0,Funcionamiento,3210,32,Ambiente y desarrollo sostenible,0.0
Corporación para el desarrollo sostenible del urabá (corpourabá),Adquisición de bienes y servicios,809.0,0.0,809.0,Funcionamiento,3210,32,Ambiente y desarrollo sostenible,0.0001530376726864897
Corporación para el desarrollo sostenible del urabá (corpourabá),Disminución de pasivos,0.0,0.0,0.0,Funcionamiento,3210,32,Ambiente y desarrollo sostenible,0.0
Corporación para el desarrollo sostenible del urabá (corpourabá),Gastos comerc. y produccion,0.0,0.0,0.0,Funcionamiento,3210,32,Ambiente y desarrollo sostenible,0.0
Corporación para el desarrollo sostenible del urabá (corpourabá),Gastos de personal,5032.4,0.0,5032.4,Funcionamiento,3210,32,Ambiente y desarrollo sostenible,0.0009519737750648835
Corporación para el desarrollo sostenible del urabá (corpourabá),Inversion,0.0,0.0,0.0,Inversion,3210,32,Ambiente y desarrollo sostenible,0.0
Corporación para el desarrollo sostenible del urabá (corpourabá),Servicio de la deuda,0.0,0.0,0.0,Servicio de la deuda,3210,32,Ambiente y desarrollo sostenible,0.0
Corporación para el desarrollo sostenible del urabá (corpourabá),Transferencias,0.0,0.0,0.0,Funcionamiento,3210,32,Ambiente y desarrollo sostenible,0.0
Corporación para el desarrollo sostenible del urabá (corpourabá),"Tributos, multas, sanciones, interés",242.0,0.0,242.0,Funcionamiento,3210,32,Ambiente y desarrollo sostenible,4.577888354775094e-05
Corporación para el desarrollo sostenible del área de manejo especial la macarena (cormacarena),Adquisicion de activos financieros,0.0,0.0,0.0,Funcionamiento,3227,32,Ambiente y desarrollo sostenible,0.0
Corporación para el desarrollo sostenible del área de manejo especial la macarena (cormacarena),Adquisición de bienes y servicios,141.5,0.0,141.5,Funcionamiento,3227,32,Ambiente y desarrollo sostenible,2.6767405049614705e-05
Corporación para el desarrollo sostenible del área de manejo especial la macarena (cormacarena),Disminución de pasivos,0.0,0.0,0.0,Funcionamiento,3227,32,Ambiente y desarrollo sostenible,0.0
Corporación para el desarrollo sostenible del área de manejo especial la macarena (cormacarena),Gastos comerc. y produccion,0.0,0.0,0.0,Funcionamiento,3227,32,Ambiente y desarrollo sostenible,0.0
Corporación para el desarrollo sostenible del área de manejo especial la macarena (cormacarena),Gastos de personal,3241.3,0.0,3241.3,Funcionamiento,3227,32,Ambiente y desarrollo sostenible,0.0006131532861294427
Corporación para el desarrollo sostenible del área de manejo especial la macarena (cormacarena),Inversion,0.0,0.0,0.0,Inversion,3227,32,Ambiente y desarrollo sostenible,0.0
Corporación para el desarrollo sostenible del área de manejo especial la macarena (cormacarena),Servicio de la deuda,0.0,0.0,0.0,Servicio de la deuda,3227,32,Ambiente y desarrollo sostenible,0.0
Corporación para el desarrollo sostenible del área de manejo especial la macarena (cormacarena),Transferencias,0.0,0.0,0.0,Funcionamiento,3227,32,Ambiente y desarrollo sostenible,0.0
Corporación para el desarrollo sostenible del área de manejo especial la macarena (cormacarena),"Tributos, multas, sanciones, interés",19.0,0.0,19.0,Funcionamiento,3227,32,Ambiente y desarrollo sostenible,3.594209865319289e-06
"Defensa civil colombiana, guillermo león valencia",Adquisicion de activos financieros,0.0,0.0,0.0,Funcionamiento,1508,15,Defensa y policía,0.0
"Defensa civil colombiana, guillermo león valencia",Adquisición de bienes y servicios,6068.2,0.0,6068.2,Funcionamiento,1508,15,Defensa y policía,0.001147914963406869
"Defensa civil colombiana, guillermo león valencia",Disminución de pasivos,175.0,0.0,175.0,Funcionamiento,1508,15,Defensa y policía,3.3104564548993444e-05
"Defensa civil colombiana, guillermo león valencia",Gastos comerc. y produccion,0.0,0.0,0.0,Funcionamiento,1508,15,Defensa y policía,0.0
"Defensa civil colombiana, guillermo león valencia",Gastos de personal,19772.9,0.0,19772.9,Funcionamiento,1508,15,Defensa y policía,0.003740418539261672
"Defensa civil colombiana, guillermo león valencia",Inversion,8520.6,0.0,8520.6,Inversion,1508,15,Defensa y policía,0.001611832872549449
"Defensa civil colombiana, guillermo león valencia",Servicio de la deuda,0.0,0.0,0.0,Servicio de la deuda,1508,15,Defensa y policía,0.0
"Defensa civil colombiana, guillermo león valencia",Transferencias,14752.1,3000.0,17752.1,Funcionamiento,1508,15,Defensa y policía,0.003358145944743923
"Defensa civil colombiana, guillermo león valencia","Tributos, multas, sanciones, interés",288.3,0.0,288.3,Funcionamiento,1508,15,Defensa y policía,5.453740548271321e-05
Defensoría del pueblo,Adquisicion de activos financieros,0.0,0.0,0.0,Funcionamiento,2502,25,Organismos de control,0.0
Defensoría del pueblo,Adquisición de bienes y servicios,103805.3,0.0,103805.3,Funcionamiento,2502,25,Organismos de control,0.019636738596443597
Defensoría del pueblo,Disminución de pasivos,0.0,0.0,0.0,Funcionamiento,2502,25,Organismos de control,0.0
Defensoría del pueblo,Gastos comerc. y produccion,0.0,0.0,0.0,Funcionamiento,2502,25,Organismos de control,0.0
Defensoría del pueblo,Gastos de personal,433260.1,0.0,433260.1,Funcionamiento,2502,25,Organismos de control,0.0819593539825906
Defensoría del pueblo,Inversion,93194.1,0.0,93194.1,Inversion,2502,25,Organismos de control,0.01762942913734486
Defensoría del pueblo,Servicio de la deuda,2007.1,0.0,2007.1,Servicio de la deuda,2502,25,Organismos de control,0.00037968098003591285
Defensoría del pueblo,Transferencias,655146.5,0.0,655146.5,Funcionamiento,2502,25,Organismos de control,0.1239333691331265
Defensoría del pueblo,"Tributos, multas, sanciones, interés",3150.6,0.0,3150.6,Funcionamiento,2502,25,Organismos de control,0.0005959956632460501
Departamento administrativo de la función pública,Adquisicion de activos financieros,0.0,0.0,0.0,Funcionamiento,501,5,Empleo público,0.0
Departamento administrativo de la función pública,Adquisición de bienes y servicios,3470.3,0.0,3470.3,Funcionamiento,501,5,Empleo público,0.0006564729734535542
Departamento administrativo de la función pública,Disminución de pasivos,0.0,0.0,0.0,Funcionamiento,501,5,Empleo público,0.0
Departamento administrativo de la función pública,Gastos comerc. y produccion,0.0,0.0,0.0,Funcionamiento,501,5,Empleo público,0.0
Departamento administrativo de la función pública,Gastos de personal,31913.3,0.0,31913.3,Funcionamiento,501,5,Empleo público,0.006037005141836529
Departamento administrativo de la función pública,Inversion,11323.3,0.0,11323.3,Inversion,501,5,Empleo público,0.0021420166614721002
Departamento administrativo de la función pública,Servicio de la deuda,51.3,0.0,51.3,Servicio de la deuda,501,5,Empleo público,9.704366636362079e-06
Departamento administrativo de la función pública,Transferencias,2701.0,0.0,2701.0,Funcionamiento,501,5,Empleo público,0.0005109453076961788
Departamento administrativo de la función pública,"Tributos, multas, sanciones, interés",302.1,0.0,302.1,Funcionamiento,501,5,Empleo público,5.71479368585767e-05
Departamento administrativo dirección nacional de inteligencia,Adquisicion de activos financieros,0.0,0.0,0.0,Funcionamiento,4201,42,Inteligencia,0.0
Departamento administrativo dirección nacional de inteligencia,Adquisición de bienes y servicios,42968.7,0.0,42968.7,Funcionamiento,4201,42,Inteligencia,0.008128343444207627
Departamento administrativo dirección nacional de inteligencia,Disminución de pasivos,0.0,0.0,0.0,Funcionamiento,4201,42,Inteligencia,0.0
Departamento administrativo dirección nacional de inteligencia,Gastos comerc. y produccion,0.0,0.0,0.0,Funcionamiento,4201,42,Inteligencia,0.0
Departamento administrativo dirección nacional de inteligencia,Gastos de personal,125590.8,0.0,125590.8,Funcionamiento,4201,42,Inteligencia,0.023757878544912722
Departamento administrativo dirección nacional de inteligencia,Inversion,24685.0,0.0,24685.0,Inversion,4201,42,Inteligencia,0.0046696352908108755
Departamento administrativo dirección nacional de inteligencia,Servicio de la deuda,494.2,0.0,494.2,Servicio de la deuda,4201,42,Inteligencia,9.34872902863575e-05
Departamento administrativo dirección nacional de inteligencia,Transferencias,273.5,0.0,273.5,Funcionamiento,4201,42,Inteligencia,5.173770516656976e-05
Departamento administrativo dirección nacional de inteligencia,"Tributos, multas, sanciones, interés",629.3,0.0,629.3,Funcionamiento,4201,42,Inteligencia,0.00011904401411818043
Departamento administrativo nacional de estadística (dane),Adquisicion de activos financieros,0.0,0.0,0.0,Funcionamiento,401,4,Información estadistíca,0.0
Departamento administrativo nacional de estadística (dane),Adquisición de bienes y servicios,38721.4,0.0,38721.4,Funcionamiento,401,4,Información estadistíca,0.0073248862041565424
Departamento administrativo nacional de estadística (dane),Disminución de pasivos,0.0,0.0,0.0,Funcionamiento,401,4,Información estadistíca,0.0
