Año,Sector,Código de sector,Entidad,Código de entidad,Tipo de gasto,apropiacion_corrientes,Apropiación a precios corrientes,IPC,apropiacion_cons_2025,Apropiación a precios constantes (2025)
2021,Hacienda,13,Ministerio de hacienda y crédito público,1301,Inversión,3841524839258.0,3841524839258.0,74.58595788962911,5150466586408.417,5150466586408.417
2021,Hacienda,13,Unidad administrativa especial contaduría general de la nación,1308,Funcionamiento,15138000000.0,15138000000.0,74.58595788962911,20296045567.184273,20296045567.184273
2021,Hacienda,13,Unidad administrativa especial contaduría general de la nación,1308,Inversión,10005602959.0,10005602959.0,74.58595788962911,13414861512.948725,13414861512.948725
2021,Hacienda,13,Superintendencia de la economía solidaria,1309,Funcionamiento,17259000000.0,17259000000.0,74.58595788962911,23139744381.29432,23139744381.29432
2021,Hacienda,13,Superintendencia de la economía solidaria,1309,Inversión,44146000000.0,44146000000.0,74.58595788962911,59188084793.824615,59188084793.824615
2021,Hacienda,13,Unidad administrativa especial dirección de impuestos y aduanas nacionales,1310,Funcionamiento,1795416000000.0,1795416000000.0,74.58595788962911,2407176968427.2505,2407176968427.2505
2021,Hacienda,13,Unidad administrativa especial dirección de impuestos y aduanas nacionales,1310,Inversión,102424601812.0,102424601812.0,74.58595788962911,137324242672.54968,137324242672.54968
2021,Hacienda,13,Unidad de información y análisis financiero,1312,Funcionamiento,10353000000.0,10353000000.0,74.58595788962911,13880628864.913383,13880628864.913383
2021,Hacienda,13,Unidad de información y análisis financiero,1312,Inversión,4893918335.0,4893918335.0,74.58595788962911,6561447319.939133,6561447319.939133
2021,Hacienda,13,Superintendencia financiera de colombia,1313,Funcionamiento,248803000000.0,248803000000.0,74.58595788962911,333578876024.0553,333578876024.0553
2021,Hacienda,13,Superintendencia financiera de colombia,1313,Inversión,30198000000.0,30198000000.0,74.58595788962911,40487513808.81429,40487513808.81429
2021,Hacienda,13,Unidad administrativa especial de gestión  pensional y contribuciones parafiscales de la protección social (ugppp),1314,Funcionamiento,192883000000.0,192883000000.0,74.58595788962911,258604978011.30957,258604978011.30957
2021,Hacienda,13,Unidad administrativa especial de gestión  pensional y contribuciones parafiscales de la protección social (ugppp),1314,Inversión,7888655374.0,7888655374.0,74.58595788962911,10576595913.232733,10576595913.232733
2021,Hacienda,13,Fondo adaptación,1315,Funcionamiento,30330000000.0,30330000000.0,74.58595788962911,40664490821.290726,40664490821.290726
2021,Hacienda,13,Fondo adaptación,1315,Inversión,649713389140.0,649713389140.0,74.58595788962911,871093443757.1124,871093443757.1124
2021,Servicio de la deuda pública nacional,14,Servicio de la deuda pública nacional,1401,Deuda,69546767704122.0,69546767704122.0,74.58595788962911,93243781633851.22,93243781633851.22
2021,Defensa y policía,15,Ministerio de defensa nacional,1501,Funcionamiento,14680606909869.0,14680606909869.0,74.58595788962911,19682802668557.375,19682802668557.375
2021,Defensa y policía,15,Ministerio de defensa nacional,1501,Inversión,1666159970000.0,1666159970000.0,74.58595788962911,2233878892412.365,2233878892412.365
2021,Defensa y policía,15,Caja de retiro de las fuerzas militares,1503,Funcionamiento,4286432000000.0,4286432000000.0,74.58595788962911,5746969163207.611,5746969163207.611
2021,Defensa y policía,15,Caja de retiro de las fuerzas militares,1503,Inversión,7789000000.0,7789000000.0,74.58595788962911,10442984471.052868,10442984471.052868
2021,Defensa y policía,15,Instituto casas fiscales del ejército,1507,Funcionamiento,28771000000.0,28771000000.0,74.58595788962911,38574285045.14855,38574285045.14855
2021,Defensa y policía,15,Instituto casas fiscales del ejército,1507,Inversión,16699000000.0,16699000000.0,74.58595788962911,22388932813.21246,22388932813.21246
2021,Defensa y policía,15,"Defensa civil colombiana, guillermo león valencia",1508,Funcionamiento,35908000000.0,35908000000.0,74.58595788962911,48143110333.36325,48143110333.36325
2021,Defensa y policía,15,"Defensa civil colombiana, guillermo león valencia",1508,Inversión,5060000000.0,5060000000.0,74.58595788962911,6784118811.596805,6784118811.596805
2021,Defensa y policía,15,Club militar de oficiales,1510,Funcionamiento,55337000000.0,55337000000.0,74.58595788962911,74192249540.97478,74192249540.97478
2021,Defensa y policía,15,Caja de sueldos de retiro de la policía nacional,1511,Funcionamiento,4434468000000.0,4434468000000.0,74.58595788962911,5945446201230.051,5945446201230.051
2021,Defensa y policía,15,Caja de sueldos de retiro de la policía nacional,1511,Inversión,5780000000.0,5780000000.0,74.58595788962911,7749447970.5591955,7749447970.5591955
2021,Defensa y policía,15,Fondo rotatorio de la policía,1512,Funcionamiento,424660895070.0,424660895070.0,74.58595788962911,569357700947.4158,569357700947.4158
2021,Defensa y policía,15,Fondo rotatorio de la policía,1512,Inversión,8195000000.0,8195000000.0,74.58595788962911,10987322857.912216,10987322857.912216
2021,Defensa y policía,15,Superintendencia de vigilancia y seguridad privada,1516,Funcionamiento,22241000000.0,22241000000.0,74.58595788962911,29819285867.336864,29819285867.336864
2021,Defensa y policía,15,Superintendencia de vigilancia y seguridad privada,1516,Inversión,10664360000.0,10664360000.0,74.58595788962911,14298080096.766897,14298080096.766897
2021,Defensa y policía,15,Hospital militar,1519,Funcionamiento,440301000000.0,440301000000.0,74.58595788962911,590326936139.3053,590326936139.3053
2021,Defensa y policía,15,Hospital militar,1519,Inversión,20000000000.0,20000000000.0,74.58595788962911,26814698860.06642,26814698860.06642
2021,Defensa y policía,15,Agencia logística de las fuerzas militares,1520,Funcionamiento,414497000000.0,414497000000.0,74.58595788962911,555730611670.0476,555730611670.0476
2021,Defensa y policía,15,Agencia logística de las fuerzas militares,1520,Inversión,6180000000.0,6180000000.0,74.58595788962911,8285741947.760524,8285741947.760524
2021,Defensa y policía,15,Unidad administrativa especial de la justicia penal militar y policial,1521,Funcionamiento,39263026000.0,39263026000.0,74.58595788962911,52641310926.24791,52641310926.24791
2021,Defensa y policía,15,Policía nacional,1601,Funcionamiento,11169835000000.0,11169835000000.0,74.58595788962911,14975788092081.5,14975788092081.5
2021,Defensa y policía,15,Policía nacional,1601,Inversión,302879000000.0,302879000000.0,74.58595788962911,406080458801.9029,406080458801.9029
2021,Agricultura y desarrollo rural,17,Ministerio de agricultura y desarrollo rural,1701,Funcionamiento,330780665000.0,330780665000.0,74.58595788962911,443489196035.3756,443489196035.3756
2021,Agricultura y desarrollo rural,17,Ministerio de agricultura y desarrollo rural,1701,Inversión,726735002593.0,726735002593.0,74.58595788962911,974359012280.0442,974359012280.0442
2021,Agricultura y desarrollo rural,17,Instituto colombiano agropecuario (ica),1702,Funcionamiento,158098047000.0,158098047000.0,74.58595788962911,211967576033.48138,211967576033.48138
2021,Agricultura y desarrollo rural,17,Instituto colombiano agropecuario (ica),1702,Inversión,180306804713.0,180306804713.0,74.58595788962911,241743633539.995,241743633539.995
2021,Agricultura y desarrollo rural,17,Autoridad nacional de acuicultura y pesca - aunap,1715,Funcionamiento,13670531000.0,13670531000.0,74.58595788962911,18328558601.110134,18328558601.110134
2021,Agricultura y desarrollo rural,17,Autoridad nacional de acuicultura y pesca - aunap,1715,Inversión,60976870434.0,60976870434.0,74.58595788962911,81753820905.84988,81753820905.84988
2021,Agricultura y desarrollo rural,17,Unidad administrativa especial de gestión de restitución de tierras despojadas,1716,Funcionamiento,60370482000.0,60370482000.0,74.58595788962911,80940814743.35303,80940814743.35303
2021,Agricultura y desarrollo rural,17,Unidad administrativa especial de gestión de restitución de tierras despojadas,1716,Inversión,207943479942.0,207943479942.0,74.58595788962911,278797089727.9496,278797089727.9496
2021,Agricultura y desarrollo rural,17,Agencia nacional de tierras - ant,1717,Funcionamiento,32315435000.0,32315435000.0,74.58595788962911,43326432902.85252,43326432902.85252
2021,Agricultura y desarrollo rural,17,Agencia nacional de tierras - ant,1717,Deuda,8525000.0,8525000.0,74.58595788962911,11429765.389103312,11429765.389103312
2021,Agricultura y desarrollo rural,17,Agencia nacional de tierras - ant,1717,Inversión,265217830374.0,265217830374.0,74.58595788962911,355586812689.94934,355586812689.94934
2021,Agricultura y desarrollo rural,17,Agencia de desarrollo rural - adr,1718,Funcionamiento,42476986000.0,42476986000.0,74.58595788962911,56950379403.662865,56950379403.662865
2021,Agricultura y desarrollo rural,17,Agencia de desarrollo rural - adr,1718,Inversión,231708437804.0,231708437804.0,74.58595788962911,310659599152.5345,310659599152.5345
2021,Salud y protección social,19,Ministerio de salud y protección social,1901,Funcionamiento,33966013942645.0,33966013942645.0,74.58595788962911,45539421767442.16,45539421767442.16
2021,Salud y protección social,19,Ministerio de salud y protección social,1901,Inversión,684215413134.0,684215413134.0,74.58595788962911,917351512930.2073,917351512930.2073
2021,Salud y protección social,19,Instituto nacional de salud (ins),1903,Funcionamiento,40626242000.0,40626242000.0,74.58595788962911,54469022252.30913,54469022252.30913
2021,Salud y protección social,19,Instituto nacional de salud (ins),1903,Inversión,54389226224.0,54389226224.0,74.58595788962911,72921536121.42938,72921536121.42938
2021,Salud y protección social,19,Superintendencia nacional de salud,1910,Funcionamiento,131532344000.0,131532344000.0,74.58595788962911,176350009735.93323,176350009735.93323
2021,Salud y protección social,19,Superintendencia nacional de salud,1910,Inversión,62990768248.0,62990768248.0,74.58595788962911,84453924076.71768,84453924076.71768
2021,Salud y protección social,19,Instituto nacional de vigilancia de medicamentos y alimentos - invima,1912,Funcionamiento,134000609704.0,134000609704.0,74.58595788962911,179659299813.9027,179659299813.9027
2021,Salud y protección social,19,Instituto nacional de vigilancia de medicamentos y alimentos - invima,1912,Inversión,75413648220.0,75413648220.0,74.58595788962911,101109713347.9142,101109713347.9142
2021,Salud y protección social,19,Fondo de previsión social del congreso,1913,Funcionamiento,309806990187.0,309806990187.0,74.58595788962911,415369057330.3979,415369057330.3979
2021,Salud y protección social,19,Fondo de previsión social del congreso,1913,Inversión,300000000.0,300000000.0,74.58595788962911,402220482.9009963,402220482.9009963
2021,Salud y protección social,19,Fondo pasivo social de ferrocarriles nacionales de colombia,1914,Funcionamiento,587732323000.0,587732323000.0,74.58595788962911,787993262578.6145,787993262578.6145
2021,Salud y protección social,19,Fondo pasivo social de ferrocarriles nacionales de colombia,1914,Inversión,2437693327.0,2437693327.0,74.58595788962911,3268300623.834921,3268300623.834921
2021,Minas y energía,21,Ministerio de minas y energía,2101,Funcionamiento,133351596000.0,133351596000.0,74.58595788962911,178789144462.46188,178789144462.46188
2021,Minas y energía,21,Ministerio de minas y energía,2101,Inversión,4221787912086.0,4221787912086.0,74.58595788962911,5660298575682.733,5660298575682.733
2021,Minas y energía,21,Servicio geológico colombiano,2103,Funcionamiento,60521354000.0,60521354000.0,74.58595788962911,81143094105.67381,81143094105.67381
2021,Minas y energía,21,Servicio geológico colombiano,2103,Inversión,157608314772.0,157608314772.0,74.58595788962911,211310974922.68692,211310974922.68692
2021,Minas y energía,21,Unidad de planeación minero energética - upme,2109,Funcionamiento,16856104000.0,16856104000.0,74.58595788962911,22599567635.69805,22599567635.69805
2021,Minas y energía,21,Unidad de planeación minero energética - upme,2109,Inversión,21080200000.0,21080200000.0,74.58595788962911,28262960745.498608,28262960745.498608
2021,Minas y energía,21,Instituto de planificación y promoción de soluciones energéticas para las zonas no interconectadas - ipse,2110,Funcionamiento,34576058670.0,34576058670.0,74.58595788962911,46357330050.201935,46357330050.201935
2021,Minas y energía,21,Instituto de planificación y promoción de soluciones energéticas para las zonas no interconectadas - ipse,2110,Inversión,43277200000.0,43277200000.0,74.58595788962911,58023254275.34332,58023254275.34332
2021,Minas y energía,21,Agencia nacional de hidrocarburos - anh,2111,Funcionamiento,909179689000.0,909179689000.0,74.58595788962911,1218968978511.1921,1218968978511.1921
2021,Minas y energía,21,Agencia nacional de hidrocarburos - anh,2111,Inversión,280458971902.0,280458971902.0,74.58595788962911,376021143707.798,376021143707.798
2021,Minas y energía,21,Agencia nacional de minería - anm,2112,Funcionamiento,104930144800.0,104930144800.0,74.58595788962911,140683511707.75824,140683511707.75824
2021,Minas y energía,21,Agencia nacional de minería - anm,2112,Inversión,66855000000.0,66855000000.0,74.58595788962911,89634834614.48703,89634834614.48703
2021,Educación,22,Ministerio de educación nacional,2201,Funcionamiento,42753299380977.0,42753299380977.0,74.58595788962911,57320842408758.12,57320842408758.12
2021,Educación,22,Ministerio de educación nacional,2201,Inversión,3296949779443.0,3296949779443.0,74.58595788962911,4420335774626.322,4420335774626.322
2021,Igualdad y equidad,46,Instituto nacional para sordos (insor),4603,Funcionamiento,6133028268.0,6133028268.0,74.58595788962911,8222765305.334737,8222765305.334737
2021,Igualdad y equidad,46,Instituto nacional para sordos (insor),4603,Inversión,6553077346.0,6553077346.0,74.58595788962911,8785939781.985664,8785939781.985664
2021,Igualdad y equidad,46,Instituto nacional para ciegos (inci),4604,Funcionamiento,6245557422.0,6245557422.0,74.58595788962911,8373637074.209139,8373637074.209139
2021,Igualdad y equidad,46,Instituto nacional para ciegos (inci),4604,Inversión,1765220026.0,1765220026.0,74.58595788962911,2366692170.947431,2366692170.947431
2021,Educación,22,Escuela tecnológica instituto técnico central,2234,Funcionamiento,25700776621.0,25700776621.0,74.58595788962911,34457929278.09752,34457929278.09752
2021,Educación,22,Escuela tecnológica instituto técnico central,2234,Inversión,11191671975.0,11191671975.0,74.58595788962911,15005065687.51349,15005065687.51349
2021,Educación,22,Instituto nacional de formación técnica profesional de san andrés y providencia,2238,Funcionamiento,4787871262.0,4787871262.0,74.58595788962911,6419266303.564809,6419266303.564809
2021,Educación,22,Instituto nacional de formación técnica profesional de san andrés y providencia,2238,Inversión,2487452756.0,2487452756.0,74.58595788962911,3335014829.039114,3335014829.039114
2021,Educación,22,Instituto nacional de formación técnica profesional de san juan del cesar,2239,Funcionamiento,6290674205.0,6290674205.0,74.58595788962911,8434126721.693137,8434126721.693137
2021,Educación,22,Instituto nacional de formación técnica profesional de san juan del cesar,2239,Inversión,2503732588.0,2503732588.0,74.58595788962911,3356841768.6677375,3356841768.6677375
2021,Educación,22,Instituto tolimense de formación técnica profesional,2241,Funcionamiento,18340157794.0,18340157794.0,74.58595788962911,24589290414.610504,24589290414.610504
2021,Educación,22,Instituto tolimense de formación técnica profesional,2241,Inversión,4475008473.0,4475008473.0,74.58595788962911,5999800229.987034,5999800229.987034
2021,Educación,22,"Instituto técnico nacional de comercio ""simón rodríguez"" de cali",2242,Funcionamiento,7675851444.0,7675851444.0,74.58595788962911,10291282248.2733,10291282248.2733
2021,Educación,22,"Instituto técnico nacional de comercio ""simón rodríguez"" de cali",2242,Inversión,5380911928.0,5380911928.0,74.58595788962911,7214376647.092971,7214376647.092971
2021,Educación,22,Unidad administrativa especial de alimentación escolar,2246,Funcionamiento,12093017476.0,12093017476.0,74.58595788962911,16213531096.423025,16213531096.423025
2021,Educación,22,Unidad administrativa especial de alimentación escolar,2246,Inversión,1195936580000.0,1195936580000.0,74.58595788962911,1603433962421.8867,1603433962421.8867
2021,Tecnologías de la información y las comunicaciones,23,Ministerio de tecnologías de la información y las comunicaciones,2301,Funcionamiento,81891600000.0,81891600000.0,74.58595788962911,109794929658.45076,109794929658.45076
2021,Tecnologías de la información y las comunicaciones,23,Fondo único de tecnologías de la información y las comunicaciones,2306,Funcionamiento,710052000000.0,710052000000.0,74.58595788962911,951991527749.3942,951991527749.3942
2021,Tecnologías de la información y las comunicaciones,23,Fondo único de tecnologías de la información y las comunicaciones,2306,Inversión,1450065000000.0,1450065000000.0,74.58595788962911,1944152815126.1108,1944152815126.1108
2021,Tecnologías de la información y las comunicaciones,23,Unidad administrativa especial comisión de regulación de comunicaciones,2308,Funcionamiento,24327089000.0,24327089000.0,74.58595788962911,32616178283.85172,32616178283.85172
2021,Tecnologías de la información y las comunicaciones,23,Unidad administrativa especial comisión de regulación de comunicaciones,2308,Inversión,19490383000.0,19490383000.0,74.58595788962911,26131437540.617897,26131437540.617897
2021,Tecnologías de la información y las comunicaciones,23,Agencia nacional del espectro - ane,2309,Funcionamiento,17147073342.0,17147073342.0,74.58595788962911,22989680399.860138,22989680399.860138
2021,Tecnologías de la información y las comunicaciones,23,Agencia nacional del espectro - ane,2309,Inversión,17426926658.0,17426926658.0,74.58595788962911,23364889519.536686,23364889519.536686
2021,Tecnologías de la información y las comunicaciones,23,Computadores para educar (cpe),2311,Funcionamiento,18019489008.0,18019489008.0,74.58595788962911,24159358568.08985,24159358568.08985
2021,Tecnologías de la información y las comunicaciones,23,Computadores para educar (cpe),2311,Inversión,85708020430.0,85708020430.0,74.58595788962911,114911737886.14352,114911737886.14352
2021,Tecnologías de la información y las comunicaciones,23,Corporación agencia nacional de gobierno digital - and,2312,Funcionamiento,3868172429.0,3868172429.0,74.58595788962911,5186193941.122333,5186193941.122333
2021,Tecnologías de la información y las comunicaciones,23,Corporación agencia nacional de gobierno digital - and,2312,Inversión,32234769000.0,32234769000.0,74.58595788962911,43218281177.94022,43218281177.94022
2021,Transporte,24,Ministerio de transporte,2401,Funcionamiento,155337838352.0,155337838352.0,74.58595788962911,208266867849.1278,208266867849.1278
2021,Transporte,24,Ministerio de transporte,2401,Inversión,182486003224.0,182486003224.0,74.58595788962911,244665361131.4335,244665361131.4335
2021,Transporte,24,Instituto nacional de vías,2402,Funcionamiento,195776613000.0,195776613000.0,74.58595788962911,262484546071.93823,262484546071.93823
2021,Transporte,24,Instituto nacional de vías,2402,Deuda,2456712528.0,2456712528.0,74.58595788962911,3293800331.2036247,3293800331.2036247
2021,Transporte,24,Instituto nacional de vías,2402,Inversión,4375365389458.0,4375365389458.0,74.58595788962911,5866205266053.676,5866205266053.676
2021,Transporte,24,Unidad administrativa especial de la aeronáutica civil,2412,Funcionamiento,548101000000.0,548101000000.0,74.58595788962911,734858162995.0632,734858162995.0632
2021,Transporte,24,Unidad administrativa especial de la aeronáutica civil,2412,Deuda,1284000000.0,1284000000.0,74.58595788962911,1721503666.8162642,1721503666.8162642
2021,Transporte,24,Unidad administrativa especial de la aeronáutica civil,2412,Inversión,995523000000.0,995523000000.0,74.58595788962911,1334732472663.495,1334732472663.495
2021,Transporte,24,Agencia nacional de infraestructura,2413,Funcionamiento,101565565000.0,101565565000.0,74.58595788962911,136172502001.3751,136172502001.3751
2021,Transporte,24,Agencia nacional de infraestructura,2413,Deuda,969198470862.0,969198470862.0,74.58595788962911,1299438256590.0696,1299438256590.0696
2021,Transporte,24,Agencia nacional de infraestructura,2413,Inversión,4237527256305.0,4237527256305.0,74.58595788962911,5681400864457.104,5681400864457.104
2021,Transporte,24,Unidad de planeación del sector de infraestructura de transporte,2414,Funcionamiento,3550000000.0,3550000000.0,74.58595788962911,4759609047.66179,4759609047.66179
2021,Transporte,24,Unidad de planeación del sector de infraestructura de transporte,2414,Inversión,5872000000.0,5872000000.0,74.58595788962911,7872795585.315501,7872795585.315501
2021,Transporte,24,Comisión de regulación de infraestructura y transporte,2415,Funcionamiento,1210000000.0,1210000000.0,74.58595788962911,1622289281.0340185,1622289281.0340185
2021,Transporte,24,Agencia nacional de seguridad vial,2416,Funcionamiento,20136828000.0,20136828000.0,74.58595788962911,26998148940.84768,26998148940.84768
2021,Transporte,24,Agencia nacional de seguridad vial,2416,Inversión,143936000000.0,143936000000.0,74.58595788962911,192980024756.126,192980024756.126
2021,Transporte,24,Superintendencia de puertos y transporte,2417,Funcionamiento,42233338000.0,42233338000.0,74.58595788962911,56623712016.27,56623712016.27
2021,Transporte,24,Superintendencia de puertos y transporte,2417,Inversión,12424924000.0,12424924000.0,74.58595788962911,16658529770.960596,16658529770.960596
2021,Organismos de control,25,Procuraduría general de la nación,2501,Funcionamiento,791737000000.0,791737000000.0,74.58595788962911,1061509461568.6204,1061509461568.6204
2021,Organismos de control,25,Procuraduría general de la nación,2501,Inversión,102079036923.0,102079036923.0,74.58595788962911,136860931750.79231,136860931750.79231
2021,Organismos de control,25,Defensoría del pueblo,2502,Funcionamiento,649994000000.0,649994000000.0,74.58595788962911,871469668542.5007,871469668542.5007
2021,Organismos de control,25,Defensoría del pueblo,2502,Inversión,60629385904.0,60629385904.0,74.58595788962911,81287936254.32579,81287936254.32579
2021,Organismos de control,25,Contraloría general de la república,2601,Funcionamiento,922092946424.0,922092946424.0,74.58595788962911,1236282233967.5461,1236282233967.5461
2021,Organismos de control,25,Contraloría general de la república,2601,Inversión,153817217700.0,153817217700.0,74.58595788962911,206228118605.93893,206228118605.93893
2021,Organismos de control,25,Fondo de bienestar social de la contraloría general de la república,2602,Funcionamiento,87748000000.0,87748000000.0,74.58595788962911,117646809778.65541,117646809778.65541
2021,Rama judicial,27,Rama judicial,2701,Funcionamiento,4737475927000.0,4737475927000.0,74.58595788962911,6351699516965.95,6351699516965.95
2021,Rama judicial,27,Rama judicial,2701,Inversión,480260662865.0,480260662865.0,74.58595788962911,643902252453.043,643902252453.043
2021,Registraduría,28,Registraduría nacional del estado civil,2801,Funcionamiento,986604000000.0,986604000000.0,74.58595788962911,1322774457706.8486,1322774457706.8486
2021,Registraduría,28,Registraduría nacional del estado civil,2801,Inversión,62671096655.0,62671096655.0,74.58595788962911,84025329201.69705,84025329201.69705
2021,Registraduría,28,Fondo rotatorio de la registraduría,2802,Funcionamiento,39639550000.0,39639550000.0,74.58595788962911,53146129809.92729,53146129809.92729
2021,Registraduría,28,Fondo rotatorio de la registraduría,2802,Inversión,57537593696.0,57537593696.0,74.58595788962911,77142662404.55481,77142662404.55481
2021,Registraduría,28,Fondo social de vivienda de la registraduría nacional del estado civil,2803,Funcionamiento,14183100000.0,14183100000.0,74.58595788962911,19015777770.1104,19015777770.1104
2021,Fiscalía,29,Fiscalía general de la nación,2901,Funcionamiento,4056603300000.0,4056603300000.0,74.58595788962911,5438829794212.584,5438829794212.584
2021,Fiscalía,29,Fiscalía general de la nación,2901,Inversión,94418000001.0,94418000001.0,74.58595788962911,126589511849.82831,126589511849.82831
2021,Fiscalía,29,Instituto nacional de medicina legal y ciencias forenses,2902,Funcionamiento,226053700000.0,226053700000.0,74.58595788962911,303078094585.1898,303078094585.1898
2021,Fiscalía,29,Instituto nacional de medicina legal y ciencias forenses,2902,Inversión,44668590240.0,44668590240.0,74.58595788962911,59888739789.4651,59888739789.4651
2021,Fiscalía,29,Fondo especial para la administración de bienes de la fiscalía general de la nación,2904,Funcionamiento,18016196584.0,18016196584.0,74.58595788962911,24154944300.185867,24154944300.185867
2021,Fiscalía,29,Fondo especial para la administración de bienes de la fiscalía general de la nación,2904,Inversión,64452292597.0,64452292597.0,74.58595788962911,86413440841.47217,86413440841.47217
2021,Ambiente y desarrollo sostenible,32,Ministerio de ambiente y desarrollo sostenible,3201,Funcionamiento,219202523000.0,219202523000.0,74.58595788962911,293892482180.5892,293892482180.5892
2021,Ambiente y desarrollo sostenible,32,Ministerio de ambiente y desarrollo sostenible,3201,Inversión,308768506024.0,308768506024.0,74.58595788962911,413976725325.3082,413976725325.3082
2021,Ambiente y desarrollo sostenible,32,"Instituto de hidrología, meteorología y estudios ambientales - ideam",3202,Funcionamiento,51132763000.0,51132763000.0,74.58595788962911,68555482086.407326,68555482086.407326
2021,Ambiente y desarrollo sostenible,32,"Instituto de hidrología, meteorología y estudios ambientales - ideam",3202,Inversión,31291389274.0,31291389274.0,74.58595788962911,41953459014.771126,41953459014.771126
2021,Ambiente y desarrollo sostenible,32,Fondo nacional ambiental,3204,Funcionamiento,53449868000.0,53449868000.0,74.58595788962911,71662105726.51503,71662105726.51503
2021,Ambiente y desarrollo sostenible,32,Fondo nacional ambiental,3204,Inversión,307884412378.0,307884412378.0,74.58595788962911,412791390081.2288,412791390081.2288
2021,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de los valles del sinú y san jorge (cvs),3208,Funcionamiento,3028787000.0,3028787000.0,74.58595788962911,4060800565.8142,4060800565.8142
2021,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del quindío (crq),3209,Funcionamiento,5032792400.0,5032792400.0,74.58595788962911,6747640631.561547,6747640631.561547
2021,Ambiente y desarrollo sostenible,32,Corporación para el desarrollo sostenible del urabá (corpourabá),3210,Funcionamiento,3623997000.0,3623997000.0,74.58595788962911,4858819411.239206,4858819411.239206
2021,Ambiente y desarrollo sostenible,32,Corporación para el desarrollo sostenible del urabá (corpourabá),3210,Inversión,1920577093.0,1920577093.0,74.58595788962911,2574984819.316839,2574984819.316839
2021,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de caldas (corpocaldas),3211,Funcionamiento,3785611000.0,3785611000.0,74.58595788962911,5075500948.317745,5075500948.317745
2021,Ambiente y desarrollo sostenible,32,Corporación autónoma regional para el desarrollo sostenible del choco (codechoco),3212,Funcionamiento,2031745000.0,2031745000.0,74.58595788962911,2724031516.7722826,2724031516.7722826
2021,Ambiente y desarrollo sostenible,32,Corporación autónoma regional para el desarrollo sostenible del choco (codechoco),3212,Inversión,5088444261.0,5088444261.0,74.58595788962911,6822255026.247411,6822255026.247411
2021,Ambiente y desarrollo sostenible,32,Corporación autónoma regional para la defensa de la meseta de bucaramanga (cdmb),3213,Funcionamiento,1216974000.0,1216974000.0,74.58595788962911,1631639566.5265236,1631639566.5265236
2021,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del tolima (cortolima),3214,Funcionamiento,2111308000.0,2111308000.0,74.58595788962911,2830704411.0424557,2830704411.0424557
2021,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de risaralda (carder),3215,Funcionamiento,2534929000.0,2534929000.0,74.58595788962911,3398667888.3324656,3398667888.3324656
2021,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de nariño (corponariño),3216,Funcionamiento,2523623000.0,2523623000.0,74.58595788962911,3383509539.06687,3383509539.06687
2021,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de nariño (corponariño),3216,Inversión,2109840328.0,2109840328.0,74.58595788962911,2828736651.9071884,2828736651.9071884
2021,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de la frontera nororiental (corponor),3217,Funcionamiento,3801177000.0,3801177000.0,74.58595788962911,5096370828.440535,5096370828.440535
2021,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de la guajira (corpoguajira),3218,Funcionamiento,3657862000.0,3657862000.0,74.58595788962911,4904223400.084014,4904223400.084014
2021,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de la guajira (corpoguajira),3218,Inversión,730317457.0,730317457.0,74.58595788962911,979162134.0852253,979162134.0852253
2021,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del cesar (corpocesar),3219,Funcionamiento,2886551000.0,2886551000.0,74.58595788962911,3870099790.4611793,3870099790.4611793
2021,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del cesar (corpocesar),3219,Inversión,1861942882.0,1861942882.0,74.58595788962911,2496371883.7737093,2496371883.7737093
2021,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del cauca (crc),3221,Funcionamiento,5714058000.0,5714058000.0,74.58595788962911,7661037226.947671,7661037226.947671
2021,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del magdalena (corpamag),3222,Funcionamiento,4768431000.0,4768431000.0,74.58595788962911,6393202065.000269,6393202065.000269
2021,Ambiente y desarrollo sostenible,32,Corporación para el desarrollo sostenible del sur de la amazonia (corpoamazonia),3223,Funcionamiento,2250939000.0,2250939000.0,74.58595788962911,3017912571.8689528,3017912571.8689528
2021,Ambiente y desarrollo sostenible,32,Corporación para el desarrollo sostenible del sur de la amazonia (corpoamazonia),3223,Inversión,3661344862.0,3661344862.0,74.58595788962911,4908892994.869072,4908892994.869072
2021,Ambiente y desarrollo sostenible,32,Corporación para el desarrollo sostenible del norte y oriente de la amazonia (cda),3224,Funcionamiento,2328236000.0,2328236000.0,74.58595788962911,3121547360.7582803,3121547360.7582803
2021,Ambiente y desarrollo sostenible,32,Corporación para el desarrollo sostenible del norte y oriente de la amazonia (cda),3224,Inversión,6949992404.0,6949992404.0,74.58595788962911,9318097669.650454,9318097669.650454
