Año,Sector,Código de sector,Entidad,Código de entidad,Tipo de gasto,apropiacion_corrientes,Apropiación a precios corrientes,IPC,apropiacion_cons_2025,Apropiación a precios constantes (2025)
2015,Igualdad y equidad,46,Instituto nacional para ciegos (inci),4604,Inversión,2022804160.0,2022804160.0,58.947074698697094,3431559870.17064,3431559870.17064
2015,Educación,22,Escuela tecnológica instituto técnico central,2234,Funcionamiento,15202261665.0,15202261665.0,58.947074698697094,25789679543.395588,25789679543.395588
2015,Educación,22,Escuela tecnológica instituto técnico central,2234,Inversión,4361409060.0,4361409060.0,58.947074698697094,7398855808.015865,7398855808.015865
2015,Educación,22,Instituto nacional de formación técnica profesional de san andrés y providencia,2238,Funcionamiento,2615852632.0,2615852632.0,58.947074698697094,4437629255.345929,4437629255.345929
2015,Educación,22,Instituto nacional de formación técnica profesional de san andrés y providencia,2238,Inversión,1072800000.0,1072800000.0,58.947074698697094,1819937639.795571,1819937639.795571
2015,Educación,22,Instituto nacional de formación técnica profesional de san juan del cesar,2239,Funcionamiento,2965382129.0,2965382129.0,58.947074698697094,5030584035.18291,5030584035.18291
2015,Educación,22,Instituto nacional de formación técnica profesional de san juan del cesar,2239,Inversión,1848000000.0,1848000000.0,58.947074698697094,3135015621.1243615,3135015621.1243615
2015,Educación,22,Instituto tolimense de formación técnica profesional,2241,Funcionamiento,8911948020.0,8911948020.0,58.947074698697094,15118558580.816193,15118558580.816193
2015,Educación,22,Instituto tolimense de formación técnica profesional,2241,Inversión,466377628.0,466377628.0,58.947074698697094,791180275.4994191,791180275.4994191
2015,Educación,22,"Instituto técnico nacional de comercio ""simón rodríguez"" de cali",2242,Funcionamiento,4847729570.0,4847729570.0,58.947074698697094,8223867926.913682,8223867926.913682
2015,Educación,22,"Instituto técnico nacional de comercio ""simón rodríguez"" de cali",2242,Inversión,1320000000.0,1320000000.0,58.947074698697094,2239296872.231687,2239296872.231687
2015,Tecnologías de la información y las comunicaciones,23,Ministerio de tecnologías de la información y las comunicaciones,2301,Funcionamiento,68372970000.0,68372970000.0,58.947074698697094,115990437777.4174,115990437777.4174
2015,Tecnologías de la información y las comunicaciones,23,Ministerio de tecnologías de la información y las comunicaciones,2301,Inversión,11669000000.0,11669000000.0,58.947074698697094,19795723637.932995,19795723637.932995
2015,Tecnologías de la información y las comunicaciones,23,Fondo único de tecnologías de la información y las comunicaciones,2306,Funcionamiento,403356392000.0,403356392000.0,58.947074698697094,684268717424.4381,684268717424.4381
2015,Tecnologías de la información y las comunicaciones,23,Fondo único de tecnologías de la información y las comunicaciones,2306,Inversión,1153728000000.0,1153728000000.0,58.947074698697094,1957226895307.6665,1957226895307.6665
2015,Tecnologías de la información y las comunicaciones,23,Agencia nacional del espectro - ane,2309,Funcionamiento,13113970000.0,13113970000.0,58.947074698697094,22247024245.106194,22247024245.106194
2015,Tecnologías de la información y las comunicaciones,23,Agencia nacional del espectro - ane,2309,Inversión,7707000000.0,7707000000.0,58.947074698697094,13074440147.1891,13074440147.1891
2015,Tecnologías de la información y las comunicaciones,23,Autoridad nacional de televisión antv,2310,Funcionamiento,62432455195.0,62432455195.0,58.947074698697094,105912728518.11246,105912728518.11246
2015,Tecnologías de la información y las comunicaciones,23,Autoridad nacional de televisión antv,2310,Inversión,183932000000.0,183932000000.0,58.947074698697094,312029054775.2414,312029054775.2414
2015,Transporte,24,Ministerio de transporte,2401,Funcionamiento,102638091163.0,102638091163.0,58.947074698697094,174119057964.49747,174119057964.49747
2015,Transporte,24,Ministerio de transporte,2401,Inversión,359801000000.0,359801000000.0,58.947074698697094,610379737822.601,610379737822.601
2015,Transporte,24,Instituto nacional de vías,2402,Funcionamiento,149007630000.0,149007630000.0,58.947074698697094,252782060452.77005,252782060452.77005
2015,Transporte,24,Instituto nacional de vías,2402,Deuda,6970100000.0,6970100000.0,58.947074698697094,11824335703.895515,11824335703.895515
2015,Transporte,24,Instituto nacional de vías,2402,Inversión,3919080000000.0,3919080000000.0,58.947074698697094,6648472413655.879,6648472413655.879
2015,Transporte,24,Unidad administrativa especial de la aeronáutica civil,2412,Funcionamiento,302698699930.0,302698699930.0,58.947074698697094,513509281804.4295,513509281804.4295
2015,Transporte,24,Unidad administrativa especial de la aeronáutica civil,2412,Deuda,1380451840.0,1380451840.0,58.947074698697094,2341849611.8018765,2341849611.8018765
2015,Transporte,24,Unidad administrativa especial de la aeronáutica civil,2412,Inversión,809415207223.0,809415207223.0,58.947074698697094,1373121925660.0203,1373121925660.0203
2015,Transporte,24,Agencia nacional de infraestructura,2413,Funcionamiento,71459940000.0,71459940000.0,58.947074698697094,121227287978.68486,121227287978.68486
2015,Transporte,24,Agencia nacional de infraestructura,2413,Deuda,280078681946.0,280078681946.0,58.947074698697094,475135845803.37213,475135845803.37213
2015,Transporte,24,Agencia nacional de infraestructura,2413,Inversión,1987977700000.0,1987977700000.0,58.947074698697094,3372478973997.2295,3372478973997.2295
2015,Transporte,24,Unidad de planeación del sector de infraestructura de transporte,2414,Funcionamiento,2500000000.0,2500000000.0,58.947074698697094,4241092561.044862,4241092561.044862
2015,Transporte,24,Comisión de regulación de infraestructura y transporte,2415,Funcionamiento,2500000000.0,2500000000.0,58.947074698697094,4241092561.044862,4241092561.044862
2015,Transporte,24,Agencia nacional de seguridad vial,2416,Funcionamiento,16000000000.0,16000000000.0,58.947074698697094,27142992390.687115,27142992390.687115
2015,Transporte,24,Agencia nacional de seguridad vial,2416,Inversión,32000000000.0,32000000000.0,58.947074698697094,54285984781.37423,54285984781.37423
2015,Organismos de control,25,Procuraduría general de la nación,2501,Funcionamiento,493785800000.0,493785800000.0,58.947074698697094,837676513251.8344,837676513251.8344
2015,Organismos de control,25,Procuraduría general de la nación,2501,Inversión,23811000000.0,23811000000.0,58.947074698697094,40393861988.41568,40393861988.41568
2015,Organismos de control,25,Defensoría del pueblo,2502,Funcionamiento,389900600000.0,389900600000.0,58.947074698697094,661441813682.7712,661441813682.7712
2015,Organismos de control,25,Defensoría del pueblo,2502,Inversión,34821000000.0,34821000000.0,58.947074698697094,59071633627.25725,59071633627.25725
2015,Organismos de control,25,Contraloría general de la república,2601,Funcionamiento,391867000000.0,391867000000.0,58.947074698697094,664777687447.5867,664777687447.5867
2015,Organismos de control,25,Contraloría general de la república,2601,Inversión,109000000000.0,109000000000.0,58.947074698697094,184911635661.55597,184911635661.55597
2015,Organismos de control,25,Fondo de bienestar social de la contraloría general de la república,2602,Funcionamiento,56311600000.0,56311600000.0,58.947074698697094,95529083144.21353,95529083144.21353
2015,Rama judicial,27,Rama judicial,2701,Funcionamiento,2986793606633.0,2986793606633.0,58.947074698697094,5066907258587.027,5066907258587.027
2015,Rama judicial,27,Rama judicial,2701,Inversión,342015000000.0,342015000000.0,58.947074698697094,580206908906.3033,580206908906.3033
2015,Registraduría,28,Registraduría nacional del estado civil,2801,Funcionamiento,276954000000.0,276954000000.0,58.947074698697094,469835019660.64746,469835019660.64746
2015,Registraduría,28,Registraduría nacional del estado civil,2801,Inversión,42632000000.0,42632000000.0,58.947074698697094,72322503224.98581,72322503224.98581
2015,Registraduría,28,Fondo rotatorio de la registraduría,2802,Funcionamiento,30181382267.0,30181382267.0,58.947074698697094,51200814325.85,51200814325.85
2015,Registraduría,28,Fondo rotatorio de la registraduría,2802,Inversión,44123775259.0,44123775259.0,58.947074698697094,74853206006.46408,74853206006.46408
2015,Registraduría,28,Fondo social de vivienda de la registraduría nacional del estado civil,2803,Funcionamiento,11777898537.0,11777898537.0,58.947074698697094,19980463148.004745,19980463148.004745
2015,Fiscalía,29,Fiscalía general de la nación,2901,Funcionamiento,2693833015147.0,2693833015147.0,58.947074698697094,4569918064494.797,4569918064494.797
2015,Fiscalía,29,Fiscalía general de la nación,2901,Inversión,128064000000.0,128064000000.0,58.947074698697094,217252511095.05966,217252511095.05966
2015,Fiscalía,29,Instituto nacional de medicina legal y ciencias forenses,2902,Funcionamiento,154910939782.0,154910939782.0,58.947074698697094,262796653733.56348,262796653733.56348
2015,Fiscalía,29,Instituto nacional de medicina legal y ciencias forenses,2902,Inversión,37719000000.0,37719000000.0,58.947074698697094,63987908124.020454,63987908124.020454
2015,Fiscalía,29,Conocimiento e innovación para la justicia (cij),2903,Funcionamiento,18652784364.0,18652784364.0,58.947074698697094,31643274003.573723,31643274003.573723
2015,Fiscalía,29,Conocimiento e innovación para la justicia (cij),2903,Inversión,5001000000.0,5001000000.0,58.947074698697094,8483881559.114141,8483881559.114141
2015,Ambiente y desarrollo sostenible,32,Ministerio de ambiente y desarrollo sostenible,3201,Funcionamiento,156104668000.0,156104668000.0,58.947074698697094,264821738479.67114,264821738479.67114
2015,Ambiente y desarrollo sostenible,32,Ministerio de ambiente y desarrollo sostenible,3201,Inversión,189640316762.0,189640316762.0,58.947074698697094,321712854677.40375,321712854677.40375
2015,Ambiente y desarrollo sostenible,32,"Instituto de hidrología, meteorología y estudios ambientales - ideam",3202,Funcionamiento,47546638000.0,47546638000.0,58.947074698697094,80659877089.79718,80659877089.79718
2015,Ambiente y desarrollo sostenible,32,"Instituto de hidrología, meteorología y estudios ambientales - ideam",3202,Inversión,22628450000.0,22628450000.0,58.947074698697094,38387740385.19024,38387740385.19024
2015,Ambiente y desarrollo sostenible,32,Fondo nacional ambiental,3204,Funcionamiento,26305746000.0,26305746000.0,58.947074698697094,44626041469.33425,44626041469.33425
2015,Ambiente y desarrollo sostenible,32,Fondo nacional ambiental,3204,Inversión,186552575728.0,186552575728.0,58.947074698697094,316474696465.5116,316474696465.5116
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de los valles del sinú y san jorge (cvs),3208,Funcionamiento,2318910000.0,2318910000.0,58.947074698697094,3933884780.293016,3933884780.293016
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del quindío (crq),3209,Funcionamiento,4041717000.0,4041717000.0,58.947074698697094,6856518361.019422,6856518361.019422
2015,Ambiente y desarrollo sostenible,32,Corporación para el desarrollo sostenible del urabá (corpourabá),3210,Funcionamiento,2784278000.0,2784278000.0,58.947074698697094,4723352285.472346,4723352285.472346
2015,Ambiente y desarrollo sostenible,32,Corporación para el desarrollo sostenible del urabá (corpourabá),3210,Inversión,1780000000.0,1780000000.0,58.947074698697094,3019657903.4639416,3019657903.4639416
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de caldas (corpocaldas),3211,Funcionamiento,2834828000.0,2834828000.0,58.947074698697094,4809107177.056673,4809107177.056673
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional para el desarrollo sostenible del choco (codechoco),3212,Funcionamiento,1690753000.0,1690753000.0,58.947074698697094,2868255988.345713,2868255988.345713
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional para el desarrollo sostenible del choco (codechoco),3212,Inversión,1758000000.0,1758000000.0,58.947074698697094,2982336288.926747,2982336288.926747
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del tolima (cortolima),3214,Funcionamiento,1582767000.0,1582767000.0,58.947074698697094,2685064539.826917,2685064539.826917
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del tolima (cortolima),3214,Inversión,1500000000.0,1500000000.0,58.947074698697094,2544655536.626917,2544655536.626917
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de risaralda (carder),3215,Funcionamiento,2010684000.0,2010684000.0,58.947074698697094,3410998782.0047708,3410998782.0047708
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de nariño (corponariño),3216,Funcionamiento,1927438000.0,1927438000.0,58.947074698697094,3269777185.470074,3269777185.470074
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de la frontera nororiental (corponor),3217,Funcionamiento,2793769000.0,2793769000.0,58.947074698697094,4739453169.271097,4739453169.271097
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de la guajira (corpoguajira),3218,Funcionamiento,2936749000.0,2936749000.0,58.947074698697094,4982009735.022374,4982009735.022374
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del cesar (corpocesar),3219,Funcionamiento,2194905000.0,2194905000.0,58.947074698697094,3723518107.0800686,3723518107.0800686
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del cauca (crc),3221,Funcionamiento,4332367000.0,4332367000.0,58.947074698697094,7349587782.166497,7349587782.166497
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del magdalena (corpamag),3222,Funcionamiento,3680012000.0,3680012000.0,58.947074698697094,6242908607.102329,6242908607.102329
2015,Ambiente y desarrollo sostenible,32,Corporación para el desarrollo sostenible del sur de la amazonia (corpoamazonia),3223,Funcionamiento,1786990000.0,1786990000.0,58.947074698697094,3031515998.2646227,3031515998.2646227
2015,Ambiente y desarrollo sostenible,32,Corporación para el desarrollo sostenible del norte y oriente de la amazonia (cda),3224,Funcionamiento,1819259000.0,1819259000.0,58.947074698697094,3086258324.6055655,3086258324.6055655
2015,Ambiente y desarrollo sostenible,32,Corporación para el desarrollo sostenible del norte y oriente de la amazonia (cda),3224,Inversión,1410000000.0,1410000000.0,58.947074698697094,2391976204.4293017,2391976204.4293017
2015,Ambiente y desarrollo sostenible,32,"Corporación para el desarrollo sostenible del archipiélago de san andrés, providencia y santa catalina (coralina)",3226,Funcionamiento,1775961000.0,1775961000.0,58.947074698697094,3012805994.3223176,3012805994.3223176
2015,Ambiente y desarrollo sostenible,32,"Corporación para el desarrollo sostenible del archipiélago de san andrés, providencia y santa catalina (coralina)",3226,Inversión,970000000.0,970000000.0,58.947074698697094,1645543913.6854062,1645543913.6854062
2015,Ambiente y desarrollo sostenible,32,Corporación para el desarrollo sostenible del área de manejo especial la macarena (cormacarena),3227,Funcionamiento,1940594000.0,1940594000.0,58.947074698697094,3292095510.963317,3292095510.963317
2015,Ambiente y desarrollo sostenible,32,Corporación para el desarrollo sostenible del área de manejo especial la macarena (cormacarena),3227,Inversión,560000000.0,560000000.0,58.947074698697094,950004733.674049,950004733.674049
2015,Ambiente y desarrollo sostenible,32,Corporación para el desarrollo sostenible de la mojana y el san jorge (corpomojana),3228,Funcionamiento,1684627000.0,1684627000.0,58.947074698697094,2857863615.134129,2857863615.134129
2015,Ambiente y desarrollo sostenible,32,Corporación para el desarrollo sostenible de la mojana y el san jorge (corpomojana),3228,Inversión,1065000000.0,1065000000.0,58.947074698697094,1806705431.005111,1806705431.005111
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de la orinoquia (corporinoquia),3229,Funcionamiento,1636772000.0,1636772000.0,58.947074698697094,2776680621.330608,2776680621.330608
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de sucre (carsucre),3230,Funcionamiento,1889692000.0,1889692000.0,58.947074698697094,3205743473.546395,3205743473.546395
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de sucre (carsucre),3230,Inversión,808000000.0,808000000.0,58.947074698697094,1370721115.7296994,1370721115.7296994
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del alto magdalena (cam),3231,Funcionamiento,1740302000.0,1740302000.0,58.947074698697094,2952312746.468598,2952312746.468598
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del alto magdalena (cam),3231,Inversión,1540000000.0,1540000000.0,58.947074698697094,2612513017.603635,2612513017.603635
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del centro de antioquia (corantioquia),3232,Funcionamiento,1874214000.0,1874214000.0,58.947074698697094,3179486021.2824535,3179486021.2824535
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del atlántico (cra),3233,Funcionamiento,1631322000.0,1631322000.0,58.947074698697094,2767435039.54753,2767435039.54753
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de santander (cas),3234,Funcionamiento,1583368000.0,1583368000.0,58.947074698697094,2686084098.4785924,2686084098.4785924
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de boyacá (corpoboyacá),3235,Funcionamiento,1755411000.0,1755411000.0,58.947074698697094,2977944213.4705286,2977944213.4705286
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de boyacá (corpoboyacá),3235,Inversión,810000000.0,810000000.0,58.947074698697094,1374113989.7785351,1374113989.7785351
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de chivor (corpochivor),3236,Funcionamiento,1812689000.0,1812689000.0,58.947074698697094,3075112733.3551397,3075112733.3551397
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del guavio (corpoguavio),3237,Funcionamiento,641912000.0,641912000.0,58.947074698697094,1088963283.2181716,1088963283.2181716
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del guavio (corpoguavio),3237,Inversión,280000000.0,280000000.0,58.947074698697094,475002366.8370245,475002366.8370245
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del canal del dique (cardique),3238,Funcionamiento,1820909000.0,1820909000.0,58.947074698697094,3089057445.695855,3089057445.695855
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del sur de bolivar (csb),3239,Funcionamiento,1988142000.0,1988142000.0,58.947074698697094,3372757698.6003413,3372757698.6003413
2015,"Ministerio de las culturas, las artes y los saberes ancestrales",33,"Ministerio de las culturas, las artes y los saberes",3301,Funcionamiento,188701383598.0,188701383598.0,58.947074698697094,320120013694.5403,320120013694.5403
2015,"Ministerio de las culturas, las artes y los saberes ancestrales",33,"Ministerio de las culturas, las artes y los saberes",3301,Inversión,202091294430.0,202091294430.0,58.947074698697094,342835154183.6,342835154183.6
2015,"Ministerio de las culturas, las artes y los saberes ancestrales",33,Archivo general de la nación,3304,Funcionamiento,9685180366.0,9685180366.0,58.947074698697094,16430298561.04814,16430298561.04814
2015,"Ministerio de las culturas, las artes y los saberes ancestrales",33,Archivo general de la nación,3304,Inversión,24413088422.0,24413088422.0,58.947074698697094,41415267079.46986,41415267079.46986
2015,"Ministerio de las culturas, las artes y los saberes ancestrales",33,Instituto colombiano de antropología e historia,3305,Funcionamiento,4932887844.0,4932887844.0,58.947074698697094,8368333575.86281,8368333575.86281
2015,"Ministerio de las culturas, las artes y los saberes ancestrales",33,Instituto colombiano de antropología e historia,3305,Inversión,7364883577.0,7364883577.0,58.947074698697094,12494061180.550468,12494061180.550468
2015,"Ministerio de las culturas, las artes y los saberes ancestrales",33,Instituto caro y cuervo,3307,Funcionamiento,5724889185.0,5724889185.0,58.947074698697094,9711913974.123873,9711913974.123873
2015,"Ministerio de las culturas, las artes y los saberes ancestrales",33,Instituto caro y cuervo,3307,Inversión,3612368012.0,3612368012.0,58.947074698697094,6128154841.379847,6128154841.379847
2015,Organismos de control,25,Auditoría general de la república,3401,Funcionamiento,25622000000.0,25622000000.0,58.947074698697094,43466109439.63658,43466109439.63658
2015,Organismos de control,25,Auditoría general de la república,3401,Inversión,4800000000.0,4800000000.0,58.947074698697094,8142897717.206135,8142897717.206135
2015,"Comercio, industria y turismo",35,"Ministerio de comercio, industria y turismo",3501,Funcionamiento,328443330000.0,328443330000.0,58.947074698697094,557183425435.1211,557183425435.1211
2015,"Comercio, industria y turismo",35,"Ministerio de comercio, industria y turismo",3501,Inversión,224350299346.0,224350299346.0,58.947074698697094,380596154249.8034,380596154249.8034
2015,"Comercio, industria y turismo",35,Superintendencia de sociedades,3502,Funcionamiento,108340830000.0,108340830000.0,58.947074698697094,183793395268.17038,183793395268.17038
2015,"Comercio, industria y turismo",35,Superintendencia de sociedades,3502,Inversión,12709000000.0,12709000000.0,58.947074698697094,21560018143.32766,21560018143.32766
2015,"Comercio, industria y turismo",35,Superintendencia de industria y comercio,3503,Funcionamiento,64994780000.0,64994780000.0,58.947074698697094,110259551185.89894,110259551185.89894
2015,"Comercio, industria y turismo",35,Superintendencia de industria y comercio,3503,Inversión,66031000000.0,66031000000.0,58.947074698697094,112017433159.34131,112017433159.34131
2015,"Comercio, industria y turismo",35,Unidad administrativa especial junta central contadores,3504,Funcionamiento,10213100000.0,10213100000.0,58.947074698697094,17325880974.082912,17325880974.082912
2015,"Comercio, industria y turismo",35,Instituto nacional de metrología - inm,3505,Funcionamiento,11258040000.0,11258040000.0,58.947074698697094,19098555878.378197,19098555878.378197
2015,"Comercio, industria y turismo",35,Instituto nacional de metrología - inm,3505,Inversión,10000300000.0,10000300000.0,58.947074698697094,16964879175.286772,16964879175.286772
2015,Trabajo,36,Ministerio del trabajo,3601,Funcionamiento,21779982314700.0,21779982314700.0,58.947074698697094,36948368389825.125,36948368389825.125
2015,Trabajo,36,Ministerio del trabajo,3601,Inversión,1570681863767.0,1570681863767.0,58.947074698697094,2664562867276.121,2664562867276.121
2015,Trabajo,36,Servicio nacional de aprendizaje (sena),3602,Funcionamiento,73189054025.0,73189054025.0,58.947074698697094,124160621030.1352,124160621030.1352
2015,Trabajo,36,Servicio nacional de aprendizaje (sena),3602,Deuda,190582000.0,190582000.0,58.947074698697094,323310360.9876207,323310360.9876207
2015,Trabajo,36,Servicio nacional de aprendizaje (sena),3602,Inversión,3118137613975.0,3118137613975.0,58.947074698697094,5289724095577.419,5289724095577.419
2015,Trabajo,36,Unidad administrativa especial de organizaciones solidarias,3612,Funcionamiento,7749598628.0,7749598628.0,58.947074698697094,13146706036.917706,13146706036.917706
2015,Trabajo,36,Unidad administrativa especial de organizaciones solidarias,3612,Inversión,5478000000.0,5478000000.0,58.947074698697094,9293082019.761501,9293082019.761501
2015,Trabajo,36,Unidad administrativa especial del servicio público de empleo,3613,Funcionamiento,9251641700.0,9251641700.0,58.947074698697094,15694827516.528975,15694827516.528975
2015,Trabajo,36,Unidad administrativa especial del servicio público de empleo,3613,Inversión,16223400000.0,16223400000.0,58.947074698697094,27521976421.94208,27521976421.94208
2015,Interior,37,Ministerio del interior,3701,Funcionamiento,399653911090.0,399653911090.0,58.947074698697094,677987691726.5134,677987691726.5134
2015,Interior,37,Ministerio del interior,3701,Inversión,90037475386.0,90037475386.0,58.947074698697094,152742906829.92978,152742906829.92978
2015,Interior,37,Fondo para la participación y el fortalecimiento de la democracia,3702,Funcionamiento,6641805249.0,6641805249.0,58.947074698697094,11267404333.377047,11267404333.377047
2015,Interior,37,Dirección nacional del derecho de autor,3703,Funcionamiento,3205246945.0,3205246945.0,58.947074698697094,5437499589.900508,5437499589.900508
2015,Interior,37,Dirección nacional del derecho de autor,3703,Inversión,714500000.0,714500000.0,58.947074698697094,1212104253.9466214,1212104253.9466214
2015,Interior,37,Corporación nacional para la reconstrucción de la cuenca del río páez y zonas aledañas nasa ki we,3704,Funcionamiento,2523959671.0,2523959671.0,58.947074698697094,4281738634.022135,4281738634.022135
2015,Interior,37,Corporación nacional para la reconstrucción de la cuenca del río páez y zonas aledañas nasa ki we,3704,Inversión,15000000000.0,15000000000.0,58.947074698697094,25446555366.26917,25446555366.26917
2015,Interior,37,Unidad nacional de protección - unp,3708,Funcionamiento,368251855905.0,368251855905.0,58.947074698697094,624716082667.8639,624716082667.8639
2015,Interior,37,Unidad nacional de protección - unp,3708,Inversión,3000000000.0,3000000000.0,58.947074698697094,5089311073.253834,5089311073.253834
2015,Interior,37,Dirección nacional de bomberos,3709,Funcionamiento,4391551948.0,4391551948.0,58.947074698697094,7449991319.241948,7449991319.241948
2015,Interior,37,Dirección nacional de bomberos,3709,Inversión,28982024614.0,28982024614.0,58.947074698697094,49166179597.78179,49166179597.78179
2015,Empleo público,5,Comisión nacional del servicio civil,3801,Funcionamiento,18194280000.0,18194280000.0,58.947074698697094,30865450224.626923,30865450224.626923
2015,Empleo público,5,Comisión nacional del servicio civil,3801,Inversión,39697232000.0,39697232000.0,58.947074698697094,67343854131.70882,67343854131.70882
2015,"Ciencia, tecnología e innovación",39,"Departamento administrativo de ciencia, tecnología e innovación (colciencias)",3901,Funcionamiento,21824700000.0,21824700000.0,58.947074698697094,37024229126.814316,37024229126.814316
2015,"Ciencia, tecnología e innovación",39,"Departamento administrativo de ciencia, tecnología e innovación (colciencias)",3901,Inversión,355228729121.0,355228729121.0,58.947074698697094,602623168217.7974,602623168217.7974
2015,"Vivienda, ciudad y territorio",40,"Ministerio de vivienda, ciudad y territorio",4001,Funcionamiento,1602101235139.0,1602101235139.0,58.947074698697094,2717863852155.519,2717863852155.519
2015,"Vivienda, ciudad y territorio",40,"Ministerio de vivienda, ciudad y territorio",4001,Inversión,314850313019.0,314850313019.0,58.947074698697094,534123728155.0108,534123728155.0108
2015,"Vivienda, ciudad y territorio",40,Fondo nacional de vivienda - fonvivienda,4002,Funcionamiento,2266619000.0,2266619000.0,58.947074698697094,3845176391.8491774,3845176391.8491774
2015,"Vivienda, ciudad y territorio",40,Fondo nacional de vivienda - fonvivienda,4002,Inversión,2104659000000.0,2104659000000.0,58.947074698697094,3570421451374.447,3570421451374.447
2015,Inclusión social y reconciliación,41,Departamento administrativo para la prosperidad social,4101,Funcionamiento,117432500000.0,117432500000.0,58.947074698697094,199216840869.9603,199216840869.9603
2015,Inclusión social y reconciliación,41,Departamento administrativo para la prosperidad social,4101,Inversión,3354805078611.0,3354805078611.0,58.947074698697094,5691215545061.054,5691215545061.054
2015,Inclusión social y reconciliación,41,Unidad administrativa especial para la consolidación territorial,4102,Funcionamiento,35467700000.0,35467700000.0,58.947074698697094,60168719450.94833,60168719450.94833
2015,Inclusión social y reconciliación,41,Unidad administrativa especial para la consolidación territorial,4102,Inversión,165990000000.0,165990000000.0,58.947074698697094,281591581683.13464,281591581683.13464
2015,Inclusión social y reconciliación,41,Agencia nacional para la superación de la pobreza extrema,4103,Funcionamiento,24076600000.0,24076600000.0,58.947074698697094,40844435662.10109,40844435662.10109
2015,Inclusión social y reconciliación,41,Agencia nacional para la superación de la pobreza extrema,4103,Inversión,223609411206.0,223609411206.0,58.947074698697094,379339284178.1553,379339284178.1553
2015,Inclusión social y reconciliación,41,Unidad de atención y reparación integral a las víctimas,4104,Funcionamiento,721434900000.0,721434900000.0,58.947074698697094,1223868875067.2576,1223868875067.2576
2015,Inclusión social y reconciliación,41,Unidad de atención y reparación integral a las víctimas,4104,Inversión,959529367443.0,959529367443.0,58.947074698697094,1627781144946.6355,1627781144946.6355
2015,Inclusión social y reconciliación,41,Centro de memoria histórica,4105,Funcionamiento,9898500000.0,9898500000.0,58.947074698697094,16792181886.201025,16792181886.201025
2015,Inclusión social y reconciliación,41,Centro de memoria histórica,4105,Inversión,31028750000.0,31028750000.0,58.947074698697094,52638320321.4083,52638320321.4083
2015,Igualdad y equidad,46,Instituto colombiano de bienestar familiar (icbf),4602,Funcionamiento,339770000000.0,339770000000.0,58.947074698697094,576398407786.4851,576398407786.4851
2015,Igualdad y equidad,46,Instituto colombiano de bienestar familiar (icbf),4602,Inversión,5115307823436.0,5115307823436.0,58.947074698697094,8677797582971.601,8677797582971.601
2015,Inteligencia,42,Departamento administrativo dirección nacional de inteligencia,4201,Funcionamiento,76528400000.0,76528400000.0,58.947074698697094,129825611179.46623,129825611179.46623
2015,Inteligencia,42,Departamento administrativo dirección nacional de inteligencia,4201,Inversión,16871000000.0,16871000000.0,58.947074698697094,28620589038.955143,28620589038.955143
2015,Deporte y recreación,43,"Departamento administrativo del deporte, la recreación, la actividad física y el aprovechamiento del tiempo libre (coldeportes)",4301,Funcionamiento,27849663300.0,27849663300.0,58.947074698697094,47245199939.693634,47245199939.693634
2015,Deporte y recreación,43,"Departamento administrativo del deporte, la recreación, la actividad física y el aprovechamiento del tiempo libre (coldeportes)",4301,Inversión,459999640000.0,459999640000.0,58.947074698697094,780360420514.9258,780360420514.9258
2016,Congreso de la república,1,Congreso de la república,101,Funcionamiento,432446713396.0,432446713396.0,62.33460675974658,693750608009.3832,693750608009.3832
2016,Congreso de la república,1,Congreso de la república,101,Inversión,71700000000.0,71700000000.0,62.33460675974658,115024388100.09666,115024388100.09666
