Año,Sector,Código de sector,Entidad,Código de entidad,Tipo de gasto,apropiacion_corrientes,apropiacion_cons_2024,Apropiación a precios corrientes en millones,Apropiación a precios constantes (2024) en millones
2014,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de santander (cas),3234,Funcionamiento,1546056000,2676254805.429864,1546.06,2676.25
2014,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de boyacá (corpoboyacá),3235,Funcionamiento,1719271000,2976093540.975364,1719.27,2976.09
2014,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de boyacá (corpoboyacá),3235,Inversion,1000000000,1731020613.373554,1000.0,1731.02
2014,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de chivor (corpochivor),3236,Funcionamiento,1705721000,2952638211.664153,1705.72,2952.64
2014,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de chivor (corpochivor),3236,Inversion,380000000,657787833.0819507,380.0,657.79
2014,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del guavio (corpoguavio),3237,Funcionamiento,685681000,1186927945.198592,685.68,1186.93
2014,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del guavio (corpoguavio),3237,Inversion,345000000,597202111.6138763,345.0,597.2
2014,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del canal del dique (cardique),3238,Funcionamiento,1777394000,3076705652.086475,1777.39,3076.71
2014,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del sur de bolivar (csb),3239,Funcionamiento,1940650000,3359305153.343389,1940.65,3359.31
2014,"Ministerio de las culturas, las artes y los saberes ancestrales",33,"Ministerio de las culturas, las artes y los saberes",3301,Funcionamiento,180640036369,312691626555.2876,180640.04,312691.63
2014,"Ministerio de las culturas, las artes y los saberes ancestrales",33,"Ministerio de las culturas, las artes y los saberes",3301,Inversion,173811630000,300871514374.0573,173811.63,300871.51
2014,"Ministerio de las culturas, las artes y los saberes ancestrales",33,Archivo general de la nación,3304,Funcionamiento,9658446008,16718969133.00352,9658.45,16718.97
2014,"Ministerio de las culturas, las artes y los saberes ancestrales",33,Archivo general de la nación,3304,Inversion,9655410574,16713714734.17898,9655.41,16713.71
2014,"Ministerio de las culturas, las artes y los saberes ancestrales",33,Instituto colombiano de antropología e historia,3305,Funcionamiento,5119333390,8861671624.821518,5119.33,8861.67
2014,"Ministerio de las culturas, las artes y los saberes ancestrales",33,Instituto colombiano de antropología e historia,3305,Inversion,4607003439,7974817918.791855,4607.0,7974.82
2014,"Ministerio de las culturas, las artes y los saberes ancestrales",33,Instituto caro y cuervo,3307,Funcionamiento,5668263051,9811880183.304676,5668.26,9811.88
2014,"Ministerio de las culturas, las artes y los saberes ancestrales",33,Instituto caro y cuervo,3307,Inversion,3609815396,6248664860.949221,3609.82,6248.66
2014,Organismos de control,25,Auditoría general de la república,3401,Funcionamiento,26323000000,45565655605.83208,26323.0,45565.66
2014,Organismos de control,25,Auditoría general de la república,3401,Inversion,5800000000,10039919557.56662,5800.0,10039.92
2014,"Comercio, industria y turismo",35,"Ministerio de comercio, industria y turismo",3501,Funcionamiento,360751469281,624468229630.2076,360751.47,624468.23
2014,"Comercio, industria y turismo",35,"Ministerio de comercio, industria y turismo",3501,Inversion,210830410000,364951785635.998,210830.41,364951.79
2014,"Comercio, industria y turismo",35,Superintendencia de sociedades,3502,Funcionamiento,105854000000,183235456008.0443,105854.0,183235.46
2014,"Comercio, industria y turismo",35,Superintendencia de sociedades,3502,Inversion,10511000000,18194757667.16943,10511.0,18194.76
2014,"Comercio, industria y turismo",35,Superintendencia de industria y comercio,3503,Funcionamiento,60900800000,105420540170.9402,60900.8,105420.54
2014,"Comercio, industria y turismo",35,Superintendencia de industria y comercio,3503,Inversion,57500000000,99533685268.9794,57500.0,99533.69
2014,"Comercio, industria y turismo",35,Unidad administrativa especial junta central contadores,3504,Funcionamiento,6469500000,11198837858.22021,6469.5,11198.84
2014,"Comercio, industria y turismo",35,Unidad administrativa especial junta central contadores,3504,Inversion,14000000000,24234288587.22976,14000.0,24234.29
2014,"Comercio, industria y turismo",35,Instituto nacional de metrología - inm,3505,Funcionamiento,11197500000,19383103318.25038,11197.5,19383.1
2014,"Comercio, industria y turismo",35,Instituto nacional de metrología - inm,3505,Inversion,10000000000,17310206133.73555,10000.0,17310.21
2014,Trabajo,36,Ministerio del trabajo,3601,Funcionamiento,20374282878167,35268303644810.95,20374282.88,35268303.64
2014,Trabajo,36,Ministerio del trabajo,3601,Inversion,1351515051700,2339500413777.325,1351515.05,2339500.41
2014,Trabajo,36,Servicio nacional de aprendizaje (sena),3602,Funcionamiento,71057322500,123001689978.6325,71057.32,123001.69
2014,Trabajo,36,Servicio nacional de aprendizaje (sena),3602,Deuda,168700000,292023177.4761186,168.7,292.02
2014,Trabajo,36,Servicio nacional de aprendizaje (sena),3602,Inversion,2625250640000,4544362973112.116,2625250.64,4544362.97
2014,Trabajo,36,Unidad administrativa especial de organizaciones solidarias,3612,Funcionamiento,7813087000,13524614651.08094,7813.09,13524.61
2014,Trabajo,36,Unidad administrativa especial de organizaciones solidarias,3612,Inversion,4536000000,7851909502.262444,4536.0,7851.91
2014,Trabajo,36,Unidad administrativa especial del servicio público de empleo,3613,Funcionamiento,9840000000,17033242835.59578,9840.0,17033.24
2014,Trabajo,36,Unidad administrativa especial del servicio público de empleo,3613,Inversion,10160000000,17587169431.87531,10160.0,17587.17
2014,Interior,37,Ministerio del interior,3701,Funcionamiento,402860900434,697360522973.4851,402860.9,697360.52
2014,Interior,37,Ministerio del interior,3701,Inversion,83250202004,144107815736.4364,83250.2,144107.82
2014,Interior,37,Fondo para la participación y el fortalecimiento de la democracia,3702,Funcionamiento,7971532917,13798887799.51282,7971.53,13798.89
2014,Interior,37,Dirección nacional del derecho de autor,3703,Funcionamiento,3233183830,5596707856.556058,3233.18,5596.71
2014,Interior,37,Dirección nacional del derecho de autor,3703,Inversion,831000000,1438478129.713423,831.0,1438.48
2014,Interior,37,Corporación nacional para la reconstrucción de la cuenca del río páez y zonas aledañas nasa ki we,3704,Funcionamiento,2518113250,4358905942.559074,2518.11,4358.91
2014,Interior,37,Corporación nacional para la reconstrucción de la cuenca del río páez y zonas aledañas nasa ki we,3704,Inversion,15934000000,27582082453.49422,15934.0,27582.08
2014,Interior,37,Unidad nacional de protección - unp,3708,Funcionamiento,383375152284,663630291258.8296,383375.15,663630.29
2014,Interior,37,Unidad nacional de protección - unp,3708,Inversion,3000000000,5193061840.120664,3000.0,5193.06
2014,Interior,37,Dirección nacional de bomberos,3709,Funcionamiento,4676021612,8094289798.952237,4676.02,8094.29
2014,Interior,37,Dirección nacional de bomberos,3709,Inversion,10000000000,17310206133.73555,10000.0,17310.21
2014,Empleo público,5,Comisión nacional del servicio civil,3801,Funcionamiento,18540130000,32093347204.62544,18540.13,32093.35
2014,Empleo público,5,Comisión nacional del servicio civil,3801,Inversion,37100000000,64220864756.15888,37100.0,64220.86
2014,"Ciencia, tecnología e innovación",39,"Departamento administrativo de ciencia, tecnología e innovación (colciencias)",3901,Funcionamiento,22785000000,39441304675.71644,22785.0,39441.3
2014,"Ciencia, tecnología e innovación",39,"Departamento administrativo de ciencia, tecnología e innovación (colciencias)",3901,Inversion,353997250000,612776536827.5515,353997.25,612776.54
2014,"Vivienda, ciudad y territorio",40,"Ministerio de vivienda, ciudad y territorio",4001,Funcionamiento,1522786341923,2635974547632.423,1522786.34,2635974.55
2014,"Vivienda, ciudad y territorio",40,"Ministerio de vivienda, ciudad y territorio",4001,Inversion,356010000000,616260648567.1191,356010.0,616260.65
2014,"Vivienda, ciudad y territorio",40,Fondo nacional de vivienda - fonvivienda,4002,Funcionamiento,2206788000,3819995517.3454,2206.79,3820.0
2014,"Vivienda, ciudad y territorio",40,Fondo nacional de vivienda - fonvivienda,4002,Inversion,1792754060000,3103294232569.13,1792754.06,3103294.23
2014,Inclusión social y reconciliación,41,Departamento administrativo para la prosperidad social,4101,Funcionamiento,171992000000,297721697335.3444,171992.0,297721.7
2014,Inclusión social y reconciliación,41,Departamento administrativo para la prosperidad social,4101,Inversion,2906782847081,5031701026897.88,2906782.85,5031701.03
2014,Inclusión social y reconciliación,41,Unidad administrativa especial para la consolidación territorial,4102,Funcionamiento,35746000000,61877062845.65108,35746.0,61877.06
2014,Inclusión social y reconciliación,41,Unidad administrativa especial para la consolidación territorial,4102,Inversion,150000000000,259653092006.0332,150000.0,259653.09
2014,Inclusión social y reconciliación,41,Agencia nacional para la superación de la pobreza extrema,4103,Funcionamiento,24374000000,42191896430.36702,24374.0,42191.9
2014,Inclusión social y reconciliación,41,Agencia nacional para la superación de la pobreza extrema,4103,Inversion,139041700000,240684048818.5017,139041.7,240684.05
2014,Inclusión social y reconciliación,41,Unidad de atención y reparación integral a las víctimas,4104,Funcionamiento,702795000000,1216552631975.867,702795.0,1216552.63
2014,Inclusión social y reconciliación,41,Unidad de atención y reparación integral a las víctimas,4104,Inversion,706199232608,1222445428793.034,706199.23,1222445.43
2014,Inclusión social y reconciliación,41,Centro de memoria histórica,4105,Funcionamiento,10840000000,18764263448.96933,10840.0,18764.26
2014,Inclusión social y reconciliación,41,Centro de memoria histórica,4105,Inversion,30125000000,52146995977.87833,30125.0,52147.0
2014,Igualdad y equidad,46,Instituto colombiano de bienestar familiar (icbf),4602,Funcionamiento,320320000000,554480522875.817,320320.0,554480.52
2014,Igualdad y equidad,46,Instituto colombiano de bienestar familiar (icbf),4602,Inversion,4169315000000,7217170208647.562,4169315.0,7217170.21
2014,Inteligencia,42,Departamento administrativo dirección nacional de inteligencia,4201,Funcionamiento,76545000000,132500972850.6787,76545.0,132500.97
2014,Inteligencia,42,Departamento administrativo dirección nacional de inteligencia,4201,Inversion,19967000000,34563288587.22976,19967.0,34563.29
2014,Deporte y recreación,43,"Departamento administrativo del deporte, la recreación, la actividad física y el aprovechamiento del tiempo libre (coldeportes)",4301,Funcionamiento,24635723772,42644945674.7089,24635.72,42644.95
2014,Deporte y recreación,43,"Departamento administrativo del deporte, la recreación, la actividad física y el aprovechamiento del tiempo libre (coldeportes)",4301,Inversion,331684320000,574152395052.7903,331684.32,574152.4
2015,Congreso de la república,1,Congreso de la república,101,Funcionamiento,406870410000,679449410272.8264,406870.41,679449.41
2015,Congreso de la república,1,Congreso de la república,101,Inversion,60000000000,100196435067.2972,60000.0,100196.44
2015,Presidencia de la república,2,Presidencia de la república,201,Funcionamiento,151681460000,253299025963.3806,151681.46,253299.03
2015,Presidencia de la república,2,Presidencia de la república,201,Inversion,82436812246,137664578422.6885,82436.81,137664.58
2015,Presidencia de la república,2,"Agencia presidencial de cooperación internacional de colombia, apc - colombia",209,Funcionamiento,21332400000,35623840523.82684,21332.4,35623.84
2015,Presidencia de la república,2,"Agencia presidencial de cooperación internacional de colombia, apc - colombia",209,Inversion,24631047744,41132386265.35322,24631.05,41132.39
2015,Presidencia de la república,2,Unidad nacional para la gestión del riesgo de desastres,211,Funcionamiento,29769830000,49713847309.3246,29769.83,49713.85
2015,Presidencia de la república,2,Unidad nacional para la gestión del riesgo de desastres,211,Inversion,2228029086,3720676194.057475,2228.03,3720.68
2015,Presidencia de la república,2,Agencia para la reincorporación y la normalización - arn,212,Funcionamiento,139827820000,233504151453.862,139827.82,233504.15
2015,Presidencia de la república,2,Agencia para la reincorporación y la normalización - arn,212,Inversion,3098000000,5173475930.641445,3098.0,5173.48
2015,Planeación,3,Departamento administrativo nacional de planeación,301,Funcionamiento,73088390000,122053268713.4716,73088.39,122053.27
2015,Planeación,3,Departamento administrativo nacional de planeación,301,Inversion,532505586981,889252691148.5791,532505.59,889252.69
2015,Planeación,3,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,303,Funcionamiento,8529700000,14244092203.22541,8529.7,14244.09
2015,Planeación,3,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,303,Inversion,15000000000,25049108766.8243,15000.0,25049.11
2015,Planeación,3,Superintendencia de servicios públicos domiciliarios,324,Funcionamiento,107538900000,179583573517.6428,107538.9,179583.57
2015,Planeación,3,Superintendencia de servicios públicos domiciliarios,324,Inversion,19439000000,32461975021.21984,19439.0,32461.98
2015,Planeación,3,Fondo nacional de regalías en liquidación,325,Funcionamiento,1341500000,2240225294.04632,1341.5,2240.23
2015,Planeación,3,Fondo nacional de regalías en liquidación,325,Inversion,150000000000,250491087668.2429,150000.0,250491.09
2015,Información estadistíca,4,Departamento administrativo nacional de estadística (dane),401,Funcionamiento,79115870000,132118802187.4621,79115.87,132118.8
2015,Información estadistíca,4,Departamento administrativo nacional de estadística (dane),401,Inversion,168034584744,280607772656.0407,168034.58,280607.77
2015,Información estadistíca,4,Fondo rotatorio del dane,402,Funcionamiento,2932326000,4896810194.252455,2932.33,4896.81
2015,Información estadistíca,4,Fondo rotatorio del dane,402,Inversion,7281000000,12158837395.41652,7281.0,12158.84
2015,Información estadistíca,4,Instituto geográfico agustín codazzi - igac,403,Funcionamiento,52168846972,87118874802.7627,52168.85,87118.87
2015,Información estadistíca,4,Instituto geográfico agustín codazzi - igac,403,Inversion,97793470000,163309284447.6779,97793.47,163309.28
2015,Empleo público,5,Departamento administrativo de la función pública,501,Funcionamiento,15838568800,26449468838.80199,15838.57,26449.47
2015,Empleo público,5,Departamento administrativo de la función pública,501,Inversion,5513069280,9206498135.583849,5513.07,9206.5
2015,Empleo público,5,Escuela superior de administración pública (esap),503,Funcionamiento,68383515000,114196407006.1841,68383.52,114196.41
2015,Empleo público,5,Escuela superior de administración pública (esap),503,Inversion,115999600000,193712439820.5408,115999.6,193712.44
2015,Relaciones exteriores,11,Ministerio de relaciones exteriores,1101,Funcionamiento,262395320000,438184594039.0445,262395.32,438184.59
2015,Relaciones exteriores,11,Fondo rotatorio del ministerio de relaciones exteriores,1102,Funcionamiento,220982141629,369027046746.0395,220982.14,369027.05
2015,Relaciones exteriores,11,Fondo rotatorio del ministerio de relaciones exteriores,1102,Inversion,55333600000,92403824323.9966,55333.6,92403.82
2015,Relaciones exteriores,11,Unidad administrativa especial migración colombia,1104,Funcionamiento,80814955000,134956173185.4007,80814.96,134956.17
2015,Relaciones exteriores,11,Unidad administrativa especial migración colombia,1104,Inversion,20071000000,33517377470.59537,20071.0,33517.38
2015,Justicia y el derecho,12,Ministerio de justicia y del derecho,1201,Funcionamiento,74533256382,124466109723.888,74533.26,124466.11
2015,Justicia y el derecho,12,Ministerio de justicia y del derecho,1201,Inversion,12733659122,21264454156.44283,12733.66,21264.45
2015,Justicia y el derecho,12,Superintendencia de notariado y registro,1204,Funcionamiento,343131811648,573009738088.5481,343131.81,573009.74
2015,Justicia y el derecho,12,Superintendencia de notariado y registro,1204,Inversion,458915141732,766361019999.1638,458915.14,766361.02
2015,Justicia y el derecho,12,Instituto nacional penitenciario y carcelario - inpec,1208,Funcionamiento,914348277109,1526907296270.783,914348.28,1526907.3
2015,Justicia y el derecho,12,Instituto nacional penitenciario y carcelario - inpec,1208,Inversion,3000000000,5009821753.36486,3000.0,5009.82
2015,Justicia y el derecho,12,Unidad administrativa especial agencia nacional de defensa jurídica del estado,1210,Funcionamiento,35534227666,59340048916.71541,35534.23,59340.05
2015,Justicia y el derecho,12,Unidad administrativa especial agencia nacional de defensa jurídica del estado,1210,Inversion,6107000000,10198327149.2664,6107.0,10198.33
2015,Justicia y el derecho,12,Unidad de servicios penitenciarios y carcelarios - uspec,1211,Funcionamiento,503660768661,841083558384.7814,503660.77,841083.56
2015,Justicia y el derecho,12,Unidad de servicios penitenciarios y carcelarios - uspec,1211,Inversion,275519340878,460100929134.4508,275519.34,460100.93
2015,Hacienda,13,Ministerio de hacienda y crédito público,1301,Funcionamiento,17005362819580,28397945525797.96,17005362.82,28397945.53
2015,Hacienda,13,Ministerio de hacienda y crédito público,1301,Inversion,2092581418103,3494486636366.499,2092581.42,3494486.64
2015,Hacienda,13,Unidad administrativa especial contaduría general de la nación,1308,Funcionamiento,11049300000,18451674499.81812,11049.3,18451.67
2015,Hacienda,13,Unidad administrativa especial contaduría general de la nación,1308,Inversion,17356000000,28983488783.80017,17356.0,28983.49
2015,Hacienda,13,Superintendencia de la economía solidaria,1309,Funcionamiento,13364200000,22317419958.77288,13364.2,22317.42
2015,Hacienda,13,Superintendencia de la economía solidaria,1309,Inversion,10845000000,18110505638.41397,10845.0,18110.51
2015,Hacienda,13,Unidad administrativa especial dirección de impuestos y aduanas nacionales,1310,Funcionamiento,986456200000,1647323243167.212,986456.2,1647323.24
2015,Hacienda,13,Unidad administrativa especial dirección de impuestos y aduanas nacionales,1310,Inversion,362379945435,605152977874.4779,362379.95,605152.98
2015,Hacienda,13,Unidad de información y análisis financiero,1312,Funcionamiento,7418400000,12388287231.72062,7418.4,12388.29
2015,Hacienda,13,Superintendencia financiera de colombia,1313,Funcionamiento,180112000000,300776338547.3505,180112.0,300776.34
2015,Hacienda,13,Superintendencia financiera de colombia,1313,Inversion,18692072840,31214651043.10416,18692.07,31214.65
2015,Hacienda,13,Unidad administrativa especial de gestión  pensional y contribuciones parafiscales de la protección social (ugppp),1314,Funcionamiento,156701700000,261682528483.0847,156701.7,261682.53
2015,Hacienda,13,Unidad administrativa especial de gestión  pensional y contribuciones parafiscales de la protección social (ugppp),1314,Inversion,8580000000,14328090214.6235,8580.0,14328.09
2015,Hacienda,13,Fondo adaptación,1315,Funcionamiento,25417900000,42446382781.61755,25417.9,42446.38
2015,Hacienda,13,Fondo adaptación,1315,Inversion,1500000000000,2504910876682.43,1500000.0,2504910.88
2015,Servicio de la deuda pública nacional,14,Servicio de la deuda pública nacional,1401,Deuda,47048110655546,78567549405623.8,47048110.66,78567549.41
2015,Defensa y policía,15,Ministerio de defensa nacional,1501,Funcionamiento,11278006374750,18833600556936.7,11278006.37,18833600.56
2015,Defensa y policía,15,Ministerio de defensa nacional,1501,Inversion,1241483480880,2073203649651.917,1241483.48,2073203.65
2015,Defensa y policía,15,Caja de retiro de las fuerzas militares,1503,Funcionamiento,2105901000000,3516729546744.271,2105901.0,3516729.55
2015,Defensa y policía,15,Caja de retiro de las fuerzas militares,1503,Inversion,9354000000,15620624226.99163,9354.0,15620.62
2015,Defensa y policía,15,Instituto casas fiscales del ejército,1507,Funcionamiento,25826000000,43127885534.13362,25826.0,43127.89
2015,Defensa y policía,15,Instituto casas fiscales del ejército,1507,Inversion,16000000000,26719049351.27925,16000.0,26719.05
2015,Defensa y policía,15,"Defensa civil colombiana, guillermo león valencia",1508,Funcionamiento,26482000000,44223366557.53607,26482.0,44223.37
2015,Defensa y policía,15,"Defensa civil colombiana, guillermo león valencia",1508,Inversion,3461000000,5779664362.798594,3461.0,5779.66
2015,Defensa y policía,15,Club militar de oficiales,1510,Funcionamiento,40261000000,67233477870.74088,40261.0,67233.48
2015,Defensa y policía,15,Club militar de oficiales,1510,Inversion,4900000000,8182708863.829271,4900.0,8182.71
2015,Defensa y policía,15,Caja de sueldos de retiro de la policía nacional,1511,Funcionamiento,2445811000000,4084359050806.354,2445811.0,4084359.05
2015,Defensa y policía,15,Fondo rotatorio de la policía,1512,Funcionamiento,375101000000,626396383169.6375,375101.0,626396.38
2015,Defensa y policía,15,Fondo rotatorio de la policía,1512,Inversion,11500000000,19204316721.23196,11500.0,19204.32
2015,Defensa y policía,15,Superintendencia de vigilancia y seguridad privada,1516,Funcionamiento,14473000000,24169050078.81654,14473.0,24169.05
2015,Defensa y policía,15,Superintendencia de vigilancia y seguridad privada,1516,Inversion,1200000000,2003928701.345944,1200.0,2003.93
2015,Defensa y policía,15,Hospital militar,1519,Funcionamiento,253943000000,424069721838.2442,253943.0,424069.72
2015,Defensa y policía,15,Hospital militar,1519,Inversion,13600000000,22711191948.58736,13600.0,22711.19
2015,Defensa y policía,15,Agencia logística de las fuerzas militares,1520,Funcionamiento,959149429120,1601722558244.288,959149.43,1601722.56
2015,Defensa y policía,15,Agencia logística de las fuerzas militares,1520,Inversion,41768000000,69750078331.51448,41768.0,69750.08
2015,Defensa y policía,15,Policía nacional,1601,Funcionamiento,8031068615250,13411407417148.42,8031068.62,13411407.42
2015,Defensa y policía,15,Policía nacional,1601,Inversion,249418000000,416513240693.5855,249418.0,416513.24
2015,Agricultura y desarrollo rural,17,Ministerio de agricultura y desarrollo rural,1701,Funcionamiento,314804270000,525704426632.7149,314804.27,525704.43
2015,Agricultura y desarrollo rural,17,Ministerio de agricultura y desarrollo rural,1701,Inversion,2820795485371,4710560861468.341,2820795.49,4710560.86
2015,Agricultura y desarrollo rural,17,Instituto colombiano agropecuario (ica),1702,Funcionamiento,103084820000,172145524559.2336,103084.82,172145.52
2015,Agricultura y desarrollo rural,17,Instituto colombiano agropecuario (ica),1702,Deuda,219100000,365883982.0540802,219.1,365.88
2015,Agricultura y desarrollo rural,17,Instituto colombiano agropecuario (ica),1702,Inversion,184120000000,307469460409.846,184120.0,307469.46
2015,Agricultura y desarrollo rural,17,Instituto colombiano de desarrollo rural - incoder en liquidación,1713,Funcionamiento,53327470000,89053706419.30399,53327.47,89053.71
2015,Agricultura y desarrollo rural,17,Instituto colombiano de desarrollo rural - incoder en liquidación,1713,Deuda,51029000,85215398.0841518,51.03,85.22
2015,Agricultura y desarrollo rural,17,Instituto colombiano de desarrollo rural - incoder en liquidación,1713,Inversion,489288524866,817082765181.83,489288.52,817082.77
2015,Agricultura y desarrollo rural,17,Autoridad nacional de acuicultura y pesca - aunap,1715,Funcionamiento,10981790000,18338936810.96156,10981.79,18338.94
2015,Agricultura y desarrollo rural,17,Autoridad nacional de acuicultura y pesca - aunap,1715,Inversion,33446100000,55852999781.73881,33446.1,55853.0
2015,Agricultura y desarrollo rural,17,Unidad administrativa especial de gestión de restitución de tierras despojadas,1716,Funcionamiento,51340760000,85736018760.76149,51340.76,85736.02
2015,Agricultura y desarrollo rural,17,Unidad administrativa especial de gestión de restitución de tierras despojadas,1716,Inversion,173100000000,289066715169.1524,173100.0,289066.72
2015,Salud y protección social,19,Ministerio de salud y protección social,1901,Funcionamiento,7603195086501,12696884046476.51,7603195.09,12696884.05
2015,Salud y protección social,19,Ministerio de salud y protección social,1901,Inversion,4132182841000,6900499828574.27,4132182.84,6900499.83
2015,Salud y protección social,19,Instituto nacional de salud (ins),1903,Funcionamiento,31304470000,52276604927.85255,31304.47,52276.6
2015,Salud y protección social,19,Instituto nacional de salud (ins),1903,Inversion,25876700000,43212551521.76549,25876.7,43212.55
2015,Salud y protección social,19,Superintendencia nacional de salud,1910,Funcionamiento,84552700000,141197985255.2443,84552.7,141197.99
2015,Salud y protección social,19,Superintendencia nacional de salud,1910,Inversion,46873000000,78275125015.15703,46873.0,78275.13
2015,Salud y protección social,19,Instituto nacional de vigilancia de medicamentos y alimentos - invima,1912,Funcionamiento,99935250000,166885929792.6519,99935.25,166885.93
2015,Salud y protección social,19,Instituto nacional de vigilancia de medicamentos y alimentos - invima,1912,Inversion,45675100000,76274703189.03844,45675.1,76274.7
2015,Salud y protección social,19,Fondo de previsión social del congreso,1913,Funcionamiento,260485598770,434995473052.0723,260485.6,434995.47
2015,Salud y protección social,19,Fondo pasivo social de ferrocarriles nacionales de colombia,1914,Funcionamiento,454996724099,759817495366.9731,454996.72,759817.5
2015,Minas y energía,21,Ministerio de minas y energía,2101,Funcionamiento,72602311000,121241545664.1203,72602.31,121241.55
2015,Minas y energía,21,Ministerio de minas y energía,2101,Inversion,2513247786676,4196974477761.837,2513247.79,4196974.48
2015,Minas y energía,21,Servicio geológico colombiano,2103,Funcionamiento,42411010000,70823866826.72487,42411.01,70823.87
2015,Minas y energía,21,Servicio geológico colombiano,2103,Inversion,21979400000,36704292081.9692,21979.4,36704.29
2015,Minas y energía,21,Unidad de planeación minero energética - upme,2109,Funcionamiento,13294247000,22200602605.06851,13294.25,22200.6
2015,Minas y energía,21,Unidad de planeación minero energética - upme,2109,Inversion,20405800000,34076473578.27089,20405.8,34076.47
2015,Minas y energía,21,Instituto de planificación y promoción de soluciones energéticas para las zonas no interconectadas - ipse,2110,Funcionamiento,21710823000,36255784449.61804,21710.82,36255.78
2015,Minas y energía,21,Instituto de planificación y promoción de soluciones energéticas para las zonas no interconectadas - ipse,2110,Inversion,33539000000,56008137262.03468,33539.0,56008.14
2015,Minas y energía,21,Agencia nacional de hidrocarburos - anh,2111,Funcionamiento,598742524000,999864440466.594,598742.52,999864.44
2015,Minas y energía,21,Agencia nacional de hidrocarburos - anh,2111,Inversion,441007000000,736455487328.7256,441007.0,736455.49
2015,Minas y energía,21,Agencia nacional de minería - anm,2112,Funcionamiento,70555356000,117823252435.0673,70555.36,117823.25
2015,Minas y energía,21,Agencia nacional de minería - anm,2112,Inversion,30000000000,50098217533.6486,30000.0,50098.22
2015,Educación,22,Ministerio de educación nacional,2201,Funcionamiento,26530333608553,44304080812051.88,26530333.61,44304080.81
2015,Educación,22,Ministerio de educación nacional,2201,Inversion,2489109701952,4156665310450.217,2489109.7,4156665.31
2015,Igualdad y equidad,46,Instituto nacional para sordos (insor),4603,Funcionamiento,3795525182,6338301540.742573,3795.53,6338.3
2015,Igualdad y equidad,46,Instituto nacional para sordos (insor),4603,Inversion,4853917003,8105752996.885655,4853.92,8105.75
2015,Igualdad y equidad,46,Instituto nacional para ciegos (inci),4604,Funcionamiento,3867363853,6458267852.97878,3867.36,6458.27
2015,Igualdad y equidad,46,Instituto nacional para ciegos (inci),4604,Inversion,2022804160,3377962761.188311,2022.8,3377.96
2015,Educación,22,Escuela tecnológica instituto técnico central,2234,Funcionamiento,15202261665,25386873729.88723,15202.26,25386.87
2015,Educación,22,Escuela tecnológica instituto técnico central,2234,Inversion,4361409060,7283293994.703528,4361.41,7283.29
2015,Educación,22,Instituto nacional de formación técnica profesional de san andrés y providencia,2238,Funcionamiento,2615852632,4368318473.130108,2615.85,4368.32
2015,Educación,22,Instituto nacional de formación técnica profesional de san andrés y providencia,2238,Inversion,1072800000,1791512259.003273,1072.8,1791.51
2015,Educación,22,Instituto nacional de formación técnica profesional de san juan del cesar,2239,Funcionamiento,2965382129,4952011965.634534,2965.38,4952.01
2015,Educación,22,Instituto nacional de formación técnica profesional de san juan del cesar,2239,Inversion,1848000000,3086050200.072753,1848.0,3086.05
2015,Educación,22,Instituto tolimense de formación técnica profesional,2241,Funcionamiento,8911948020,14882423685.15096,8911.95,14882.42
2015,Educación,22,Instituto tolimense de formación técnica profesional,2241,Inversion,466377628,778822928.6790347,466.38,778.82
2015,Educación,22,"Instituto técnico nacional de comercio ""simón rodríguez"" de cali",2242,Funcionamiento,4847729570,8095420351.405359,4847.73,8095.42
2015,Educación,22,"Instituto técnico nacional de comercio ""simón rodríguez"" de cali",2242,Inversion,1320000000,2204321571.480538,1320.0,2204.32
2015,Tecnologías de la información y las comunicaciones,23,Ministerio de tecnologías de la información y las comunicaciones,2301,Funcionamiento,68372970000,114178797482.721,68372.97,114178.8
2015,Tecnologías de la información y las comunicaciones,23,Ministerio de tecnologías de la información y las comunicaciones,2301,Inversion,11669000000,19486536680.00485,11669.0,19486.54
2015,Tecnologías de la información y las comunicaciones,23,Fondo único de tecnologías de la información y las comunicaciones,2306,Funcionamiento,403356392000,673581209000.1212,403356.39,673581.21
2015,Tecnologías de la información y las comunicaciones,23,Fondo único de tecnologías de la información y las comunicaciones,2306,Inversion,1153728000000,1926657210622.044,1153728.0,1926657.21
2015,Tecnologías de la información y las comunicaciones,23,Agencia nacional del espectro - ane,2309,Funcionamiento,13113970000,21899550726.32472,13113.97,21899.55
2015,Tecnologías de la información y las comunicaciones,23,Agencia nacional del espectro - ane,2309,Inversion,7707000000,12870232084.39432,7707.0,12870.23
2015,Tecnologías de la información y las comunicaciones,23,Autoridad nacional de televisión antv,2310,Funcionamiento,62432455195,104258490717.296,62432.46,104258.49
