TOTAL,Código de entidad,Tipo de gasto,Código de sector,Sector,Entidad,Año
1112522000000,101,Funcionamiento,1,Congreso de la república,Congreso de la república,2025
1106000000,101,Deuda,1,Congreso de la república,Congreso de la república,2025
200000000000,101,Inversión,1,Congreso de la república,Congreso de la república,2025
452841786933,201,Funcionamiento,2,Presidencia de la república,Presidencia de la república,2025
168668164194,201,Inversión,2,Presidencia de la república,Presidencia de la república,2025
48822000000,209,Funcionamiento,2,Presidencia de la república,"Agencia presidencial de cooperación internacional de colombia, apc - colombia",2025
72545160000,209,Inversión,2,Presidencia de la república,"Agencia presidencial de cooperación internacional de colombia, apc - colombia",2025
707832000000,211,Funcionamiento,2,Presidencia de la república,Unidad nacional para la gestión del riesgo de desastres,2025
17000000000,211,Inversión,2,Presidencia de la república,Unidad nacional para la gestión del riesgo de desastres,2025
353859084174,212,Funcionamiento,2,Presidencia de la república,Agencia para la reincorporación y la normalización - arn,2025
2200000000,212,Inversión,2,Presidencia de la república,Agencia para la reincorporación y la normalización - arn,2025
11856000000,213,Funcionamiento,2,Presidencia de la república,Agencia nacional inmobiliaria virgilio barco vargas,2025
24000000000,213,Inversión,2,Presidencia de la república,Agencia nacional inmobiliaria virgilio barco vargas,2025
74833000000,214,Funcionamiento,2,Presidencia de la república,Agencia de renovación del territorio – art,2025
65000000000,214,Inversión,2,Presidencia de la república,Agencia de renovación del territorio – art,2025
121110968620,301,Funcionamiento,3,Planeación,Departamento administrativo nacional de planeación,2025
643371314128,301,Inversión,3,Planeación,Departamento administrativo nacional de planeación,2025
25808823411,303,Funcionamiento,3,Planeación,Unidad administrativa especial  - agencia nacional de contratación pública - colombia compra eficiente,2025
94683000000,303,Inversión,3,Planeación,Unidad administrativa especial  - agencia nacional de contratación pública - colombia compra eficiente,2025
354424083800,324,Funcionamiento,3,Planeación,Superintendencia de servicios públicos domiciliarios,2025
73143450309,324,Inversión,3,Planeación,Superintendencia de servicios públicos domiciliarios,2025
153718925120,401,Funcionamiento,4,Información estadística,Departamento administrativo nacional de estadística (dane),2025
194597506983,401,Inversión,4,Información estadística,Departamento administrativo nacional de estadística (dane),2025
2744000000,402,Funcionamiento,4,Información estadística,Fondo rotatorio del dane,2025
75000000000,402,Inversión,4,Información estadística,Fondo rotatorio del dane,2025
119056000000,403,Funcionamiento,4,Información estadística,Instituto geográfico agustín codazzi - igac,2025
600485461000,403,Inversión,4,Información estadística,Instituto geográfico agustín codazzi - igac,2025
34103299265,501,Funcionamiento,5,Empleo público,Departamento administrativo de la función pública,2025
15000356199,501,Inversión,5,Empleo público,Departamento administrativo de la función pública,2025
145292167438,503,Funcionamiento,5,Empleo público,Escuela superior de administración pública (esap),2025
272535702975,503,Inversión,5,Empleo público,Escuela superior de administración pública (esap),2025
768975000000,1101,Funcionamiento,11,Relaciones exteriores,Ministerio de relaciones exteriores,2025
880003000000,1102,Funcionamiento,11,Relaciones exteriores,Fondo rotatorio del ministerio de relaciones exteriores,2025
142749930347,1102,Inversión,11,Relaciones exteriores,Fondo rotatorio del ministerio de relaciones exteriores,2025
252961000000,1104,Funcionamiento,11,Relaciones exteriores,Unidad administrativa especial migración colombia,2025
50649000000,1104,Inversión,11,Relaciones exteriores,Unidad administrativa especial migración colombia,2025
164176400000,1201,Funcionamiento,12,Justicia y del derecho,Ministerio de justicia y del derecho,2025
73125091530,1201,Inversión,12,Justicia y del derecho,Ministerio de justicia y del derecho,2025
721531000000,1204,Funcionamiento,12,Justicia y del derecho,Superintendencia de notariado y registro,2025
297617170025,1204,Inversión,12,Justicia y del derecho,Superintendencia de notariado y registro,2025
2162793720000,1208,Funcionamiento,12,Justicia y del derecho,Instituto nacional penitenciario y carcelario - inpec,2025
6432700000,1208,Inversión,12,Justicia y del derecho,Instituto nacional penitenciario y carcelario - inpec,2025
142920600000,1210,Funcionamiento,12,Justicia y del derecho,Unidad administrativa especial agencia nacional de defensa jurídica del estado,2025
12266327000,1210,Inversión,12,Justicia y del derecho,Unidad administrativa especial agencia nacional de defensa jurídica del estado,2025
1521986600000,1211,Funcionamiento,12,Justicia y del derecho,Unidad de servicios penitenciarios y carcelarios - uspec,2025
417850199304,1211,Inversión,12,Justicia y del derecho,Unidad de servicios penitenciarios y carcelarios - uspec,2025
29367129242482,1301,Funcionamiento,13,Hacienda,Ministerio de hacienda y crédito público,2025
3687426084927,1301,Inversión,13,Hacienda,Ministerio de hacienda y crédito público,2025
24549000000,1308,Funcionamiento,13,Hacienda,Unidad administrativa especial contaduría general de la nación,2025
8700000000,1308,Inversión,13,Hacienda,Unidad administrativa especial contaduría general de la nación,2025
25169000000,1309,Funcionamiento,13,Hacienda,Superintendencia de la economía solidaria,2025
10000000000,1309,Inversión,13,Hacienda,Superintendencia de la economía solidaria,2025
4336363532000,1310,Funcionamiento,13,Hacienda,Unidad administrativa especial dirección de impuestos y aduanas nacionales,2025
78629373000,1310,Inversión,13,Hacienda,Unidad administrativa especial dirección de impuestos y aduanas nacionales,2025
31256000000,1312,Funcionamiento,13,Hacienda,Unidad de información y análisis financiero,2025
5027100000,1312,Inversión,13,Hacienda,Unidad de información y análisis financiero,2025
411995624000,1313,Funcionamiento,13,Hacienda,Superintendencia financiera de colombia,2025
61066305153,1313,Inversión,13,Hacienda,Superintendencia financiera de colombia,2025
279210000000,1314,Funcionamiento,13,Hacienda,Unidad administrativa especial de gestión  pensional y contribuciones parafiscales de la protección social (ugppp),2025
7000000000,1314,Inversión,13,Hacienda,Unidad administrativa especial de gestión  pensional y contribuciones parafiscales de la protección social (ugppp),2025
44434000000,1315,Funcionamiento,13,Hacienda,Fondo adaptación,2025
623765525677,1315,Inversión,13,Hacienda,Fondo adaptación,2025
109828422000000,1401,Deuda,14,Servicio de la deuda pública nacional,Servicio de la deuda pública nacional,2025
22187987000000,1501,Funcionamiento,15,Defensa y policía,Ministerio de defensa nacional,2025
551476868334,1501,Deuda,15,Defensa y policía,Ministerio de defensa nacional,2025
2092802953143,1501,Inversión,15,Defensa y policía,Ministerio de defensa nacional,2025
7731579000000,1503,Funcionamiento,15,Defensa y policía,Caja de retiro de las fuerzas militares,2025
16480000000,1503,Inversión,15,Defensa y policía,Caja de retiro de las fuerzas militares,2025
36841000000,1507,Funcionamiento,15,Defensa y policía,Instituto casas fiscales del ejército,2025
38200000000,1507,Inversión,15,Defensa y policía,Instituto casas fiscales del ejército,2025
44705000000,1508,Funcionamiento,15,Defensa y policía,"Defensa civil colombiana, guillermo león valencia",2025
12300000000,1508,Inversión,15,Defensa y policía,"Defensa civil colombiana, guillermo león valencia",2025
64037000000,1510,Funcionamiento,15,Defensa y policía,Club militar de oficiales,2025
4578000000,1510,Inversión,15,Defensa y policía,Club militar de oficiales,2025
7327127000000,1511,Funcionamiento,15,Defensa y policía,Caja de sueldos de retiro de la policía nacional,2025
9548000000,1511,Inversión,15,Defensa y policía,Caja de sueldos de retiro de la policía nacional,2025
307162000000,1512,Funcionamiento,15,Defensa y policía,Fondo rotatorio de la policía,2025
5276235351,1512,Inversión,15,Defensa y policía,Fondo rotatorio de la policía,2025
33484000000,1516,Funcionamiento,15,Defensa y policía,Superintendencia de vigilancia y seguridad privada,2025
